band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,0.006282997404418,0.0056390001772538,0.0071056667600868,17.992874823628195,8.041698427836362,47.952884110971326,100000.0,0.0017959919694238,0.5,-0.9,0.0023799232592492,0.0,0.006282997404418,0.0042930146183294,0.0017959919694238,0.5,-0.9,0.0023799232592492,0.0,569530,0.0435431,0.0568367,3.115439999999999e-281,0.0376963,0.0302206,8.901199999999996e-80,0.02995,0.0328784,2.3747599999999986e-94,0.90308395
3,0.0037747186045541,0.0032623890478284,0.0045010180963273,38.1572580579093,12.843534568673368,100.19504508149134,100000.0,0.0030056854111165,0.3,-0.6,3.1976661788205325e-05,25.0,0.0034218401291818,0.0042930146183294,0.0010287290204483,0.3,-0.58,3.0245971506369644e-05,25.0,1708593,0.0310671,0.054142,3.20204e-255,0.0271368,0.0273912,1.30037e-65,0.0213568,0.0285455,3.1879499999999997e-71,0.99993088
5,2.1275488137613583,1.942133460329332,2.3188225905248547,9.865386423464503,8.705351799048984,11.11535761126287,100000.0,0.0162510639439251,0.4,-1.2,1.02270343309059,0.0,2.1275488137613583,0.0042930146183294,0.0135064078669816,0.43,-1.2,1.3552269849017895,0.0,10546,0.420591,0.0993176,0.0,0.365341,0.0751418,0.0,0.277073,0.0740464,0.0,2.8277889000000003e-16
6,1.5995419144833087,1.4623833574556828,1.7406531782493646,9.458891924125298,8.464685370911157,10.49878921978832,100000.0,0.0122582398529944,0.4,-1.1,0.4465300183487076,100.0,1.5995419144833087,0.0042930146183294,0.0101977630678123,0.4,-1.12,0.5243767260119807,0.0,18750,0.433982,0.08813,0.0,0.37725,0.0630639,0.0,0.289125,0.062498,0.0,1.8409937e-09
8,0.1933635477716856,0.1672958131203702,0.2231290058464698,29.654585908961288,20.27658340068455,40.35313708864044,100000.0,0.0038263994712233,0.3,-0.9,0.0042285369764935,50.0,0.1933635477716856,0.0042930146183294,0.0020083583864713,0.3,-0.95,0.0058783949636733,0.0,480540,0.163104,0.0727193,0.0,0.140828,0.0468263,5.486139999999998e-191,0.110204,0.0483192,2.4476699999999993e-203,0.81390286
9,0.0378845880572249,0.0336103450743286,0.0433734541995887,22.216515599875887,10.59640899795576,59.81812133518662,100000.0,0.0049592219896474,0.6,-1.1,0.0401567461599714,25.0,0.0378845880572249,0.0042930146183294,0.0032821810984923,0.5,-1.06,0.022899291620663,0.0,168750,0.0873813,0.0709516,0.0,0.0751377,0.0452849,1.2122099999999993e-178,0.0589197,0.0472239,3.075589999999999e-194,0.23104706
11,0.0165923624038615,0.0136906520128117,0.0200488182450433,51.97006188266092,32.29952785692806,94.28744835532824,100000.0,0.0074383022469033,0.2,-0.9,4.56423615640832e-06,150.0,0.0138990494815821,0.0042930146183294,0.0055274865414542,0.19,-0.9,2.7123371662465075e-06,50.0,63280,0.0278896,0.0869841,0.0,0.0241936,0.06253,0.0,0.0184573,0.0619267,0.0,0.0044218937
12,0.009705406341704,0.007773766958186,0.0121076017456892,71.81064801279533,43.844997453912555,138.3292695682652,100000.0,0.0059170364218184,0.1,-0.4,1.0311541341844296e-14,100.0,0.009705406341704,0.0042930146183294,0.0047476137489537,0.07,0.0,2.3198611001767537e-23,0.0,84375,0.0157248,0.0823261,0.0,0.0137932,0.0579498,2.3936899999999995e-292,0.0104657,0.0564548,1.8073199999999996e-277,0.02197175
14,0.0005655160631541,0.0004415229389239,0.0007978775929939,135.1316090334879,42.11703699061746,480.9716836544642,100000.0,0.0060693394629026,0.1,-0.2,1.5119015564478354e-16,150.0,0.0003547751092638,0.0042930146183294,0.0060693394629026,0.1,-0.2,1.5119015564478354e-16,150.0,50000,0.0045462,0.0746032,0.0,0.00403333,0.0496361,1.4854499999999995e-214,0.00307883,0.0470701,5.608939999999998e-193,0.0012578903
16,0.0001310278526446,8.294108076739756e-05,0.0002208366061909,397.28591255076543,115.8371349816213,1094.6164097335045,100000.0,0.0085369943342089,0.1,-0.1,4.977812221965922e-18,500.0,2.4918299989628564e-05,0.0042930146183294,0.007216579542818,0.08,0.2,3.5762257075235523e-23,400.0,37500,0.00122275,0.0751192,0.0,0.00108919,0.050069,2.6215499999999995e-218,0.000832315,0.046872,2.327879999999999e-191,5.9617261e-05
