band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,0.006282997404418,0.006282997404418,0.005896121965442,0.0057283811960976,0.0056000785722831,0.0054902155390225,0.0053049182215587,0.0051476483325706,0.0050098741916255,0.0048872310888825,0.0047751001848831,0.0044863547368195,0.0017959919694238,0.004431701706233,0.0048027467401058,0.0051087224922407,0.005381369185362,0.0037456093191279,0.0046601086892234,0.0055363065589653,0.0060206153728113,0.0070386037416425,0.0086790928356676,0.0034502068743845205,0.0032025223921282042,0.002350309878770343,0.002261611219036938,0.0017959919694238158,,,,,
3,0.0037747186045541,0.0037747186045541,0.0034218401291818,0.0032833832085532,0.0031789713237398,0.0030931048682723,0.0029518151560647,0.0028371153562597,0.0027405419212073,0.0026571659212169,0.0025831436998598,0.0023947880356103,0.0030318117090866,0.0030056854111165,0.0038924761737142,0.0045579044742807,0.0036843846516147,0.0037770409441111,0.0050628412395661,0.0052029962535518,0.0056394278564623,0.0064729717873889,0.0079416951200271,0.0030370865310383466,0.002539002428879722,0.0020818238864535044,0.0020444792884374494,0.0010287290204483192,0.0034218401291818265,0.0023087651857245373,,,
5,2.1275488137613587,2.1275488137613587,2.0772921433292395,2.035655732201564,1.998052102357999,1.9632367042744796,1.8996703618238369,1.8424147247684952,1.7898548240071956,1.7411032542496254,1.695439825178693,1.5736733667831797,0.016251063943925,0.0168097937976304,0.0175872523874951,0.0183004076659144,0.0189700744765516,0.0202212554518533,0.0196398585825824,0.0183244677823686,0.0170647967975015,0.0166688541599702,0.0193792067877054,0.014451429569099297,0.014056671928416531,0.013873256500440447,0.01371411210087603,0.013506407866981651,2.1275488137613587,,,,
6,1.5995419144833087,1.5995419144833087,1.5661815315920518,1.536728416844758,1.509494475290993,1.4839759698132704,1.4368494273566477,1.3937007955850294,1.3538357223501398,1.3167336394998457,1.2819833373958804,1.189034235556134,0.0139527125825319,0.0147888672033532,0.0140490956346589,0.0131276915763488,0.0122582398529943,0.0131291149167207,0.0142621729879947,0.0153795974650108,0.0164879110013486,0.0170368132872797,0.0145702701955322,0.01125083296392107,0.011808064095534587,0.012601030784959,0.01253544014924076,0.012258239852994346,1.5995419144833087,0.011809870384426165,0.011138473017155051,0.010988662303265964,0.010197763067812352
8,0.1933635477716856,0.1933635477716856,0.1788723353425756,0.1696867735490749,0.1625331781225594,0.1565798797589888,0.1469250301952394,0.139236148108909,0.1328201586447477,0.1272986657116946,0.1224544506883717,0.110677859894959,0.0102375151310413,0.0062668416018824,0.0038263994712233,0.0062064206457327,0.00659492778017,0.0053283560719743,0.0058066417488453,0.0082805081365295,0.007458237823673,0.0055149386006494,0.0090665177962304,0.0037881168650648056,0.003022791380402401,0.0031424540866809014,0.002895786991335858,0.0023466616811934626,0.19336354777168566,0.002386222576779895,0.002008358386471343,,
9,0.0378845880572249,0.0378845880572249,0.0353087428384871,0.0340813849439367,0.033152087049822,0.0323797919944822,0.0311095825465024,0.0300624680759531,0.0291562396999314,0.0283497301107999,0.0276197484708435,0.025752625217641,0.0073470551177811,0.0049592217886705,0.0053990041431423,0.0057834668636958,0.006133415481655,0.0062290195185298,0.0062729030115035,0.0075938615681938,0.0085447770837848,0.0081516755841962,0.0099432651224298,0.004685938785353554,0.0044163773633367764,0.004432776168416364,0.003900669579379512,0.004531154093637579,0.03788458805722493,0.0032821810984923205,,,
11,0.0165923624038615,0.0165923624038615,0.0148722897740151,0.0138990494815821,0.0131444496976374,0.0125174142223787,0.0115018751141489,0.0106905800471519,0.0100144306248902,0.0094357372501627,0.0089317731124785,0.0077317410657134,0.0103525636001636,0.0110344313040717,0.0135585652497053,0.0109549461932626,0.0087082881061727,0.0074383022469033,0.0098126664964881,0.012192190497193,0.0140913028491642,0.0146753816657071,0.016027442451812,0.007730078278585052,0.007253567785137527,0.007437149992256087,0.0069722753868811105,0.006549596740635599,0.013899049481582182,0.006673006174641845,0.00582224405168124,0.005607947421340624,0.005527486541454185
12,0.009705406341704,0.009705406341704,0.0085088943202147,0.0078470194651019,0.0073365386793448,0.0069132963067596,0.0062296451938987,0.005688260723429,0.0052402914039896,0.0048595267464614,0.0045301719911956,0.0037562002522498,0.0095198052902325,0.0072329294804529,0.0094896857416638,0.0071942779958928,0.0059170364218184,0.0072487503403222,0.0079096967355849,0.0086561140397195,0.0098308431223226,0.0101045812526655,0.0100228321967559,0.006892336896920037,0.007089837830134893,0.006497338833348711,0.005899813437868259,0.00583440270530711,0.00970540634170407,0.005392426670364065,0.004906661624382136,0.005073260852754086,0.004747613748953716
14,0.0005655160631541,0.0005655160631541,0.0004808584625157,0.0004438444143195,0.0004155940064831,0.0003922898245875,0.0003547751092638,0.0003250513873767,0.000300400135864,0.0002794431658426,0.0002612809753313,0.0002184075471635,0.0131246913778321,0.0126530735277586,0.009154818915513,0.0113589450686442,0.0116455348355335,0.0060693394629026,0.0090887703089749,0.0075040656703217,0.0084889138979625,0.0088642303459552,0.0095044282031892,0.007454284856873383,0.006831527583332761,0.006627139363180594,0.006372268903791301,0.006069339462902612,,0.006714105414745819,0.007091057698998149,0.006998409273215822,0.009154818915513008
16,0.0001310278526446,0.0001310278526446,9.15693789296918e-05,7.674009487568599e-05,6.676809863999557e-05,5.928163600082972e-05,4.852161471894186e-05,4.102255253499164e-05,3.5442707914158395e-05,3.113006764045596e-05,2.770556552949708e-05,2.0665819019793517e-05,0.0281390614510468,0.0265000934580711,0.0254657344032612,0.024732794127469,0.0188426611509628,0.0209147544435983,0.0161648913492546,0.0156056594404677,0.0132649782393633,0.0125377134394583,0.0085369943342089,0.00962526794742925,0.009048624786294004,0.009026843443245447,0.0086542990440357,0.008449864095819931,2.491829998962856e-05,0.008073197416500217,0.00771481577929356,0.00799319992190789,0.007216579542818079
