layer,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,3180.0,0.1,9.8,0.0169368704487751,0.0,0.1,9.8,3.6609384127110794e-18,0.0169368704487751,0.0,6787
3,12720.0,0.2,4.2,0.0048215819746416,0.0,0.21,3.9,8.138772583633311e-05,0.004790849628677929,0.0,81499
4,50880.0,0.5,0.2,0.0049514289363858,25.0,0.58,0.0,25.1629302037387,0.004879036489315092,25.0,76320
5,203520.0,0.5,-0.3,0.0021255617122832,0.0,0.46,-0.2,2.7039396710551133,0.0020585347175915425,0.0,457920
6,814080.0,0.4,-0.4,0.0033494860600522,25.0,0.4,-0.39,0.326808459937397,0.0030659576658849663,25.0,203520
7,3256320.0,0.3,-0.4,0.0055557126851171,0.0,0.3,-0.37,0.006965467214797726,0.005078245115493596,25.0,72444
8,13025280.0,0.2,0.0,0.0069521722142792,0.0,0.16,0.4,1.248580756650768e-08,0.006035225463215332,0.0,50880
