band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1440.0,0.1,6.4,0.0107653998940766,0.0,0.1,6.4,2.1785595702315857e-05,0.0107653998940766,0.0,16402.0
5,4320.0,0.1,3.2,0.0138481339563437,50.0,0.1,3.2,0.0037252468202476,0.0138481339563437,50.0,9720.0
8,12240.0,0.1,5.8,0.0104808755968259,150.0,0.11,5.6,0.0017600813606610448,0.010448052934567076,175.0,17425.0
11,33840.0,0.2,8.7,0.0037177683139259,150.0,0.2,8.7,21976.917417978537,0.0037177683139259,150.0,128485.0
14,93600.0,0.1,-0.1,0.0225593721862597,75.0,0.1,-0.11,48.6505170298549,0.02199617454677283,50.0,3699.0
17,259920.0,0.1,6.0,0.0085276669017761,0.0,0.1,6.0,3.970133333468384e-05,0.0085276669017761,0.0,24367.0
20,721440.0,0.1,6.8,0.0016373960163403,25.0,0.1,6.8,3.7235812282180025e-06,0.0016373960163403,25.0,721440.0
23,2003760.0,0.2,6.3,0.0010442276474421,50.0,0.19,6.7,20212.69123382959,0.0010333701465028728,50.0,1690672.0
26,5560560.0,0.2,4.2,0.000395926494534,0.0,0.19,4.5,17497.226043362676,0.0002982136477622799,0.0,21112750.0
30,4180320.0,0.1,4.8,0.0020987323830692,25.0,0.1,4.8,1.2089921031919742e-08,0.0020987323830692,25.0,440892.0
