filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",85.23641,28.694447,732.05145,1326.7544,8.5038,845.4875,262144000.0,"(2.0, 0.5, 0.044)",0.0030282741099896,0.1,2.9,4.556878624476858e-16,200.0,33.28166198730469,8.387993035035688e-05,0.002736926359091,0.09,3.3,8.00857086703683e-19,175.0,256000,3.66564,0.0379851,0.0,3.24956,0.0125842,0.0,2.58879,0.0102682,0.0,0.0
1,"(2.0, 0.5, 0.065)",55.11944,16.155226,348.34167,905.3878,7.874421,853.0659,262144000.0,"(2.0, 0.5, 0.065)",0.0024295110956991,0.2,0.6,5.914424437706742e-05,200.0,18.205141067504883,8.387993035035688e-05,0.0022043481705953,0.17,0.9,1.2664666032244857e-06,175.0,384000,2.68662,0.0410434,0.0,2.36826,0.0141873,0.0,1.89742,0.0136122,0.0,0.0
2,"(2.0, 0.5, 0.096)",22.82442,9.009885,101.607285,555.71906,5.062737,758.95074,262144000.0,"(2.0, 0.5, 0.096)",0.0019219956336432,0.1,2.5,4.0318127164576244e-16,50.0,11.276715278625488,8.387993035035688e-05,0.0016859841806318,0.11,2.3,4.3515793254273486e-14,75.0,648000,2.12296,0.040732,0.0,1.87139,0.0141002,0.0,1.49972,0.0128017,0.0,0.0
3,"(2.0, 0.5, 0.141)",9.843026,4.6802635,53.98522,570.564,6.635873,714.9852,262144000.0,"(2.0, 0.5, 0.141)",0.0024104218045833,0.1,2.3,3.105814541372026e-16,100.0,5.835877895355225,8.387993035035688e-05,0.0022328368519465,0.11,1.9,5.5629091876493385e-14,100.0,384000,1.44896,0.0437138,0.0,1.2806,0.0172386,0.0,1.01784,0.01542,0.0,0.0
4,"(2.0, 0.5, 0.208)",6.0105796,1.7554764,35.83095,694.4357,11.610837,844.96704,262144000.0,"(2.0, 0.5, 0.208)",0.0038325524070174,0.1,1.9,2.9062569543211413e-16,200.0,2.022064447402954,8.387993035035688e-05,0.003586562199242,0.11,1.6,4.052092155038695e-14,200.0,144000,0.80933,0.0458331,0.0,0.718542,0.0202816,0.0,0.566906,0.016443,0.0,0.0
5,"(2.0, 0.5, 0.306)",2.1734369,0.5444698,9.9342,431.17087,24.019732,662.25964,262144000.0,"(2.0, 0.5, 0.306)",0.0126241776295821,0.1,1.0,1.5554974140614557e-15,200.0,0.5907331705093384,8.387993035035688e-05,0.008907513012334,0.11,1.1,4.766484580494762e-14,300.0,24000,0.387841,0.0480869,0.0,0.345566,0.0233663,0.0,0.271964,0.0180033,0.0,0.0
6,"(2.0, 0.5, 0.45)",0.5414084,0.22092415,4.927081,1347.7365,10.447507,847.3999,262144000.0,"(2.0, 0.5, 0.45)",0.0055244551726997,0.1,1.5,1.1209704646409695e-16,200.0,0.2586070895195007,8.387993035035688e-05,0.0053837877366148,0.09,1.9,1.9734112884929751e-19,200.0,64000,0.269865,0.0506254,0.0,0.239628,0.0251157,0.0,0.189292,0.0206887,0.0,0.0
7,"(2.0, 1.0, 0.044)",104.48048,31.121315,1179.8293,2493.7976,8.534616,922.4664,262144000.0,"(2.0, 1.0, 0.044)",0.0028767430725926,0.1,3.1,3.247629944265638e-16,200.0,36.95267868041992,8.387993035035688e-05,0.0025133573701049,0.09,3.3,8.891928115004285e-19,150.0,288000,3.83824,0.037615,0.0,3.40288,0.0117725,0.0,2.71344,0.0107014,0.0,0.0
8,"(2.0, 1.0, 0.065)",47.764854,16.399597,625.0383,3161.9998,6.1063805,912.1242,262144000.0,"(2.0, 1.0, 0.065)",0.0024791201544627,0.1,3.0,2.41920310520044e-16,100.0,22.11585807800293,8.387993035035688e-05,0.0023839955797433,0.09,3.3,5.321741948180852e-19,75.0,324000,2.95721,0.0379742,0.0,2.60818,0.0111576,0.0,2.09605,0.0116229,0.0,0.0
9,"(2.0, 1.0, 0.096)",33.97162,12.787334,239.80354,915.1541,10.165865,840.5951,262144000.0,"(2.0, 1.0, 0.096)",0.0026394805915208,0.1,2.4,5.750593143274136e-16,200.0,14.81060791015625,8.387993035035688e-05,0.0021208036133225,0.09,2.6,1.7545029294813408e-18,150.0,432000,2.25073,0.0430638,0.0,1.98861,0.0164207,0.0,1.58286,0.0153496,0.0,0.0
