filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",85.23641,28.694447,732.05145,1326.7544,8.5038,845.4875,262144000.0,"(2.0, 0.5, 0.044)",0.0030282741099896,0.1,2.9,4.556878624476858e-16,200.0,33.28166198730469,8.387993035035688e-05,0.002736926359091063,0.09,3.3,8.00857086703683e-19,175.0,256000
1,"(2.0, 0.5, 0.065)",55.11944,16.155226,348.34167,905.3878,7.874421,853.0659,262144000.0,"(2.0, 0.5, 0.065)",0.0024295110956991,0.2,0.6,5.914424437706742e-05,200.0,18.205141067504883,8.387993035035688e-05,0.0022043481705953383,0.17,0.9,1.2664666032244855e-06,175.0,384000
2,"(2.0, 0.5, 0.096)",22.82442,9.009885,101.607285,555.71906,5.062737,758.95074,262144000.0,"(2.0, 0.5, 0.096)",0.0019219956336432,0.1,2.5,4.031812716457624e-16,50.0,11.276715278625488,8.387993035035688e-05,0.0016859841806318165,0.11,2.3,4.351579325427348e-14,75.0,648000
3,"(2.0, 0.5, 0.141)",9.843026,4.6802635,53.98522,570.564,6.635873,714.9852,262144000.0,"(2.0, 0.5, 0.141)",0.0024104218045833,0.1,2.3,3.105814541372026e-16,100.0,5.835877895355225,8.387993035035688e-05,0.002232836851946529,0.11,1.9,5.562909187649338e-14,100.0,384000
4,"(2.0, 0.5, 0.208)",6.0105796,1.7554764,35.83095,694.4357,11.610837,844.96704,262144000.0,"(2.0, 0.5, 0.208)",0.0038325524070174,0.1,1.9,2.9062569543211413e-16,200.0,2.022064447402954,8.387993035035688e-05,0.003586562199242027,0.11,1.6,4.052092155038695e-14,200.0,144000
5,"(2.0, 0.5, 0.306)",2.1734369,0.5444698,9.9342,431.17087,24.019732,662.25964,262144000.0,"(2.0, 0.5, 0.306)",0.0126241776295821,0.1,1.0,1.5554974140614557e-15,200.0,0.5907331705093384,8.387993035035688e-05,0.008907513012334084,0.11,1.1,4.766484580494762e-14,300.0,24000
6,"(2.0, 0.5, 0.45)",0.5414084,0.22092415,4.927081,1347.7365,10.447507,847.3999,262144000.0,"(2.0, 0.5, 0.45)",0.0055244551726997,0.1,1.5,1.1209704646409695e-16,200.0,0.25860708951950073,8.387993035035688e-05,0.0053837877366148534,0.09,1.9,1.973411288492975e-19,200.0,64000
7,"(2.0, 1.0, 0.044)",104.48048,31.121315,1179.8293,2493.7976,8.534616,922.4664,262144000.0,"(2.0, 1.0, 0.044)",0.0028767430725926,0.1,3.1,3.247629944265638e-16,200.0,36.95267868041992,8.387993035035688e-05,0.0025133573701049683,0.09,3.3,8.891928115004285e-19,150.0,288000
8,"(2.0, 1.0, 0.065)",47.764854,16.399597,625.0383,3161.9998,6.1063805,912.1242,262144000.0,"(2.0, 1.0, 0.065)",0.0024791201544627,0.1,3.0,2.41920310520044e-16,100.0,22.11585807800293,8.387993035035688e-05,0.0023839955797433365,0.09,3.3,5.321741948180851e-19,75.0,324000
9,"(2.0, 1.0, 0.096)",33.97162,12.787334,239.80354,915.1541,10.165865,840.5951,262144000.0,"(2.0, 1.0, 0.096)",0.0026394805915208,0.1,2.4,5.750593143274136e-16,200.0,14.81060791015625,8.387993035035688e-05,0.002120803613322567,0.09,2.6,1.7545029294813408e-18,150.0,432000
10,"(2.0, 1.0, 0.141)",21.561584,6.7388945,126.532196,658.5016,10.990568,821.40826,262144000.0,"(2.0, 1.0, 0.141)",0.0034633584620568,0.1,2.1,6.620853902199948e-16,200.0,7.974017143249512,8.387993035035688e-05,0.0033526758184674876,0.1,2.0,8.8560981621251485e-16,175.0,162000
11,"(2.0, 1.0, 0.208)",5.6215043,2.4797206,37.810867,766.08093,8.551432,797.2113,262144000.0,"(2.0, 1.0, 0.208)",0.0039038258871187,0.1,2.3,1.4856442706025379e-16,200.0,2.8709683418273926,8.387993035035688e-05,0.0034417297489650507,0.1,2.2,1.940858437246116e-16,175.0,162000
12,"(2.0, 1.0, 0.306)",2.5409522,0.8737135,14.63799,588.5841,11.454744,759.3524,262144000.0,"(2.0, 1.0, 0.306)",0.0042439856100334,0.1,1.9,1.3711850576024882e-16,200.0,0.95401907,8.387993035035688e-05,0.0042439856100334,0.1,1.9,1.3711850576024882e-16,200.0,108000
13,"(2.0, 1.0, 0.45)",0.6566615,0.1854376,8.341129,3142.8872,8.204867,912.60724,262144000.0,"(2.0, 1.0, 0.45)",0.0044232040229027,0.1,2.2,1.3606434655216826e-17,200.0,0.20736350119113922,8.387993035035688e-05,0.004010892908102803,0.1,2.1,1.7912372175780648e-17,175.0,121500
14,"(3.0, 0.5, 0.044)",97.28535,26.691683,852.73425,1630.1235,10.1830635,891.0738,262144000.0,"(3.0, 0.5, 0.044)",0.002664830510452,0.1,2.9,4.2500791119660744e-16,200.0,32.61496353149414,8.387993035035688e-05,0.0023163794836436047,0.09,3.1,1.2094627586009777e-18,150.0,345988
15,"(3.0, 0.5, 0.065)",37.0874,12.448403,323.53873,1453.8331,6.907718,858.5307,262144000.0,"(3.0, 0.5, 0.065)",0.0019796075891896,0.1,2.9,2.345116141723832e-16,100.0,15.79883098602295,8.387993035035688e-05,0.0017178200634682874,0.1,3.1,1.4885248971566903e-16,125.0,648000
16,"(3.0, 0.5, 0.096)",23.7597,9.833439,121.38706,660.2842,5.935473,757.07355,262144000.0,"(3.0, 0.5, 0.096)",0.0019884491677086,0.1,2.0,1.4776111514190826e-15,50.0,13.304388,8.387993035035688e-05,0.0019884491677086,0.1,2.0,1.4776111514190826e-15,50.0,486000
17,"(3.0, 0.5, 0.141)",25.57635,6.048724,130.05237,828.93604,11.086547,808.52374,262144000.0,"(3.0, 0.5, 0.141)",0.0042760584097324,0.1,1.8,1.207938583877623e-15,200.0,6.933587074279785,8.387993035035688e-05,0.003363443917800968,0.09,2.0,3.9744735501222965e-18,150.0,162000
18,"(3.0, 0.5, 0.208)",4.793636,1.7637331,48.656044,1856.4312,10.271145,879.0006,262144000.0,"(3.0, 0.5, 0.208)",0.0056678154466624,0.1,1.6,6.621447679958314e-16,200.0,2.099353313446045,8.387993035035688e-05,0.005200752925217378,0.09,1.9,1.6020007552720838e-18,175.0,72000
19,"(3.0, 0.5, 0.306)",0.86579955,0.33564916,7.62266,1338.6628,9.334315,860.59436,262144000.0,"(3.0, 0.5, 0.306)",0.0060111583516631,0.1,1.6,1.1575485358619153e-16,200.0,0.3662160634994507,8.387993035035688e-05,0.0055837486761883826,0.09,1.9,2.7945672915621287e-19,175.0,60750
20,"(3.0, 0.5, 0.45)",0.40613803,0.09893556,5.161299,2948.9316,22.401146,915.843,262144000.0,"(3.0, 0.5, 0.45)",0.0135262861570329,0.1,0.9,3.451089977964065e-16,200.0,0.10022391378879547,8.387993035035688e-05,0.009857825540710102,0.09,1.4,3.616184757139882e-19,275.0,19219
21,"(3.0, 1.0, 0.044)",70.56708,28.31137,468.21027,778.71954,7.838819,804.9655,262144000.0,"(3.0, 1.0, 0.044)",0.0029371655151303,0.1,3.0,3.513401855439877e-16,200.0,33.66449737548828,8.387993035035688e-05,0.0019692744112241867,0.1,2.6,9.031134918062544e-16,125.0,486000
22,"(3.0, 1.0, 0.065)",64.40502,17.164696,555.12476,1584.1577,10.662445,882.0612,262144000.0,"(3.0, 1.0, 0.065)",0.0024956228670623,0.1,2.6,4.907769790363118e-16,200.0,20.113168716430664,8.387993035035688e-05,0.0021091865653171116,0.09,2.8,1.4753925350929722e-18,150.0,432000
23,"(3.0, 1.0, 0.096)",29.92623,11.815342,232.35893,1095.1132,8.943178,861.5653,262144000.0,"(3.0, 1.0, 0.096)",0.0035558509558948,0.1,2.1,1.0937835676467849e-15,200.0,14.060907363891602,8.387993035035688e-05,0.0024857366049272356,0.09,2.2,4.645963553457864e-18,125.0,288000
24,"(3.0, 1.0, 0.141)",9.18067,4.8306675,64.31255,763.9617,6.9302435,793.44794,262144000.0,"(3.0, 1.0, 0.141)",0.0026143785531594,0.1,2.0,7.195275311779673e-16,50.0,6.478614807128906,8.387993035035688e-05,0.002054161955693079,0.09,2.4,1.2666085259441366e-18,50.0,432000
25,"(3.0, 1.0, 0.208)",10.392351,2.8060973,80.987175,1103.7694,22.169254,794.3271,262144000.0,"(3.0, 1.0, 0.208)",0.0088662484303581,0.1,1.2,3.4691392152257826e-15,200.0,2.657184362411499,8.387993035035688e-05,0.005465912148475027,0.1,1.6,8.638467321903714e-16,300.0,64000
26,"(3.0, 1.0, 0.306)",1.6148978,0.4838567,19.373583,2694.734,12.811835,902.9616,262144000.0,"(3.0, 1.0, 0.306)",0.006205010893299,0.1,1.5,2.314898582736354e-16,200.0,0.48615971207618713,8.387993035035688e-05,0.005619609768548917,0.11,1.4,1.6578667454602753e-14,275.0,60750
27,"(3.0, 1.0, 0.45)",0.48520938,0.09928983,8.76012,6179.3696,16.269382,954.9085,262144000.0,"(3.0, 1.0, 0.45)",0.010452414203881,0.1,1.1,1.742791636112999e-16,200.0,0.10033366829156876,8.387993035035688e-05,0.006726557430154045,0.1,1.4,5.848803667881594e-17,300.0,40500
28,"(4.0, 0.5, 0.044)",55.464695,24.58436,421.19693,1034.9902,6.749295,826.68744,262144000.0,"(4.0, 0.5, 0.044)",0.001552707059923,0.1,2.6,8.141089891039774e-16,100.0,30.346762,8.387993035035688e-05,0.001552707059923,0.1,2.6,8.141089891039774e-16,100.0,768000
29,"(4.0, 0.5, 0.065)",42.59629,12.519422,321.1322,1243.9209,7.478258,813.10284,262144000.0,"(4.0, 0.5, 0.065)",0.0019274847374372,0.1,2.4,7.047424197681908e-16,100.0,15.85266399383545,8.387993035035688e-05,0.0017306607796981899,0.1,2.6,4.252775431106926e-16,125.0,648000
30,"(4.0, 0.5, 0.096)",36.765217,10.771236,294.14343,1228.7406,12.12373,882.5556,262144000.0,"(4.0, 0.5, 0.096)",0.0026071334719779,0.1,2.2,8.017011749769947e-16,200.0,11.858972549438477,8.387993035035688e-05,0.002500826513204917,0.09,2.6,1.4048445684907138e-18,200.0,288000
31,"(4.0, 0.5, 0.141)",26.165375,6.3028455,228.85165,1402.98,15.905999,872.1339,262144000.0,"(4.0, 0.5, 0.141)",0.0056451789353397,0.1,1.6,2.1705370318613348e-15,200.0,6.1341352462768555,8.387993035035688e-05,0.004122629766654284,0.1,1.8,1.1488064861943875e-15,250.0,108000
32,"(4.0, 0.5, 0.208)",6.0620213,1.871334,47.846916,1089.707,17.857977,832.26733,262144000.0,"(4.0, 0.5, 0.208)",0.0103222920210195,0.1,1.2,2.2790268614142845e-15,200.0,1.784735918045044,8.387993035035688e-05,0.006934282545054321,0.1,1.5,7.736200330120952e-16,300.0,40500
