layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,2017.3547,1773.1389,2278.3762,1.7560463,1.0116638,2.7742212,1604.0,0.027649771429776704,4.7,-0.9,5672.701325219876,0.0,2017.3547,0.033804382765303224
3,414.75912,384.26672,446.78003,3.5054722,2.7250652,4.5799375,6416.0,0.0253401530039426,2.2,-1.1,1291.2872580280405,25.0,358.91785,0.016928848255368546
4,77.24338,71.71789,82.94971,5.918332,4.938008,7.1245475,25664.0,0.03183447630922681,9.0,-1.3,487.60617292288316,0.0,77.24338,0.008471003560381446
5,13.126125,12.045911,14.262089,8.909737,7.337776,10.977877,102656.0,0.07259999999999978,1.4,-1.2,53.52214746884377,0.0,13.126125,0.004237135996393022
6,2.2253528,2.008434,2.4565296,13.508497,10.736729,18.980299,410624.0,0.12148999999999976,0.3,-1.3,0.5022316832433452,0.0,2.2253528,0.0021189752192853914
7,0.40781444,0.36258087,0.45841497,18.473362,13.848167,27.461197,1642496.0,0.1666099999999998,2.4,-1.4,4.951954442668115,0.0,0.40781444,0.0010595892481240078
8,0.11654588,0.1037782,0.13133577,18.62025,12.001356,34.201275,6569984.0,0.2045499999999998,0.4,1.7,0.0005183115045832291,0.0,0.11654588,0.0005298200128246353
9,0.057244092,0.052183364,0.063237004,11.837688,6.5577955,28.895552,26279936.0,0.23931999999999976,0.3,-1.3,0.01291920870157408,0.0,0.057244092,0.0002649163509945643
