band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,best_augmented_var,kstest_stat_minus75,kstest_stat_minus100
2,61.580887,61.580887,49.179157,43.28967,38.87282,35.53885,30.396324,26.345497,23.137527,20.452288,18.137903,12.897356,0.0201515945790694,0.0201410327166129,0.0201383983845769,0.024999055652569,0.032517406836797,0.0452974239553645,0.057335294664528,0.0697416787916936,0.082769886344661,0.0947019923038128,0.1293198091694489,0.04730232768487552,0.03945783344557485,0.03305878320858335,0.025497328465586472,0.020138398384576983,0.02021054569648184,0.021861816113901256,,,
5,26.014053,26.014053,22.189709,20.34957,18.879015,17.64126,15.739239,14.316971,13.144508,12.13173,11.2474985,9.08203,0.0091088805445657,0.0087580218822335,0.0111206913348823,0.0148566894606368,0.0197894604796007,0.0290157042699827,0.0369926341298661,0.0443429162904794,0.0511765472516642,0.0577102574010147,0.0785295954429083,0.02570341219667993,0.020904182645873015,0.015644377894055372,0.01112069133488236,0.008758021882233513,0.013890905889779509,,,,
8,12.062745,12.062745,10.688252,10.043183,9.557584,9.156774,8.504562,7.984538,7.541936,7.1464286,6.79465,5.934224,0.0047241597544346,0.0049520482300398,0.0074653981950364,0.0097178308522382,0.0116518218125768,0.0155274770926114,0.0196113692449358,0.0243260043834502,0.0288670076105934,0.0332365876636471,0.0458826942821748,0.01313461252649438,0.011098306349991316,0.008803718211007006,0.005978406877809372,0.004724159754434666,,,,,
11,5.1174536,5.1174536,4.7188883,4.509134,4.353706,4.226758,4.0227447,3.855067,3.7099595,3.5804036,3.4630198,3.168841,0.0064773999502891,0.0059072051304311,0.0057134502974341,0.0058874510913001,0.0069616867384728,0.0091312973420054,0.0111298393185617,0.0132889774859553,0.0160990661011408,0.0186763654710595,0.0256168518060821,0.010187923163295864,0.008917328782096723,0.007630969664318754,0.006262467189554088,0.005713450297434197,0.005975217260149601,0.006311075822872825,,,
14,2.5326269,2.5326269,2.3981555,2.3099315,2.2413332,2.1843145,2.0933473,2.018517,1.9544266,1.8987552,1.8487169,1.7228122,0.0068465108735182,0.0054236697019294,0.0049047047560574,0.0049109147214564,0.0048680860467529,0.0057318184611193,0.0071232125040513,0.0085576307813581,0.0098599283763806,0.0110434934725053,0.0148001738880995,0.007923922377256754,0.007079498243123483,0.006197815103506893,0.005233862643632126,0.00484717626191522,0.0050051014770605695,0.005390483437565319,2.1843145,0.006328434636426183,0.007578344459581721
17,1.1106193,1.1106193,1.0662866,1.0376484,1.0152125,0.9962277,0.964422,0.9378954,0.91492033,0.8943785,0.8762249,0.8299211,0.0063568794153212,0.0052016853319092,0.0044567461056711,0.0038109688749513,0.0034574218329414,0.0040134194199668,0.0047754127274255,0.0055106815305124,0.0062091784986151,0.006973300630355,0.0090109072116058,0.004843891349577634,0.004415382980519245,0.004068520005710896,0.0036081866463787415,0.003457421832941454,0.0038109688749513593,0.004422338044639262,,0.005098531555835506,0.006187123942437811
20,0.51861805,0.51861805,0.5007247,0.4887153,0.47902498,0.47074944,0.45691618,0.4452612,0.43508205,0.4259872,0.41771552,0.39674482,0.0082801068794913,0.0071968956976072,0.0065807833614869,0.0059935650763404,0.0054589779123629,0.0045983196723343,0.0043142480600254,0.0047943971127019,0.0053425802315949,0.0059007126701026,0.0074999306904945,0.005402212190863882,0.00514505731734257,0.004895578806720051,0.004633465540868948,0.00431424806002545,0.004264944186026631,0.004954150845949745,0.45090505,0.0054434428277213565,0.005282912795866679
23,0.26762676,0.26762676,0.25515884,0.24835332,0.24311233,0.23875047,0.23173538,0.22608128,0.22125024,0.21696098,0.21306409,0.20314956,0.0090734447204704,0.0072625014813743,0.0064102024044411,0.0062648563487481,0.0052385387567032,0.0042706478677861,0.0038949866166195,0.0044169388909722,0.0049354641346002,0.0054088887626999,0.0070531009636003,0.005108434060751441,0.0049039993348691645,0.004640108789042252,0.004123924726849313,0.003894986616619552,0.004661238782645127,0.005898954041323012,,0.007310211280620371,0.008880592823382494
26,0.1926643,0.1926643,0.18131196,0.17542638,0.17123,0.1679081,0.16266242,0.15849659,0.15503071,0.15201153,0.14932217,0.14261393,0.0112813529743321,0.0089861245945893,0.0077090050863335,0.0067693858424092,0.0061825584152679,0.0053310967630796,0.0043279394958093,0.0041774121007476,0.0046031125569454,0.0050844956007354,0.0066644571749618,0.005078832040405644,0.004803994346135543,0.004603112556945436,0.004396967367834687,0.00417615707389271,0.0039441545340003475,0.004208842410458491,0.15669927,0.004671001748628001,0.005176987951398981
