band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,0.042634167,0.03849313,0.046925314,0.2585659,-0.094795756,0.6505477,1544.0,0.01463090284149171,9.0,1.4,0.05787934061764043,0.0,0.042634167,0.03445283381569701
5,0.04408071,0.042167287,0.04599743,-0.012097597,-0.15629561,0.14105737,6948.0,0.009645139355562216,20.0,20.0,0.04502508032477074,0.0,0.04408071,0.01626882364615917
8,0.043879498,0.04186609,0.04590696,-0.06482196,-0.18496819,0.061279472,6176.0,0.01285261180253583,7.4,1.2,0.06037013160832255,0.0,0.043879498,0.01725412319111066
11,0.04252561,0.040287446,0.04479884,-0.031808615,-0.19345067,0.15081906,4632.0,0.007852669053598604,5.0,18.0,0.0330793651264767,0.0,0.04252561,0.019918432173380688
14,0.042739898,0.041162577,0.044312317,0.069702625,-0.06969812,0.22657305,10036.0,0.0051925959131219335,19.0,15.0,0.04449694522117175,0.0,0.042739898,0.013539883237372013
17,0.043005385,0.041444935,0.044570133,-0.010769844,-0.12482242,0.10763927,10036.0,0.005754836701930999,20.0,20.0,0.04392671923507773,0.0,0.043005385,0.013539883237372013
20,0.041771967,0.040289104,0.04330341,-0.044644833,-0.15162332,0.065918714,12352.0,0.013749977972557892,20.0,20.0,0.04266687731905435,0.0,0.041771967,0.01220618160961277
23,0.04119349,0.039726634,0.042691864,-0.060322285,-0.17217101,0.057891216,17756.0,0.0059731888257371635,20.0,20.0,0.042076006197986335,0.0,0.04119349,0.010182548355019496
26,0.04167278,0.04017216,0.04321712,0.024414778,-0.09599313,0.1553297,25476.0,0.009231081741325586,20.0,20.0,0.0425655665362407,0.0,0.04167278,0.008502177754220344
29,0.042843882,0.04130837,0.04441479,-0.01756668,-0.13875684,0.11761901,22388.0,0.004121083604265774,20.0,20.0,0.04376175674240841,0.0,0.042843882,0.009069130392163064
32,0.042153094,0.040623397,0.04371503,0.018659592,-0.10465528,0.15361518,13124.0,0.0036797570371128463,17.0,9.0,0.04572015795713573,0.0,0.042153094,0.011842131243192514
35,0.042077452,0.040226165,0.043966524,0.047956944,-0.090923406,0.20017983,6948.0,0.011445888444934549,8.9,3.1,0.05063956801260892,0.0,0.042077452,0.01626882364615917
