band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,283272216951497.5,243444357197591.28,332506772557504.75,9.53116445551598,2.694812153661243,15.46667927017551,1536.0,0.0081372203430145,0.1,9.8,5.664004367532132e-07,0.0,283272216951497.5,0.0345421467338566,0.0081372203430145,0.1,9.8,5.664004367532132e-07,0.0,28023,1000000.0,0.414644,1.41515e-239,1000000.0,0.379722,1.4268499999999993e-199,1000000.0,0.35656,2.839869999999999e-175,0.99994309
5,527226119294584.3,441282733504183.8,620912958908545.0,38.21521974095758,31.712397972730905,44.75725614940729,4608.0,0.0110653328867984,0.1,8.1,1.872667254627207e-06,75.0,233323803666756.56,0.0199701399692911,0.011000335742357,0.08,8.1,1.3376161208808537e-12,50.0,15552,1000000.0,0.403722,0.0,1000000.0,0.366082,0.0,1000000.0,0.342401,0.0,0.62856966
8,75405150154984.33,62238496012140.84,92703979750654.8,59.02777273410116,22.55952574541491,111.58062834241191,13056.0,0.0060014718115696,0.2,8.9,100000.0,0.0,75405150154984.33,0.011872896555926,0.0060014718115696,0.2,8.9,100000.0,0.0,49572,1000000.0,0.342969,0.0,1000000.0,0.298452,0.0,1000000.0,0.274406,0.0,0.7324291
11,11006076049588.053,8295258989543.731,15711456079198.854,171.60685861122934,11.703311407670943,428.2103038058922,36096.0,0.0030463115545676,0.2,15.0,1652.9713412549945,150.0,7231252406824.77,0.0071436492304197,0.0027870611209558,0.18,15.0,79.27911069179063,125.0,231274,1000000.0,0.202803,0.0,1000000.0,0.160586,0.0,1000000.0,0.135187,0.0,0.94113307
14,249909383567753.5,225867281028635.03,275616570559088.47,12.881619429184305,10.170918248526585,16.534708904491097,99840.0,0.0283178055878741,0.1,0.1,20.24814463441356,25.0,240176937086017.7,0.0042964518148797,0.0271276163622321,0.12,-0.2,56594.70290197914,25.0,2632,1000000.0,0.22545,0.0,1000000.0,0.181863,0.0,1000000.0,0.158133,0.0,2.9176171999999998e-64
17,387380286846714.9,363442932505499.0,413861119208993.2,4.352693968870809,2.8467019230830104,8.76646906835416,277248.0,0.0051738573771948,0.1,7.1,1.0564306606720176e-05,0.0,387380286846714.9,0.0025786698111508,0.0051738573771948,0.1,7.1,1.0564306606720176e-05,0.0,69312,1000000.0,0.414517,0.0,1000000.0,0.379411,0.0,1000000.0,0.356221,0.0,7.1315211e-07
20,82795303596983.36,76796484140315.19,89377477807664.08,6.679419327069088,4.34186223705262,12.376771903185883,769536.0,0.0018610368683823,0.1,6.9,2.67847512940031e-06,50.0,78529148837274.02,0.0015479468139976,0.0018610368683823,0.1,6.9,2.67847512940031e-06,50.0,547843,1000000.0,0.345663,0.0,1000000.0,0.300964,0.0,1000000.0,0.276929,0.0,0.0096711539
23,7693020803365.627,7270886762036.579,8157248274641.582,2.9375843242027795,1.708109561968036,6.831795958706424,2137344.0,0.0005293586634348,0.2,7.6,31176.24084997236,25.0,7521918865241.804,0.0009288757526913,0.0005293586634348,0.2,7.6,31176.24084997236,25.0,6847222,1000000.0,0.192366,0.0,1000000.0,0.150187,0.0,1000000.0,0.124679,0.0,0.58693219
26,3254223044640.1,3037161785889.8154,3503769213281.3574,5.574509174970014,3.2563591580946047,14.406479694979735,5931264.0,0.0006515677471151,0.1,7.4,6.40297977458972e-08,0.0,3254223044640.1,0.0005576167305598,0.0006515677471151,0.1,7.4,6.40297977458972e-08,0.0,4448448,1000000.0,0.0808622,0.0,1000000.0,0.041969,0.0,1000000.0,0.0138451,0.0,0.012992135
30,45077196257.25905,41581471050.96799,48968122619.566765,7.916070750616136,5.253750312335192,16.333639200480658,4459008.0,0.002461287372529,0.2,1.1,60705.12316480695,0.0,45077196257.25905,0.0006431124832111,0.0021488126533579,0.19,1.2,18954.65447572203,0.0,418032,147507.0,0.0369195,0.0,129320.0,0.0103785,0.0,105338.0,0.00900475,,2.6123142000000005e-18
