band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,0.048663124,0.044442955,0.0529551,-0.21023083,-0.40759704,0.003732603,1544.0,0.0151455889179072,9.5,2.9,0.0594045746672273,0.0,0.048663124,0.034452833815697,0.0151455889179072,9.5,2.9,0.0594045746672273,0.0,7816,0.216978,0.0156854,0.83601,0.192346,0.0325814,0.0737562,0.155634,0.0355418,0.0394817,0.86520757
5,0.04506823,0.042644836,0.047564857,0.11426473,-0.13012938,0.3955313,4632.0,0.0070757935482986,20.0,20.0,0.0460337590167121,0.0,0.04506823,0.0199184321733806,0.0070757935482986,20.0,20.0,0.0460337590167121,0.0,35173,0.212332,0.00686235,0.98021,0.184041,0.030231,0.000411863,0.149655,0.0328468,8.91029e-05,0.97327255
8,0.04444801,0.042669978,0.046266906,-0.08075571,-0.19182909,0.036069427,7720.0,0.00761976172934,20.0,20.0,0.0454002517521164,0.0,0.04444801,0.0154351482007489,0.00761976172934,20.0,20.0,0.0454002517521164,0.0,32974,0.213629,0.00693187,0.849471,0.185475,0.0301521,1.56652e-06,0.150789,0.0337689,4.39524e-08,0.75818932
11,0.04475648,0.04306037,0.04646781,0.03885269,-0.093973875,0.18151146,9264.0,0.0060524614356822,20.0,20.0,0.0457153292379418,0.0,0.04475648,0.0140920414101131,0.0060524614356822,20.0,20.0,0.0457153292379418,0.0,52761,0.211666,0.00573063,0.919474,0.188395,0.0313249,2.48139e-08,0.153155,0.0337407,1.34468e-09,0.88440381
14,0.041438494,0.039725844,0.043164864,-0.020201683,-0.15057223,0.11921304,7720.0,0.0090626414885121,5.4,12.0,0.0360832071307177,0.0,0.041438494,0.0154351482007489,0.0090626414885121,5.4,12.0,0.0360832071307177,0.0,21982,0.202331,0.0090573,0.547897,0.180069,0.0301701,1.54045e-06,0.14685,0.0341872,2.83242e-08,0.54713186
17,0.042882796,0.041329104,0.044451393,-0.009786606,-0.13455763,0.12583286,13896.0,0.0045724676473271,20.0,18.0,0.0441390128881589,0.0,0.042882796,0.011508834852144,0.0045724676473271,20.0,18.0,0.0441390128881589,0.0,89032,0.207707,0.00416826,0.968385,0.182548,0.03158,1.78701e-12,0.148235,0.0334406,6.17644e-14,0.93211669
20,0.042901278,0.041341837,0.044491228,0.020528078,-0.1038239,0.16092563,15440.0,0.0065281891611965,20.0,18.0,0.0441580354439756,0.0,0.042901278,0.0109188300739447,0.0065281891611965,20.0,18.0,0.0441580354439756,0.0,43966,0.209237,0.00599442,0.633584,0.185033,0.0317991,5.34541e-14,0.149404,0.0329043,5.86413e-15,0.52391999
23,0.04209369,0.040583797,0.04363692,-0.037024736,-0.15293172,0.08629408,20844.0,0.0051897368632279,20.0,20.0,0.0429954933500535,0.0,0.04209369,0.0093987407686756,0.0051897368632279,20.0,20.0,0.0429954933500535,0.0,70348,0.206043,0.00399531,0.89204,0.179523,0.0308161,1.24651e-17,0.147312,0.0330086,3.6343100000000006e-20,0.62646569
26,0.042336956,0.040796418,0.04390046,0.027353764,-0.0925575,0.15778479,23160.0,0.0073139381997447,9.4,7.8,0.0446989829424315,0.0,0.042336956,0.0089168213432083,0.0073139381997447,9.4,7.8,0.0446989829424315,0.0,34740,0.204687,0.007344,0.163566,0.183175,0.031334,3.4438200000000005e-20,0.148901,0.0334169,6.63878e-23,0.16693599
29,0.042686947,0.04114088,0.04425178,-0.0050234795,-0.12604791,0.12985344,21616.0,0.0047167604380012,20.0,20.0,0.0436014593021233,0.0,0.042686947,0.0092295230649188,0.0047167604380012,20.0,20.0,0.0436014593021233,0.0,82072,0.20661,0.00447079,0.778822,0.180321,0.0292024,1.89844e-16,0.146268,0.0322347,6.00209e-20,0.72019544
32,0.042188533,0.04064477,0.043724943,0.012436867,-0.11423005,0.1473153,14668.0,0.0042330002657322,13.0,4.0,0.0498603604294724,0.0,0.042188533,0.0112021922886135,0.0042330002657322,13.0,4.0,0.0498603604294724,0.0,105726,0.203659,0.0045037,0.925977,0.178599,0.0291563,2.88513e-11,0.144483,0.0325193,6.53953e-14,0.95425365
35,0.04141577,0.039893474,0.04295029,-0.09138894,-0.20056638,0.02557223,9264.0,0.009813210978359,20.0,20.0,0.042303048894284,0.0,0.04141577,0.0140920414101131,0.009813210978359,20.0,20.0,0.042303048894284,0.0,19783,0.204656,0.00858539,0.499225,0.180567,0.033769,1.29787e-09,0.148918,0.0356383,1.16994e-10,0.33211561
