filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,5.722945063258994,3.9412953135819135,15.222634916051108,59.39134804450542,5.931396498702681,391.6854465458335,196608000.0,dual_color,0.007872721646730974,0.2,-0.3,0.00018925082881147439,0.0,5.722945063258994,9.685608715247527e-05
1,6.533413952768092,5.498173186244156,8.526413202638649,3.136299645257276,0.1372870175590798,80.0267590813151,196608000.0,misc,0.02765207437532924,0.3,9.0,3.905950322294436e-05,200.0,6.1041026192380015,9.685608715247527e-05
2,7.159567611424039,4.921618942800487,20.682039783415124,85.59107360307617,7.076927788955381,476.1563911104576,196608000.0,dual_color,0.006579417655318831,0.3,-0.9,0.17841400214882674,0.0,7.1595676114240385,9.685608715247527e-05
3,4.838522315826807,3.2904349861846733,11.41158552396726,48.85314254116723,6.976515995912943,333.1812327747391,196608000.0,single_edge,0.005482435409888395,0.3,-0.9,0.12057433880163715,0.0,4.838522315826807,9.685608715247527e-05
4,8.75962554271881,6.083473573460166,18.486369561471378,34.24213358497892,7.774326285102376,295.7236616777752,196608000.0,dual_color,0.01001071584159452,0.3,-0.9,0.19195908608556686,100.0,7.703117686415404,9.685608715247527e-05
5,5.603066738768062,4.062482895384912,12.038661410224776,36.164573381570506,5.42366850094737,312.67966880941697,196608000.0,dual_color,0.01242721548066883,0.3,-0.8,0.08977013279056614,50.0,5.176218043596685,9.685608715247527e-05
6,2.846655635276621,1.9916476821137008,8.697747026318224,68.87474557082186,5.749826253153176,477.4577734729741,196608000.0,single_edge,0.005703851126021675,0.4,-0.9,0.42046381191232796,0.0,2.846655635276621,9.685608715247527e-05
7,3.5449931841577373,2.983208779716203,6.0331511519269485,10.083859805570388,0.8239390727644365,165.47175545242894,196608000.0,inside_out,0.006703515843518804,2.2,-0.1,4.769107299429589,200.0,3.227344217082155,9.685608715247527e-05
8,0.4226354638231319,0.2901595741187442,1.6625317708273049,178.65011322352453,4.762309892371372,587.6324757844365,196608000.0,misc,0.008603328470062954,0.1,2.7,7.618124193869643e-18,100.0,0.3532353606239595,9.685608715247527e-05
9,3.000422791004444,1.933857153371526,11.071082456195835,132.42421155004,7.799255356516402,559.5296869132934,196608000.0,multi_edge,0.011592177085068434,0.4,-1.1,0.7677073213629285,50.0,2.5513608714714016,9.685608715247527e-05
