filter_idx,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
0,196608000.0,0.2,-0.2,0.0119967973478354,50.0,0.21,-0.2,0.00025449540905250935,0.011840314386687645,75.0,13500
1,196608000.0,5.1,-0.4,0.0112712168347347,0.0,5.1,-0.4,12.879053340782228,0.0112712168347347,0.0,15187
2,196608000.0,0.3,-0.9,0.0087432943308374,0.0,0.3,-0.85,0.12683903029164229,0.00657939886665998,50.0,40500
3,196608000.0,0.4,-1.0,0.0084304675804613,100.0,0.3,-0.93,0.1315679620765798,0.005978172579283916,0.0,54000
4,196608000.0,0.3,-0.9,0.0109017568637436,100.0,0.24,-0.8,0.019383815202965927,0.009305712199686789,0.0,20250
5,196608000.0,0.3,-0.8,0.0152612269699415,50.0,0.26,-0.7,0.018580436001095192,0.014275812954101741,25.0,9000
6,196608000.0,0.4,-0.9,0.007415391222011,50.0,0.4,-0.9,0.39261295339020336,0.007246024635146009,25.0,36000
7,196608000.0,0.3,3.7,0.010126921811231,50.0,0.32,3.5,0.0004982353205525356,0.010126859712254799,75.0,18000
8,196608000.0,0.1,2.4,0.0071220076037209,50.0,0.09,2.8,2.764089308920118e-20,0.006764284048426883,25.0,40500
9,196608000.0,0.4,-1.1,0.0115665485066548,100.0,0.3,-1.03,0.127838877061405,0.009527066402622283,0.0,20250
10,196608000.0,0.4,-1.0,0.0077626995838796,0.0,0.42,-1.0,0.885783538081876,0.005083313058859951,0.0,72000
11,196608000.0,0.3,-0.8,0.0120357140398212,50.0,0.2,-0.48,0.00014528881967831801,0.010199821655227148,25.0,18000
12,196608000.0,0.2,-0.5,0.0133200258427542,50.0,0.2,-0.49,0.0001445859075169478,0.013303671822772756,75.0,10125
13,196608000.0,0.4,-1.0,0.0115095562523326,0.0,0.3,-0.85,0.0793748135888675,0.008787817545728882,0.0,24000
14,196608000.0,0.4,-1.0,0.0075610538420263,50.0,0.3,-0.89,0.1002858004773504,0.007096414664188533,0.0,36000
15,196608000.0,0.4,18.0,0.0232374225972608,200.0,0.4,18.0,0.0002977638621832,0.0232374225972608,200.0,3375
16,196608000.0,0.3,-0.9,0.0130003347700966,0.0,0.26,-0.8,0.017909910393559415,0.011328195237075733,0.0,15187
17,196608000.0,0.2,-0.7,0.0187206407835573,0.0,0.2,-0.66,0.0006364452334505588,0.01771234704063407,25.0,6000
18,196608000.0,0.3,-0.9,0.0080743960946138,50.0,0.3,-0.94,0.08096294382908185,0.006418423211610347,0.0,45562
19,196608000.0,9.9,-0.7,0.0091195507137693,0.0,9.9,-0.7,20.247121558423878,0.0091195507137693,0.0,22780
20,196608000.0,0.3,-0.8,0.0070966983867242,0.0,0.23,-0.6,0.0039327003799397445,0.005473180968228297,0.0,60750
21,196608000.0,3.7,-0.8,0.0234437552086342,0.0,4.0,-0.81,42.3037181014104,0.0234160452032367,0.0,3375
22,196608000.0,0.4,-1.0,0.0068599602031992,50.0,0.4,-1.0,0.7303490553281746,0.0068599602031992,50.0,40500
23,196608000.0,0.3,-0.9,0.0095848959379023,0.0,0.3,-0.92,0.0838956889856924,0.007147917824195285,0.0,36000
24,196608000.0,0.2,-0.7,0.0142384841614177,0.0,0.19,-0.6,0.00013900919241115355,0.013454978491239444,75.0,10125
25,196608000.0,0.4,-1.1,0.0101017398147522,0.0,0.4,-1.08,1.1376820208091603,0.009219361531517034,50.0,22780
26,196608000.0,0.3,-0.6,0.0108165407293756,0.0,0.34,-0.7,0.11413060554516467,0.01062062531276231,0.0,17085
27,196608000.0,0.4,-1.1,0.0130852079975077,100.0,0.3,-1.04,0.1466028908854245,0.009514845294677693,0.0,20250
28,196608000.0,0.2,-0.7,0.0100610021821138,0.0,0.18,-0.6,7.154683604467186e-05,0.00941493513678926,0.0,20250
29,196608000.0,0.1,0.9,0.0110043834283513,50.0,0.1,0.9,5.629465524139172e-15,0.010979366179620392,75.0,15187
30,196608000.0,0.2,-0.7,0.0119663272916432,0.0,0.2,-0.65,0.00030727238232762115,0.011332196028751684,50.0,15187
31,196608000.0,0.1,3.0,0.0159563485024286,100.0,0.1,3.1,3.475062878324506e-17,0.015810811201166952,125.0,7593
32,196608000.0,0.4,-1.0,0.0074249978926999,50.0,0.37,-1.0,0.42861673288500357,0.005379573158396933,0.0,60750
33,196608000.0,0.5,-1.1,0.0095907867295321,100.0,0.3,-0.97,0.08681456593751594,0.00673846580036247,0.0,40500
34,196608000.0,0.3,-0.9,0.010138871789183,200.0,0.28,-0.9,0.03658604939759486,0.008968944304124205,100.0,24000
35,196608000.0,2.7,-0.8,0.0181140219555293,0.0,2.7,-0.8,33.190754520098615,0.0181140219555293,0.0,5694
36,196608000.0,9.7,9.5,0.0227680057933498,100.0,9.7,9.5,6.954107595480243,0.0227680057933498,100.0,3375
