filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,best_augmented_var,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,5.587389215930188,5.587389215930188,5.077971933818975,4.849297056899367,4.509545854466201,0.0121928786777253,0.0119967973478354,0.0121682081943563,0.012551995442041,0.011842918340313924,4.955935473492539,0.011842133137842215,0.011841756293810346,0.011840314386687645,0.011843015731704654,0.011841316747758401,0.011841563438380054,,
1,6.54344462754433,6.54344462754433,6.359779017313924,6.260551298677809,6.106513527914319,0.0112712168347347,0.0122787366662406,0.0128952631949335,0.0141386379779785,0.013315239167976306,,0.012952661694278,0.012578117417741563,0.012156230584009442,0.011271216834734754,,,,
2,6.8420296859164695,6.8420296859164695,6.134035465525453,5.80811925918025,5.33075339354743,0.0087432943308374,0.0100474348967785,0.0101254468068616,0.0102857999157419,0.006917474985312033,6.134035465525453,0.006912897972306209,0.00657939886665998,0.006758193906569954,0.006631193132401736,,,,
3,4.693403406530854,4.693403406530854,4.096177312069258,3.8703824255623753,3.5522222533872654,0.0100028844585442,0.0099562397106659,0.0084304675804613,0.0101565510768421,0.007871227060710861,4.693403406530854,0.007750938269745156,0.008193012479506767,0.0074508089124278865,0.006774295438022299,0.0066075204762411355,0.006340324157946942,0.0061556273027546515,0.005978172579283916
4,8.801267447485516,8.801267447485516,8.143811124854903,7.788591074141813,7.231173735014925,0.0135675089460987,0.0128338767294117,0.0109017568637436,0.0125847159920907,0.011631923747805528,8.801267447485516,0.011612343061392583,0.0109550309735853,0.010577124919455838,0.01035126980257578,0.01023115225445681,0.010245300855573736,0.010564431781925177,0.009305712199686789
5,5.643842373468628,5.643842373468628,5.268535223583838,5.070979136279664,4.762041908358303,0.0156681370395598,0.0152612269699415,0.0154623396988761,0.0171244260704588,0.014767649397717741,5.390905439588583,0.014948984464451975,0.01487558996486904,0.014969789329008387,0.014375832144938205,0.014275812954101741,0.014713556827706309,,
6,2.878008310835161,2.878008310835161,2.575842760618245,2.4541745659327416,2.279369018987412,0.0085113246254813,0.007415391222011,0.0093860310986245,0.0085466706214722,0.007612226367862185,2.658097664024081,0.007797417816099772,0.007735056240903648,0.007436829875521522,0.00741539122201107,0.007246024635146009,0.007249108187161624,,
7,3.4521114675605724,3.4521114675605724,3.3129633900626403,3.24723625999072,3.145822476931141,0.0101270883993999,0.010126921811231,0.0101271816971451,0.0101269842997331,0.010144697649956846,3.2781111213393777,0.010133645071882524,0.010126868627691243,0.010126859712254799,0.010126921811231093,0.010127148589247736,0.01012704790552249,,
8,0.4191771402520714,0.4191771402520714,0.3658933975876729,0.3497388556388851,0.3265009567991746,0.00865052413845,0.0071220076037209,0.0079180375205548,0.008782949587229,0.00863466779002698,0.37681222654477053,0.008207171918017751,0.007743132486425698,0.007266723811007791,0.007122007603720934,0.006764284048426883,0.008326855770583064,,
9,2.967988228683067,2.967988228683067,2.5499188643951003,2.3888317693321537,2.170125451683052,0.0163531628916145,0.0129467240826589,0.0115665485066548,0.0145574863190813,0.012245056454444195,2.967988228683067,0.011267623005621855,0.011379057549816052,0.011105537241913654,0.011566548506654839,0.011320564201592997,0.011642982733064966,0.0116728841355722,0.009527066402622283
10,3.462142868504575,3.462142868504575,3.093672665495139,2.9508876037448197,2.74301690798585,0.0077626995838796,0.0092931166116847,0.0080544366089481,0.0082558590217199,0.00632428687820874,3.462142868504575,0.005814244889274844,0.005362922303979278,0.005323388762221715,0.005083313058859951,,,,
11,2.6180513327338337,2.6180513327338337,2.2776301718627687,2.1496103011612533,1.968415678977717,0.0123629821914301,0.0120357140398212,0.0125748282060151,0.0135128016889173,0.011132856550546022,2.365467397137108,0.01082557257603356,0.011497774748709236,0.010706104362399216,0.010542061522622714,0.010199821655227148,0.010513798233918847,,
12,2.6971958642966394,2.6971958642966394,2.343448912607472,2.206240945078547,2.017172926704872,0.0146174043343523,0.0133200258427542,0.0143051429143203,0.0147950126422549,0.013658327001911219,2.2688526652737857,0.013450756217276705,0.013410566872031904,0.013303671822772756,0.013320025842754213,0.013317850113494178,0.013417322299258072,,
13,3.838628539685919,3.838628539685919,3.4293016558394,3.2569229287372927,3.010504159298106,0.0115095562523326,0.0119592167581288,0.0128164534949734,0.0122741850553067,0.009555362960810998,3.838628539685919,0.009601189155095502,0.00939427334540277,0.009167849303774234,0.008787817545728882,,,,
14,4.181247032003472,4.181247032003472,3.7665758382955694,3.57979082980569,3.308739004580426,0.0079668303596719,0.0075610538420263,0.0077989695935921,0.0112162579691204,0.008086927562405928,4.181247032003472,0.00789527491717601,0.007431920665153524,0.007491888700785765,0.007561053842026322,0.007550462887184195,0.007096414664188533,,
15,5.5225500059617545,5.5225500059617545,5.352010100759441,5.266057426154343,5.132016497091577,0.0232378099323415,0.02323776396153,0.0232377561754787,0.0232374225972608,0.023237779743566944,,0.023238035515996736,0.023238037457753047,0.023240594716177454,0.02323742259726086,0.023240304505883436,0.023244989535796567,0.023245134558290026,0.023250533232913262
16,3.5985721945619096,3.5985721945619096,3.1648502881488136,2.9954752459244163,2.759375082712511,0.0130003347700966,0.0144909094049954,0.0149547990195592,0.0153560353570112,0.011739544818161862,3.5985721945619096,0.011854846839649102,0.011396997491448957,0.011594078171433542,0.011328195237075733,,,,
17,5.323275559639544,5.323275559639544,4.95709786412702,4.749873242732722,4.428775328241799,0.0187206407835573,0.0206654833715311,0.021686439582474,0.0193547581670217,0.018943791528082704,5.088053985140163,0.018264310442629036,0.018020086204076538,0.01771234704063407,0.018005861906648435,,,,
18,2.7741612915174576,2.7741612915174576,2.3604795235307856,2.21392178636609,2.0154109901265747,0.0130395570231146,0.0080743960946138,0.0101052850855275,0.0085913541859445,0.007252284595878011,2.7741612915174576,0.007077208041821104,0.007115687750300803,0.007036142940399781,0.0071919892304191935,0.007186294908259561,0.006418423211610347,,
19,8.659423679035976,8.659423679035976,8.425055709559455,8.295157986654898,8.089120795218513,0.0091195507137693,0.0108758428907732,0.011599993076526,0.0129205631189937,0.012473075017184754,,0.01202154340089201,0.011267778379270843,0.010391474484647834,0.009119550713769353,,,,
20,6.255223206781173,6.255223206781173,5.686483624701109,5.408907342083898,4.998038429724343,0.0070966983867242,0.0084676582664849,0.0075918022957451,0.0080787373993751,0.005969794196988509,6.255223206781173,0.005817843685283708,0.005492491637391961,0.00564240255155668,0.005473180968228297,,,,
21,16.531827341102726,16.531827341102726,16.010718766270852,15.737610274559708,15.31400206335446,0.0234437552086342,0.0237015872618048,0.024003886842756,0.0264949826191478,0.025052564341067174,16.531827341102726,0.02484202051069162,0.02456214847045446,0.024154499202132196,0.0234160452032367,,,,
22,3.972934173216012,3.972934173216012,3.563897373494704,3.380650767686097,3.1200747741238053,0.0092196491600028,0.0068599602031992,0.009330868798774,0.010264046079803,0.008571482301725997,,0.00837867919233301,0.008251516241392698,0.007686766206748241,0.0068599602031992335,0.0070502451212614,0.007035823710777378,,
23,3.1141481428458326,3.1141481428458326,2.821146701874896,2.681832006695198,2.4799148789015844,0.0095848959379023,0.0104876273377682,0.0102571704256463,0.0102076911367617,0.007804085037407829,3.1141481428458326,0.007530368957274235,0.007399770134423889,0.007237422295636453,0.007147917824195285,,,,
24,3.685501188990068,3.685501188990068,3.208991300137925,3.0073951373751906,2.725678217830552,0.0142384841614177,0.0151612251112612,0.0150217655287719,0.0149577145389341,0.013571244220788092,3.09978806972137,0.013454978491239444,0.013493478405941228,0.013596117752847192,0.013568159012070258,,,,
25,4.6263123091597125,4.6263123091597125,4.105748624815793,3.8768522439391457,3.556119345707942,0.0101017398147522,0.011307745140502,0.0129713828073028,0.0158991585681577,0.00935884426698863,4.105748624815793,0.009651107156817718,0.009219361531517034,0.009492616747001859,0.010021885696845811,,,,
26,3.5725534075762995,3.5725534075762995,3.2954477799671995,3.1649936247486585,2.9730214485088635,0.0108165407293756,0.0131533519192043,0.0140441070029689,0.0144604934805819,0.01107113575366167,3.5725534075762995,0.010698830985001795,0.011065526570960882,0.010726432499846228,0.01062062531276231,,,,
27,3.248680336930291,3.248680336930291,2.795012726096536,2.6197247038357725,2.3807910188974897,0.0170169926649258,0.0132457185461524,0.0130852079975077,0.0133189031004963,0.012132573128650181,3.248680336930291,0.012163987307741264,0.011254171987832712,0.011379015064147444,0.01105192712901093,0.011532960141153348,0.011175468282824008,0.011582458171205179,0.009514845294677693
28,3.8401503764735256,3.8401503764735256,3.378691503039166,3.169636823853883,2.8771543210848938,0.0100610021821138,0.0138638301267602,0.0123754292876921,0.0113679401927496,0.01023272295405836,3.8401503764735256,0.01068038039276259,0.01042099240130967,0.009818925836550085,0.00941493513678926,,,,
29,2.202851354356995,2.202851354356995,1.9489666178719744,1.8411454484439715,1.6868442766446623,0.0134205538945801,0.0110043834283513,0.0121241177867093,0.0132985655237795,0.011782223471032194,1.8908558532969857,0.011812645421675469,0.01113189597936326,0.010979366179620392,0.011004383428351333,0.011095203338846282,0.01164221737723492,,
30,2.9488841180113803,2.9488841180113803,2.5629712438928087,2.3975568423547786,2.1679361469516523,0.0119663272916432,0.0137125710827687,0.0127805790816045,0.0133824828481385,0.011645546130335638,2.5629712438928087,0.011895648686879756,0.011332196028751684,0.011363947276310793,0.011380552194301619,,,,
31,4.099056218699054,4.099056218699054,3.850241133545314,3.737013929801641,3.5607688315927075,0.0161289060344603,0.0160052540733933,0.0159563485024286,0.0161614927289777,0.01644154814954603,3.6883448295236145,0.016316507703036165,0.01583891467816434,0.015810811201166952,0.01592398004605944,0.015856143245786103,0.01598698433390039,0.01585893977083863,0.016039589028731205
32,3.090311788851768,3.090311788851768,2.7587746456035345,2.62512710363799,2.4315768741389743,0.0087581698524384,0.0074249978926999,0.0092290156018942,0.0092550108879998,0.0073550478998536395,3.0903117888517677,0.006806705216582276,0.007364639071652523,0.007529112492545287,0.007424997892699958,0.006566469534145636,0.005379573158396933,,
33,2.6272934065461526,2.6272934065461526,2.2475751097106413,2.1109206816209234,1.9245957687166453,0.0096165134276936,0.0121633159252313,0.0095907867295321,0.0103533918534123,0.00914784483739034,2.6272934065461526,0.009121118081576451,0.008290597345478226,0.007815417347422818,0.007676535514762106,0.008295369422473275,0.007939811403610997,0.0069186141971315784,0.00673846580036247
34,3.0948968326877977,3.0948968326877977,2.709838344845584,2.5413172523653977,2.304455125758043,0.0113644494622262,0.013278096830027,0.0134313498016559,0.010138871789183,0.009971493536732767,2.5413172523653977,0.009885985914601436,0.009799561962924086,0.010059755863865982,0.009961442024997602,0.009304552865048943,0.008980001886871092,0.008981812387507226,0.008968944304124205
35,13.555761693055832,13.555761693055832,13.15835036533223,12.93278344201746,12.568294994150651,0.0181140219555293,0.0181224512466481,0.0181698316983641,0.0181619300185136,0.018638400204217864,,0.01829213705188304,0.018466131155415177,0.018186742084513763,0.018114021955529358,,,,
36,7.045793526304776,7.045793526304776,6.842308551543519,6.736651758274691,6.571259135600178,0.0227844237133827,0.022777178054701,0.0227680057933498,0.0228741505122324,0.02290839542199119,,0.022856568257501653,0.022810195490281182,0.022779014034004563,0.022768005793349866,0.023292387855337937,0.023947029691068322,0.024772425649492114,0.026592631751984952
37,15.03236829916976,15.03236829916976,14.51913337211034,14.253317597731234,13.844049256247908,0.020734741651642,0.0223220708845798,0.0238604215345065,0.0241388224192005,0.02263257481193859,,0.02238478854283918,0.02206139873206514,0.02159725542597038,0.02073474165164202,,,,
38,6.45363780868692,6.45363780868692,5.93380801008433,5.685442348910336,5.315592814926782,0.0082757705033602,0.0116996838219816,0.0117272532299379,0.0107023928449117,0.0088973491749888,,0.008843968581882744,0.00875487305926459,0.008617847886169094,0.008275770503360258,,,,
39,4.701398204281019,4.701398204281019,4.37832163509568,4.240931794713135,4.031698514955163,0.0129759581378953,0.0122983249524094,0.0126200418824357,0.0126762513899124,0.013069570095380678,4.37832163509568,0.0128684382208476,0.012620041882435706,0.012398055362920157,0.011991197955601662,0.012780765232465463,0.012668383500526181,,
40,5.587258246788043,5.587258246788043,5.436887778194431,5.357303086103164,5.232213097589389,0.0224822951394286,0.0229083549034064,0.0232540310913806,0.0236263382318574,0.023476755395184734,,0.023617280384859662,0.02290835490340648,0.022834718189453262,0.02248229513942862,,,,
41,3.029949420860551,3.029949420860551,2.6120334351527568,2.453094214253551,2.235644262735695,0.0115021074128837,0.0097330176172515,0.0106794689035676,0.0112150391852648,0.01036816184314826,3.029949420860551,0.009586432634040465,0.00982063913845077,0.00940529640116644,0.009343593571957687,0.009533388750822436,0.009032229708654804,,
42,7.436512547613707,7.436512547613707,6.6823788534048445,6.307477724690682,5.751719744493269,0.0077101048096041,0.0089395843179295,0.0071488961448069,0.0095749966240671,0.007967334994431918,7.436512547613707,0.007646493564445578,0.007305497897154678,0.007161696840870313,0.006641362158752273,0.006483980640931919,0.006508343965232255,0.0065394803750773445,0.006307576144118976
43,2.737895469808474,2.737895469808474,2.4918488085788786,2.3783906580062486,2.2123014065243933,0.0077558354926161,0.0112618414356379,0.0099788138317897,0.0094010368015742,0.00717003109263592,2.737895469808474,0.006892338463882264,0.0068022392961072375,0.006658093137108079,0.006466011911159808,,,,
44,6.503209747236171,6.503209747236171,5.84370055581932,5.538631258150869,5.088684930072415,0.0153450048389803,0.0149583130601594,0.0148657095923467,0.015257252553717,0.015503733327727365,5.41142554377648,0.015103419971739251,0.014566167924571605,0.014511355246021151,0.014549636328981985,0.014649609419460419,0.014574326783697855,0.01469010427909001,0.01460018574385269
45,3.317265195111866,3.317265195111866,3.0406931003539057,2.925836981117427,2.750679435751055,0.0234536078614124,0.0234519388668932,0.0234297664940611,0.0234734916045019,0.023422192380255225,2.750679435751055,0.02342812204409339,0.02343152699930673,0.023422437373360916,0.023425292377495577,0.02342442242390419,0.02345193886689323,0.023423635773460405,0.02345360786141243
46,2.4646639528284564,2.4646639528284564,2.319766732370928,2.25208577873264,2.147372774459264,0.0099512330290977,0.0084017930515895,0.0074922657848707,0.0064036670278831,0.007685470866974086,,0.007341990369080807,0.006982444669400373,0.0066175193715742875,0.0064036670278831975,0.0067836567990445795,0.007197226000340562,0.007246161311917021,0.007575328612048238
47,4.734410619240471,4.734410619240471,4.411985168443197,4.237399615092361,3.9641345186024015,0.0094645136012535,0.0111777840137275,0.009664665644125,0.0088710604184366,0.008253837153689415,4.237399615092361,0.007764336980189024,0.007967291424830769,0.008259818316751322,0.008189185066794558,0.007551723300282989,0.007325782967390393,0.007257977089473733,0.007237235334959929
48,2.866599742049477,2.866599742049477,2.483027512202056,2.340012514479437,2.138990760109396,0.0123836617430959,0.0137616600927612,0.0132336042432988,0.0134174361938583,0.013248239938700446,2.866599742049477,0.012560413574683182,0.012965584927550636,0.012009167107030552,0.011094902971802878,,,,
