band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1440.0,0.1,14.0,0.0091433640822088,0.0,0.11,14.0,4.436901237049491e-06,0.007438796174078943,0.0,35028
5,4320.0,0.1,9.4,0.0076881362462716,50.0,0.1,9.4,4.638251750403345e-07,0.0076881362462716,50.0,32805
8,12240.0,0.2,14.0,0.0045246269162656,75.0,0.2,14.0,12503.110343943115,0.0045246269162656,75.0,92947
11,33840.0,0.2,20.0,0.0018891566533926,50.0,0.21,20.0,1682.9448467668822,0.0016252902690385173,50.0,731767
14,93600.0,0.2,6.8,0.0023153302214643,150.0,0.19,7.0,3548.523852178278,0.0021783828046513243,125.0,399810
17,100000.0,0.1,3.5,0.0130170319640815,0.0,0.1,3.5,0.0017433091772397,0.0130170319640815,0.0,10546
20,100000.0,0.1,6.0,0.0013876746656334,0.0,0.1,6.0,1.3263857142849368e-05,0.0013876746656334,0.0,961083
23,100000.0,0.1,14.0,0.0009513723187997,50.0,0.1,14.0,9.00681613082412e-10,0.0009513723187997,50.0,2052624
26,100000.0,0.1,9.1,0.0011216147427843,25.0,0.1,9.1,1.3033706503255283e-08,0.0011216147427843,25.0,1441624
30,100000.0,0.1,3.8,0.0033263501188284,25.0,0.1,3.8,1.2974395811389544e-07,0.0033263501188284,25.0,168750
