band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,51398796.0,44635750.0,61012884.0,34.22099,15.247752,119.304565,58064760.0,0.0034851461274645,0.1,1.1,6.851155182660567e-08,50.0,51398796.0,0.0001782247447611,0.0019504343990337,0.11,0.7,1.5121093575085582e-05,0.0,510333,3244.41,0.0547994,0.0,2859.38,0.0284723,0.0,2230.35,0.0282303,0.0,2.7426413999999992e-192
5,2525491200.0,2354647300.0,2701156900.0,5.178194,4.624779,5.771959,58064760.0,0.0427940664922978,0.1,0.4,5.30329831844489e-05,0.0,2487538944.0,0.0001782247447611,0.0408827460741003,0.12,0.1,0.150793210506853,25.0,1117,19855.6,0.099328,0.0,16892.1,0.0751623,0.0,13027.5,0.0760479,0.0,0.0
8,1756310100.0,1640076900.0,1875927900.0,4.8487215,4.2874684,5.4221234,58064760.0,0.0238722546970334,0.2,0.1,18206.10101010101,25.0,1756310144.0,0.0001782247447611,0.0231716008449734,0.21,0.0,52300.41790562626,0.0,3543,24088.9,0.0639588,0.0,20551.1,0.0389489,0.0,16585.0,0.043408,0.0,0.0
11,1467357800.0,1381364500.0,1555059000.0,3.3277192,2.9935117,3.67671,58064760.0,0.0257080084258131,0.2,0.2,11692.971649584317,75.0,1467357824.0,0.0001782247447611,0.0243836014447527,0.22,0.0,87747.61917510694,0.0,2988,22446.6,0.0681077,0.0,19332.1,0.0417505,0.0,15445.0,0.0449229,0.0,0.0
14,454021000.0,418239650.0,490949100.0,7.741889,6.910473,8.619063,58064760.0,0.0177776998048858,0.2,-0.4,19595.49078207654,100.0,454020992.0,0.0001782247447611,0.0156590713218349,0.21,-0.5,60949.59413308782,0.0,7566,9326.21,0.0756994,0.0,8058.59,0.0495595,0.0,6330.28,0.0510738,0.0,0.0
18,80051780.0,73537170.0,87045620.0,8.7552,6.90669,11.289118,58064760.0,0.0168538838761892,0.2,-0.2,1936.709671614934,0.0,80051776.0,0.0001782247447611,0.0142125412041347,0.24,-0.4,44150.80813413266,0.0,8968,4653.19,0.0664252,0.0,4026.49,0.0399235,0.0,3174.73,0.041847,0.0,0.0
21,29766530.0,26981294.0,32831158.0,12.357146,8.886501,18.062704,58064760.0,0.0149911226611938,0.2,-0.4,1316.1943839442292,25.0,29766530.0,0.0001782247447611,0.0128852800022485,0.26,-0.7,100000.0,0.0,10630,2433.17,0.0727514,0.0,2108.5,0.0469166,0.0,1640.74,0.0477306,0.0,0.0
24,15210772.0,13167647.0,17487216.0,28.562199,21.73657,36.871605,58064760.0,0.0072071549313363,0.2,-0.9,6036.020634920633,0.0,15210772.0,0.0001782247447611,0.0052146945824087,0.24,-1.0,85420.70529122456,0.0,71763,1027.3,0.08677,0.0,889.257,0.0621629,0.0,680.458,0.0618905,0.0,0.0
27,10058090.0,8507879.0,11747917.0,37.19913,31.085611,44.25604,58064760.0,0.0104514507736039,0.2,-1.0,4018.855100455101,350.0,6031590.5,0.0001782247447611,0.0083623145415214,0.23,-1.1,39693.54075160059,300.0,26908,471.05,0.0891213,0.0,407.307,0.0654728,0.0,307.969,0.0648138,0.0,0.0
31,276187.5,225015.06,341057.78,63.171593,39.07205,149.13666,58064760.0,0.030874719349982,0.3,-1.2,12271.771398685309,500.0,116966.4921875,0.0001782247447611,0.0254738395212383,0.4,-1.25,74528.77882914594,475.0,2988,79.481,0.0863455,0.0,68.5995,0.0635333,0.0,51.0967,0.0629093,0.0,0.0
