filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,best_augmented_var,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,105.62710787719767,105.62710787719767,56.316350064900696,48.323838683073184,41.546828883667466,0.0193034317680443,0.0055670862305864,0.0020433646445955,0.0036003356175855,0.004242516638645166,0.0035585928502166464,0.0026830046421993936,0.00201824393577954,45.99824991607214,0.0020363478405960866,0.0027450551632543507,0.004733287117058671,0.007239855902748539,0.01702789201596793
2,160.71613385273787,160.71613385273787,84.11893917173289,72.28664733080382,62.18361518830447,0.0199899110924174,0.0050360137170293,0.0019009635628678,0.0033992683128645,0.004160194980244933,0.0033861774107133424,0.0025101984013592704,0.001709214769491707,68.83464906237515,0.0019009635628678412,0.0032728976476620597,0.004794475147664179,0.007692830458331246,0.01690122864703314
3,59.28834282217666,59.28834282217666,29.144886296791142,24.815208381334678,20.31882486712716,0.0276040910410989,0.0144506232647793,0.0104810616317208,0.0065039076073474,0.0047347736668373885,0.004363630868010393,0.005066220511801167,0.005440905610366337,18.34064340885022,0.006297171319747719,0.007354366227283041,0.007797509294861338,0.008387020125359135,0.009399091647313396
4,151.1609310936303,151.1609310936303,75.4246131986221,65.54820189702058,56.79373496779701,0.0185883329849095,0.0025585572521245,0.0023764888363403,0.0039839729630793,0.00530926803376397,0.004575394696856194,0.003970505208488739,0.0033848702261576324,69.49887374368095,0.002294368528011237,0.0012468578235009797,0.0024245561209190747,0.005475870569788044,0.01645032650721001
5,60.71931629055921,60.71931629055921,28.0173572513147,24.02798073695804,20.41904540936176,0.0239167808291569,0.007297207160911,0.005131888420917,0.0050978934148772,0.006230558246564488,0.0062075246260729355,0.005776283031551865,0.005310475463646824,21.863551348191297,0.005051508855190512,0.004939466454691899,0.004899812873992659,0.004903489360566504,0.0049465985531722545
6,53.3705207237708,53.3705207237708,25.353849072437114,22.006336296281024,19.117563429942496,0.0230297289453503,0.007226602005837,0.0041481319534107,0.0039465569921342,0.0059878004615551775,0.00554969229462407,0.00501279389113617,0.004450406778771461,21.032425860985228,0.0038800757781197737,0.0037169403601097772,0.0036135324982486394,0.0035593491958199053,0.0038255377371815003
7,75.99259855308193,75.99259855308193,41.357003917731625,34.630676684402154,28.9930490264024,0.0329172129850625,0.0192878277189198,0.0164505305683218,0.0164545191950896,0.016453537180332378,0.0164639514430871,0.016472270784022525,0.01645550125470807,,0.016450530568321853,0.017138507467259367,0.0188420385350484,0.022282923165979795,0.03110616283850992
8,2.395724817489574,2.395724817489574,0.8499077773104232,0.7276147233432069,0.6209907247602326,0.0451547545571078,0.0257399220090932,0.0226214819163512,0.0210734416371941,0.019972346225037296,0.02012012514465311,0.020284070104585772,0.02064395747699249,0.5634030250704057,0.020979018246261638,0.02108119185883478,0.02140279321859062,0.02203326080688467,0.022989771214944166
9,21.42441622116509,21.42441622116509,6.19492415865034,5.23413641776279,4.370043291953015,0.0330394611275838,0.0197441085929312,0.0149869938624559,0.0140146191408344,0.01113910985635469,0.011098292646168073,0.011296486642261794,0.011829960880071932,3.9914292273126812,0.012052801683396508,0.013227916260361572,0.013508516997319642,0.013404267545647497,0.014048573536243614
10,53.69316876101679,53.69316876101679,26.986882640827368,23.64953083776517,20.49368275275588,0.0234249419609593,0.0092371896172401,0.0067628881473666,0.0048216285591677,0.005374564892073861,0.004983041413395308,0.004655684475586397,0.004818383748880772,19.472321757016438,0.004661599999604582,0.0046802834409970795,0.004660982403238617,0.0052301025789586175,0.006245913905580519
11,53.67341820575869,53.67341820575869,24.75181737625767,21.497739434390105,18.641015521750987,0.0222524108808073,0.0054670449750586,0.0036304211385079,0.0048486814746508,0.004745015260047447,0.004180349712193943,0.0036114444649902877,0.0033241168059177095,20.551202263356757,0.0036304211385079777,0.003985474189579674,0.005467044975058677,0.007906836070870615,0.018188196520389333
12,43.9393131476504,43.9393131476504,21.195483139261285,18.57782441250133,16.110176850394517,0.0268418608033511,0.0123352121377298,0.0102510628141554,0.0073531239638184,0.006540477042389026,0.006251421073445618,0.005873037669876624,0.006606240938337227,15.301517701643178,0.006981399898908114,0.007086177501148594,0.007432973676357479,0.008204056853468478,0.00885640949725075
13,57.70928115098391,57.70928115098391,31.342646740287574,27.03243348753768,22.722854198389527,0.0232803084393127,0.0108438202237046,0.0082918117478572,0.004291653859625,0.005010714132108296,0.004619324156944549,0.004224538740650208,0.0038419288759971026,22.01274847919987,0.004291653859625044,0.0048100646214581655,0.005302648951915068,0.006647695637464812,0.006913258076045592
14,73.47427934380991,73.47427934380991,36.6238820171314,32.24016532927623,27.90174399924602,0.0225364548038738,0.0070952130414535,0.005231420294774,0.0048334673577536,0.005858568086597522,0.005509789507772367,0.005038333750302437,0.0047632904986086855,28.74039996680351,0.0048207384877272386,0.004667332539958213,0.004884757330079648,0.004720715792991936,0.005182798933054816
15,66.75872122694125,66.75872122694125,35.73818552612748,30.76009367585572,26.450519839269703,0.033573462579997,0.0180669944497733,0.013769005724423,0.0096342380280116,0.00802282350999206,0.008172193619207513,0.008747506731259097,0.00904865904440455,24.308220783012732,0.009634238028011666,0.010223190139981339,0.011017806298296073,0.012551080997226793,0.013325762053056245
16,39.96663611792678,39.96663611792678,18.79994243927565,16.574839813887863,14.297907458236338,0.0278759810798164,0.0134340207934193,0.0101595839666264,0.0071218147703336,0.0063413084130649056,0.005992761225832921,0.0067149670434998865,0.00708192066280014,13.210791829521218,0.006931130223841397,0.0074228616987046525,0.00846862172509577,0.009449424154461428,0.010159583966626431
17,57.8736243530338,57.8736243530338,23.020868371333076,19.71212784743209,16.85905961528033,0.0194518085525644,0.0026380192996523,0.0044152636297393,0.0039533654418973,0.006089203830758477,0.0053616608923247044,0.0036795068102013495,0.0027352082211452577,,0.00263801929965235,0.004046312773617555,0.017023934560373877,,
18,30.79282361911116,30.792823619111157,15.033348406984931,13.277919494351762,11.511939327853758,0.0258508040338051,0.0143574336698891,0.0117149418115619,0.0090604891882439,0.007360665472461836,0.00807033949567737,0.008046249662352567,0.008071055108360148,10.411772570118433,0.008690210252038089,0.009586130030435291,0.009223277719666467,0.01016688460107984,0.011192912515065878
19,135.47787975882832,135.47787975882832,76.16711197110538,65.83664960552773,56.08460570867921,0.0296829146851276,0.0171640534346717,0.0158696574237631,0.0156142642938504,0.015344904407777471,0.015267644277195569,0.015445487366021582,0.015352613301173546,57.87973847889756,0.015614264293850488,0.015251485054842806,0.015623432597599463,0.015533814623450382,0.015789444176484535
20,213.1505859531162,213.1505859531162,114.7183583192069,98.7296074365915,83.95780361661674,0.0213002257249688,0.0083539309867803,0.0049166661165631,0.0033659110892825,0.0052407753050800684,0.004775724644842799,0.004297122343436589,0.0038423030417570163,89.87247210117368,0.0033224625776405604,0.0028446744079380967,0.0023957261874697246,0.003325550877722794,0.0047430928290765895
21,362.9707597892393,362.9707597892393,200.75773894459687,172.30869204313527,146.92050825141536,0.0392337959530775,0.030738998559455,0.030727140650486,0.0307229147693477,0.030724408942952863,0.03072956053192244,0.030724598087943977,0.030724069181433222,,0.030722914769347742,0.030723886682483104,0.030724780637995386,0.03073017851954818,0.030729379013649694
22,54.83056569811488,54.83056569811488,29.280347228855085,24.293058560690984,19.480548533840796,0.026500610686894,0.013879994406472,0.0101458656281777,0.0065730705225641,0.004816798860726931,0.00442961691908501,0.0050571638726275014,0.005640986889597854,17.51086742290061,0.006310482885890423,0.006875397634580005,0.007283742561421447,0.00795345630843719,0.010443685299696984
23,116.54536153905543,116.54536153905543,43.57783143488504,35.16867194070638,29.56688017422593,0.0252620450758199,0.0091504397350909,0.0060451812470688,0.0057409214910432,0.007638563756285133,0.007293716514455428,0.006493003955950538,0.006061001189499149,33.17355216528944,0.005537385530355765,0.004942373366862873,0.004352000253866617,0.003836066413315964,0.004285345310062416
24,76.27278572069628,76.27278572069628,31.384655642619112,25.626395828560437,20.611231289646003,0.0337399759258715,0.0180157234643471,0.014511166014677,0.0119678827359452,0.01038169292233071,0.010985658236802087,0.01007500614300863,0.011738941920074908,19.2123686090224,0.011502051445647754,0.012069565698883733,0.013874276472639058,0.012953952972931448,0.013767624503134401
25,25.73344833752533,25.73344833752533,9.527000354977856,8.046451450273349,6.4641386254829305,0.0338344941778038,0.0162262411264844,0.0143754131119759,0.0090941949100245,0.006321356367602338,0.007617344333389842,0.008685316730119963,0.008423470300264524,5.574669190769701,0.0090941949100245,0.010196888099899992,0.011637733816662443,0.01168477909567378,0.012152250148041444
26,48.59658404214989,48.59658404214989,23.463038273577368,20.31105177870647,17.59831114489898,0.024619625565836,0.0079285910035476,0.0055332423451942,0.0056302416407932,0.005468695638838783,0.005561802919494707,0.005490271552132997,0.005440601193703487,20.31105177870647,0.005439559080045453,0.006026122290277214,0.007294120228513112,0.010482904397723286,0.021804152054723025
27,21.72680301273312,21.72680301273312,7.224191228564936,6.171766775541147,5.192249953782891,0.0321997674550751,0.0199747569529114,0.0186071358785295,0.0145508434991688,0.012658543382068121,0.011999263873778199,0.0134100306370869,0.013665492229255283,4.741696116962508,0.01367020652892642,0.01442865224388204,0.014639051214733856,0.014684504953243138,0.016144002482445963
28,101.6833888949272,101.6833888949272,41.62400839890786,33.433629245679484,26.549523094027368,0.034747412493999,0.0204420690421963,0.0157010206150537,0.0127504844781103,0.010696327835829966,0.011219167239513994,0.010681350977203546,0.011858242397930874,24.66496210577632,0.01229666741972077,0.012042869475681561,0.013677039296304483,0.013168686208528457,0.014516076287805574
29,86.0651940439547,86.0651940439547,34.1224261299899,28.444269435048387,24.0370050654576,0.0246293756790771,0.0124914692545333,0.0106827203790864,0.0094878428992357,0.009383885166018048,0.008588806211077493,0.008479341383349714,0.00821035227260869,23.324895645408688,0.008835137015803962,0.008586428584132166,0.009702619909538135,0.008873879702844922,0.009822752110100419
30,68.59156783508146,68.59156783508146,28.749569392655832,23.438105315285625,18.999115808731403,0.0319163912066652,0.0174513527109346,0.0145451219370206,0.0108448731645535,0.009107049014249302,0.009140165051088889,0.00964302545544582,0.010050879029583681,16.690953493620192,0.010786618774991874,0.010668558970730158,0.010584258339437325,0.011602598559038224,0.012752333196030363
31,71.90181158846626,71.90181158846626,37.94624079466153,32.38310978564213,27.84697696869441,0.0292776855737911,0.0188601086629895,0.0177966873344074,0.0178319094083834,0.01779763275641416,0.017806557156704372,0.01781666654271541,0.017811685309219505,32.38310978564213,0.017796312819392812,0.018006964669218195,0.018341412702115922,0.01988685113477273,0.026626034510117913
32,90.1116377423968,90.1116377423968,38.17202738929272,31.72591712705009,27.01832800946264,0.0244501163974278,0.00832441614662,0.0056944497052638,0.005387573699868,0.007542181973664623,0.0068346398662326655,0.006491925049179378,0.005950337829256518,30.09431882326525,0.005170530273080131,0.004557599838412342,0.004189511363482223,0.004075956875796316,0.004424133889336046
33,20.22995185807489,20.229951858074894,9.185365174138768,8.039005589300709,6.95129366021007,0.028883338745915,0.0144890319929592,0.0129499194218156,0.0096538648667726,0.008538010293798054,0.008423275824932519,0.008087791704885383,0.009499808340307808,6.589412488357651,0.008857653831456758,0.010647507150327556,0.009928520561692938,0.011243914640741592,0.011489741834771583
34,78.32334413539601,78.32334413539601,30.22812996987204,24.92821890862312,20.413261244385385,0.0297887758182813,0.0156142113907353,0.0138172175551181,0.0101629710379461,0.008453600413683815,0.008668127921316438,0.009406318295759108,0.00852859374188164,18.070026630132766,0.010162971037946167,0.009865372212466,0.010141733160209832,0.011442002936816298,0.011034409941901996
35,230.10197282418468,230.10197282418468,120.01602815886166,101.60158577346654,86.25326034530437,0.0379185116036434,0.0299305663020789,0.0299291157497684,0.0299285895207301,0.029925622169598765,0.029926631608802157,0.029929268505064388,0.029928526771913433,78.87006981364704,0.029928363827576077,0.0299366664263106,0.029926213393223378,0.029929193229630058,0.029934705455228305
37,345.01553199844045,345.01553199844045,187.7868572448685,161.76247613449974,138.52370799379963,0.037748518850994,0.0288082665757231,0.0288083557816393,0.0287974831989131,0.028797991218217245,0.028801369669321508,0.028798261128818337,0.02879711982068045,134.9289778494171,0.028797483198913176,0.028797167005697233,0.02880049496394982,0.028806649472562396,0.02880602933028603
38,93.40590223770884,93.40590223770884,42.83642692705092,36.886035980279,31.86646730960739,0.0213420986268297,0.0044134287262778,0.0028998423423948,0.0030275498515992,0.0038598164530319473,0.0032682529506094515,0.0028972320128031748,0.0028888650448478104,36.886035980279,0.002888057825760071,0.0028911745370678865,0.004096720578754431,0.007074468454845717,0.019357208768113643
39,94.86164765695496,94.86164765695496,46.53056745096227,39.37299211427687,33.68366525799421,0.0334426193112419,0.0216631501238376,0.0209996321727607,0.0209290349765735,0.020928383207377665,0.020931589196466593,0.020927200214170882,0.020939978673228055,34.69740000065225,0.020929034976573502,0.02092666633709367,0.020926937491568764,0.020928999047951424,0.020947912239408062
40,67.9482446126507,67.9482446126507,38.14427063811084,33.038419065914994,28.367103284515316,0.0316550943026188,0.0160756866190787,0.0117459231422082,0.0079820913955921,0.006652572423741954,0.006941845517000833,0.007149877498355495,0.007320675543469601,26.096986340825634,0.007982091395592195,0.008509912577515433,0.00892646290114918,0.010316727938968873,0.011495473751567065
41,35.942762707893046,35.942762707893046,17.46826954206213,15.3325821994882,13.27879984780716,0.0254156660620044,0.0127453333629082,0.0098023863390498,0.0070625068287335,0.006685774710216363,0.006398918520187369,0.006000505546824186,0.006329161389909244,12.60164887170811,0.00706250682873355,0.007098301792131778,0.007250902142745375,0.00827875720191873,0.009144839664914084
42,132.4124223827206,132.4124223827206,60.73052219182036,52.63134057252037,45.56328495880668,0.0211822810418914,0.0037946695500293,0.0018576194404458,0.0032850818372854,0.00467326999170066,0.004011797550872165,0.0031068868295539703,0.002208538571176026,,0.001857619440445879,0.0018707154971630002,0.0035514819729839386,0.006085478290760782,0.018810040245428872
43,39.75424166570141,39.75424166570141,17.609352945064042,15.394941839374765,13.453647953693164,0.0217601980047961,0.0039746263369233,0.0029562841502687,0.003727290228899,0.004382092910394153,0.0037966615605482534,0.0033684318224593834,0.0030902110231812996,16.260694887249205,0.0029562841502687176,0.002893749531218459,0.003908159595164995,0.0069323005677950356,0.019009425401261812
44,121.03275782701414,121.03275782701414,59.22387347221282,50.88648570903103,43.84519991894345,0.02407153135042,0.0067319006120715,0.003635792441776,0.0032293377639963,0.005268059121885289,0.004752213343394648,0.004276838035845432,0.0037359993354066402,46.623231902731426,0.003185806519220402,0.0026625043286858663,0.002206237932618033,0.002476338128620581,0.0031247622781678253
45,65.28569377704973,65.28569377704973,30.40054878426764,25.720636046020317,22.15544235692223,0.0228571430406897,0.0074898401802572,0.0047440097108281,0.0045070160278972,0.0055529017697127925,0.005159829455849252,0.00489546554924758,0.004655665635684314,22.793080036583238,0.00431004960410919,0.004131547319355611,0.004980926724255319,0.005170353526827487,0.006033685264079103
46,34.38249011462446,34.38249011462446,18.785332323753668,16.143036937704952,13.90498877357768,0.0333890380770466,0.0203490571592813,0.0187995099759591,0.0187832768523549,0.018787340388029095,0.01878087328496053,0.018774094943508124,0.01877538324174982,13.272025288327097,0.018783276852354924,0.01878934652738634,0.01879046653137567,0.01878503585120428,0.018790125082140452
47,48.93792609994658,48.93792609994658,21.222981115115967,18.11182047279774,15.376974783123917,0.0228932520291933,0.0053234824104686,0.0029373590962878,0.0032561373294888,0.004296915193956322,0.0037482496591757786,0.0034109604669525506,0.0029025855667784706,19.36102387533537,0.0027877736420821586,0.0027573199002920434,0.004451382368156204,0.007842540950328374,0.020284780573585896
