filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
11,51.949739070721606,15.063992053271445,742.0269781303138,3644.166644319193,8.907332794990172,934.9761291421144,786432000.0,single_edge,0.0025007058625495,0.1,1.5,8.468597511525773e-15,100.0,19.53699427280809,4.842825551812477e-05,0.0025007058625495,0.1,1.5,8.468597511525773e-15,100.0,288000,2.29458,0.0503673,0.0,2.02998,0.0238009,0.0,1.60015,0.0226577,0.0,0.0
12,43.7757787892894,14.195481107038118,499.28754427526417,2164.781587145372,9.470597153493127,898.3392925769251,786432000.0,single_edge,0.0072062036791199,0.1,1.9,2.309882943270804e-15,200.0,15.265587373392602,4.842825551812477e-05,0.0058454128545042,0.1,2.0,1.6954257540781953e-15,250.0,54000,2.23777,0.0463447,0.0,1.99009,0.021425,0.0,1.57012,0.0164899,0.0,0.0
13,57.70173043358049,19.63314506505051,785.1044927651902,2128.5858898438355,11.358079324877403,905.0033490340776,786432000.0,single_edge,0.0045442451524594,0.1,2.2,1.5354192461331292e-15,200.0,22.003382338040712,4.842825551812477e-05,0.0039540197858274,0.1,2.3,1.1710050492873645e-15,225.0,121500,2.79224,0.0430929,0.0,2.47966,0.0175682,0.0,1.96163,0.0145171,0.0,0.0
14,73.57652949378839,24.40411734991589,1219.7012602612515,3120.617726592375,8.885027874001718,908.605518254948,786432000.0,single_edge,0.0050657282222715,0.1,1.8,4.975549279347777e-15,200.0,29.3933895572448,4.842825551812477e-05,0.0048954943104887,0.1,1.6,9.555747759248832e-15,125.0,81000,2.86439,0.0496999,0.0,2.53418,0.0231452,0.0,1.99625,0.0223111,0.0,0.0
15,66.48025636243204,23.701661345522,531.8710189688337,1094.8397451959574,5.755140515496564,842.417960006674,786432000.0,inside_out,0.007132925082302,0.1,7.3,5.68437823295753e-19,200.0,23.878704633076488,4.842825551812477e-05,0.0053956404269598,0.12,7.0,6.0057848581701506e-15,300.0,60750,4.0461,0.0235517,0.0,3.57033,0.013336,0.0,2.91823,0.0108955,0.0,0.0
16,39.81625953003626,11.98553933713129,559.4692749479157,3148.011932152945,10.72019069526853,918.8000169000176,786432000.0,multi_edge,0.0074638916179002,0.1,1.7,3.4872427240329312e-15,200.0,13.433090788644916,4.842825551812477e-05,0.0057771454499927,0.1,1.8,2.5157615879108417e-15,250.0,54000,2.0348,0.0464381,0.0,1.81603,0.0220379,0.0,1.424,0.0164619,0.0,0.0
17,51.375847680329656,11.953380859855216,689.9402582434365,3851.275786379677,8.323948199764239,929.2957370317326,786432000.0,dual_color,0.0057994215041556,0.2,-0.4,0.0008351965091692,50.0,21.171870786824925,4.842825551812477e-05,0.0049777167000231,0.14,0.0,1.665990198019409e-07,25.0,72000,1.87093,0.0625784,0.0,1.63258,0.0353337,0.0,1.29799,0.036721,0.0,0.0
18,30.840882292221217,10.484989160304393,430.6606793437602,2687.7663437027395,12.198171936429098,889.4324463850819,786432000.0,multi_edge,0.0098906558393162,0.1,1.4,6.7460207727117115e-15,200.0,10.712052668275655,4.842825551812477e-05,0.0078817394334986,0.1,1.6,3.48247258392834e-15,275.0,30375,1.74694,0.0491677,0.0,1.56055,0.0250271,0.0,1.22538,0.0188822,0.0,0.0
19,125.34102424633394,43.62766660091741,709.6944243092836,769.180653721052,6.627542692032845,805.7043871892781,786432000.0,inside_out,0.0162237855611119,0.1,4.6,3.393168891184304e-17,200.0,51.99199918241092,4.842825551812477e-05,0.0161118422668387,0.09,4.9,6.481683460490285e-20,150.0,6750,4.78945,0.0372917,0.0,4.44555,0.0172648,0.0,3.55447,0.0190338,0.0,0.0
20,202.7935381086849,70.7755278484409,2119.937006491303,1803.667651182358,8.010286953425558,889.9178669144349,786432000.0,dual_color,0.0032035511854187,0.2,0.6,0.0002511315046827,200.0,74.1993536128733,4.842825551812477e-05,0.0032035511854187,0.2,0.6,0.0002511315046827,200.0,182250,5.52272,0.0393633,0.0,4.89917,0.0137078,0.0,3.88871,0.0117026,0.0,0.0
21,358.8567113552143,130.11394723335167,2217.2399950746594,674.2931689794685,6.8416752597161175,784.5083345456716,786432000.0,eye,0.0306587411477484,0.3,1.0,0.0802022659896027,200.0,167.85740946455658,4.842825551812477e-05,0.030658605305348,0.22,1.4,0.0007804379081263,100.0,1897,8.20789,0.0374197,0.0,8.44178,0.0315375,0.0,6.41146,0.0306585,0.0,0.0
22,54.76933152268656,17.815152707947934,810.4467843998423,2605.341226261907,14.358962132831351,873.070151736225,786432000.0,multi_edge,0.0064236320313335,0.1,1.7,4.779522632173487e-15,200.0,17.48054340769487,4.842825551812477e-05,0.0044223373275816,0.11,1.6,3.502992839773649e-13,275.0,96000,2.37102,0.0452683,0.0,2.10925,0.0200231,0.0,1.66089,0.0159832,0.0,0.0
23,117.53452822376494,27.00351338172052,836.3729146315209,1277.3544618862966,9.908689837637857,855.8564897320872,786432000.0,single_edge,0.0052930928791115,0.1,1.3,2.8278184463563117e-14,100.0,32.16501479428114,4.842825551812477e-05,0.0044792538962549,0.11,1.2,1.9297486426495228e-12,150.0,96000,2.94437,0.0527998,0.0,2.60729,0.0263567,0.0,2.05269,0.0240047,0.0,0.0
24,76.26686254770968,19.52198558708368,920.3884274507024,2534.210816874084,13.215620272821118,929.8465932656112,786432000.0,single_edge,0.0117071192216282,0.1,1.0,4.3339232899960245e-14,200.0,19.220731021093464,4.842825551812477e-05,0.009969880310329,0.09,1.4,6.935042936562511e-17,250.0,18000,2.05426,0.0570582,0.0,1.83061,0.0316924,0.0,1.43443,0.0272768,0.0,0.0
25,25.834456608715737,5.638365533441668,682.0311216008356,9922.04982357156,17.338635512731717,964.7481312545478,786432000.0,multi_edge,0.0092946707659427,0.1,1.3,5.06101482898105e-15,200.0,5.70025611112514,4.842825551812477e-05,0.0065009717483326,0.1,1.5,2.4708598489441808e-15,275.0,45562,1.2452,0.0477187,0.0,1.11139,0.0229904,0.0,0.871028,0.0179101,0.0,0.0
26,45.715241034255584,14.660538703499858,589.0489215192966,3066.9961842394628,7.930928952440538,893.304060766894,786432000.0,dual_color,0.0067456982958948,0.1,3.0,1.8388464278460163e-16,200.0,15.236326134326154,4.842825551812477e-05,0.0067278384664395,0.11,2.7,2.5841609339000814e-14,250.0,40500,2.59238,0.040822,0.0,2.29297,0.0142805,0.0,1.82105,0.0140098,0.0,0.0
27,21.71262039687724,4.681437407673278,586.0208329426594,9989.85804175712,14.10850360197683,953.0588000208572,786432000.0,multi_edge,0.0149370720308851,0.1,0.4,1.0875662334799081e-13,200.0,4.730299725242226,4.842825551812477e-05,0.0119668812533152,0.09,0.7,2.355730336763438e-16,275.0,13500,0.830755,0.064611,0.0,0.750238,0.0413216,0.0,0.583431,0.0347253,0.0,0.0
28,100.72586283288246,22.47530833015274,1171.1587105726476,2094.723997514909,14.14973529895144,910.1693733569164,786432000.0,single_edge,0.0126671217046984,0.1,0.9,7.779703421438626e-14,200.0,23.539761337824736,4.842825551812477e-05,0.0094443551838742,0.09,1.4,8.493394731714082e-17,275.0,20250,2.26645,0.0578372,0.0,2.02136,0.0324298,0.0,1.57642,0.0283904,0.0,0.0
29,77.96544811499017,18.535648015975266,628.8055939332486,1660.1334348583885,11.43576884712137,888.4728035016151,786432000.0,single_edge,0.0086526128278392,0.1,1.0,4.3447563318131287e-14,200.0,20.051053251334483,4.842825551812477e-05,0.0079945449645468,0.1,1.1,3.0098872055563595e-14,225.0,30375,2.12484,0.0612023,0.0,1.87465,0.0344168,0.0,1.46912,0.0335935,0.0,0.0
30,67.45143271626793,15.567321029384209,673.5080824513619,2106.8187404938694,14.99987974008233,875.1754251406974,786432000.0,single_edge,0.010166488645657,0.1,0.8,7.773315328556481e-14,200.0,16.98348406934967,4.842825551812477e-05,0.0079169616327771,0.09,1.1,1.7499466429466895e-16,250.0,30375,1.79358,0.0605235,0.0,1.59714,0.0348299,0.0,1.24342,0.0315486,0.0,0.0
31,71.19441775195031,24.64413599697733,699.7568550333002,1168.2117700227452,7.864550886134891,831.5811266934118,786432000.0,eye,0.0182821584075047,0.1,3.1,2.5710028681906436e-16,200.0,24.99776641200749,4.842825551812477e-05,0.018277879452802,0.1,3.4,1.3201959808946112e-16,300.0,5694,3.219,0.0446751,0.0,2.85589,0.0184914,0.0,2.22793,0.0201574,0.0,0.0
32,91.04241165945,25.08315007935655,632.2997374313576,1040.1758240142542,9.034861017249716,832.3277595253114,786432000.0,single_edge,0.0052613209143342,0.1,1.9,3.969091073553492e-15,200.0,28.486819394343307,4.842825551812477e-05,0.004341654601381,0.11,1.5,7.417746915497483e-13,175.0,96000,2.95331,0.0504042,0.0,2.61278,0.0238356,0.0,2.06367,0.0220654,0.0,0.0
33,20.24661139122456,6.137113735993088,299.38484732218404,3512.716210742426,11.616705190571636,917.6484086062128,786432000.0,multi_edge,0.0098526523356387,0.1,1.2,7.514375235682357e-15,200.0,6.412841952149854,4.842825551812477e-05,0.0078170865211206,0.1,1.3,5.0733690411546904e-15,275.0,30375,1.27589,0.0520772,0.0,1.14308,0.028132,0.0,0.895039,0.0217946,0.0,0.0
34,77.76665852296958,17.57764003547504,1069.4356932578369,2698.304605938641,13.518931442788896,925.1526643209204,786432000.0,single_edge,0.0097165304998608,0.1,1.0,4.157736113667648e-14,200.0,17.519289803519758,4.842825551812477e-05,0.0078780717459921,0.1,1.2,1.8993297658676543e-14,300.0,30375,2.03583,0.058169,0.0,1.80922,0.032203,0.0,1.41424,0.0292105,0.0,0.0
35,238.75010999302893,87.3900178173831,1119.075731265463,574.0864555286396,7.856666792040137,711.5581987448201,786432000.0,inside_out,0.0315655430679079,0.1,4.0,1.69500263766366e-16,200.0,90.45916042408992,4.842825551812477e-05,0.0315634988917898,0.1,4.1,1.3925250287397363e-16,225.0,1897,6.10743,0.0461422,0.0,5.96292,0.0317681,0.0,4.36661,0.0315634,0.0,0.0
37,346.7015064887285,131.68075212995282,2079.833944580788,647.6936469394137,6.877461107415332,759.5668390640553,786432000.0,eye,0.0287496607739439,0.3,0.6,0.1544560985284243,100.0,151.3849335222573,4.842825551812477e-05,0.0287496437584667,0.27,1.0,0.024467873010716,150.0,2250,8.1538,0.0377116,0.0,8.24161,0.029614,0.0,6.25243,0.0287496,0.0,0.0
38,97.3616978858935,32.12602400004896,963.3628705243488,1845.4433712181287,6.873847477566709,895.6481039646213,786432000.0,dual_color,0.0026933213821351,0.1,2.4,1.7073384937925562e-15,100.0,38.5854990373884,4.842825551812477e-05,0.0022076511882096,0.11,2.2,1.8511948499093386e-13,125.0,384000,3.82369,0.0405954,0.0,3.38116,0.0141621,0.0,2.69333,0.0133419,0.0,0.0
39,92.99726287600076,30.11982245252516,1031.8745204171405,1549.6467172612977,7.812972909587796,900.4980733953458,786432000.0,eye,0.0213113857775649,0.1,2.7,8.255969326292982e-16,100.0,38.28108111732041,4.842825551812477e-05,0.0213113857775649,0.1,2.7,8.255969326292982e-16,100.0,4270,3.44712,0.0447894,0.0,3.12602,0.0215411,0.0,2.34525,0.0215841,0.0,0.0
40,66.21320774973643,25.992274406992767,387.6272170823573,757.2635784435588,5.41016305158265,822.6395551659414,786432000.0,inside_out,0.0093344659160744,0.1,8.1,2.640249115492124e-19,200.0,25.964934715306477,4.842825551812477e-05,0.0085852858182491,0.11,8.3,3.272294035483365e-17,275.0,24000,4.12476,0.0238371,0.0,3.77427,0.0169391,0.0,3.10067,0.0135834,0.0,0.0
41,35.86369997511561,12.239456364701006,444.0498426547016,2575.438819710765,9.316697828780658,903.1931281941348,786432000.0,multi_edge,0.0071841676798534,0.1,1.7,3.250992252717451e-15,200.0,12.871851979280098,4.842825551812477e-05,0.0058352445603757,0.09,2.1,5.582680970433831e-18,225.0,54000,1.97518,0.0470707,0.0,1.75975,0.0226369,0.0,1.38572,0.0168693,0.0,0.0
42,122.86762645260158,36.02358106829889,1703.9355150463286,2952.4118234189787,6.924418377625386,917.3184978636702,786432000.0,dual_color,0.0020704651097017,0.1,2.8,8.133720726040727e-16,100.0,44.62888086933519,4.842825551812477e-05,0.0017928327281734,0.1,3.0,5.139221334478544e-16,125.0,576000,4.31252,0.0383365,0.0,3.81162,0.0119243,0.0,3.04502,0.0115951,0.0,0.0
43,42.07373496727608,13.858355342011183,623.9567257292999,3038.2205442811246,8.37415144259718,913.764202676728,786432000.0,single_edge,0.0030114577669281,0.1,2.0,1.856100286613268e-15,100.0,16.71229838930892,4.842825551812477e-05,0.0030114577669281,0.1,2.0,1.856100286613268e-15,100.0,205030,2.31541,0.0463355,0.0,2.04728,0.0197009,0.0,1.62296,0.0186198,0.0,0.0
44,129.22281369823193,44.19990285450374,1235.7409034894529,1553.6083439036368,7.468342263604205,868.514793703473,786432000.0,dual_color,0.002016923457828,0.1,2.3,3.095395791068976e-15,100.0,58.16300887848578,4.842825551812477e-05,0.0013232240348707,0.09,2.7,5.407847111430514e-18,100.0,1093500,4.51334,0.0433668,0.0,3.98454,0.0166467,0.0,3.17416,0.0155444,0.0,0.0
45,66.14061102250322,20.60753014200237,670.1587341233891,1498.2874429245908,8.028161108522276,873.3528876668855,786432000.0,eye,0.0047517946437402,0.1,2.4,9.864158058453413e-16,200.0,24.904517449931483,4.842825551812477e-05,0.003579831182357,0.09,2.6,2.950253567462244e-18,150.0,144000,2.9078,0.0458012,0.0,2.57521,0.0196523,0.0,2.04872,0.0171674,0.0,0.0
46,34.67245929741784,12.960354582565497,248.83004014185,939.6226821063592,6.713415069167836,811.417248439668,786432000.0,eye,0.0134793764965507,0.1,4.8,7.32167732160245e-18,200.0,15.763576298554089,4.842825551812477e-05,0.0133834657002716,0.09,4.9,1.9651968260355084e-20,125.0,10125,2.65671,0.0355361,0.0,2.44469,0.0147815,0.0,1.88677,0.0137975,0.0,0.0
47,51.10325161793936,15.99008899645779,591.3520052055317,2277.190295439667,7.824616545167787,892.2391465258104,786432000.0,dual_color,0.0027165613498334,0.1,2.0,2.292312174095412e-15,100.0,22.02532233349976,4.842825551812477e-05,0.0024805803280162,0.09,2.2,7.277542065128895e-18,75.0,288000,2.56373,0.045344,0.0,2.26038,0.0182893,0.0,1.80094,0.0182376,0.0,0.0
48,34.059639149915235,12.241878597630208,267.1777342550225,1145.1749865597944,12.79237825769761,833.7379862006517,786432000.0,single_edge,0.0072002807616015,0.1,1.7,3.401313805328196e-15,200.0,12.326342002092826,4.842825551812477e-05,0.0065508037028174,0.11,1.6,2.4701227397155785e-13,300.0,43246,1.95531,0.0502384,0.0,1.73189,0.0238195,0.0,1.36476,0.0220645,0.0,0.0
49,127.86488372385872,43.96237053933474,1477.637829136105,2394.1450270325763,6.881191793898351,885.0190683530226,786432000.0,single_edge,0.0024630668386891,0.1,2.3,2.9576283875417443e-15,100.0,53.29544153662601,4.842825551812477e-05,0.0022697545813047,0.12,1.8,1.949626571918532e-11,125.0,364500,4.47842,0.0424062,0.0,3.96572,0.0161877,0.0,3.13843,0.0144066,0.0,0.0
50,65.95109188413258,20.175077306469785,793.0605545938761,2794.3915521327094,8.906987706136116,912.9625644658752,786432000.0,single_edge,0.0048747563736461,0.1,1.9,3.675170333494611e-15,100.0,25.57045500901128,4.842825551812477e-05,0.0048747563736461,0.1,1.9,3.675170333494611e-15,100.0,81000,2.78029,0.0469402,0.0,2.46179,0.0204724,0.0,1.9389,0.0193291,0.0,0.0
52,68.56524931020044,26.5397142245114,504.340360123902,886.3796561405492,5.281737829753933,830.4081768892852,786432000.0,inside_out,0.0083287460557846,0.1,6.8,1.0825070725691569e-18,200.0,26.101606579516638,4.842825551812477e-05,0.0068791600146903,0.11,7.2,9.246268365543315e-17,300.0,40500,4.12129,0.0253841,0.0,3.67977,0.0142866,0.0,3.03798,0.00947385,0.0,0.0
54,19.843015711038905,3.7712260674814,480.5117375520151,10713.456428790958,16.040201355847877,953.0000503420116,786432000.0,multi_edge,0.0082975779967063,0.1,1.3,3.339487061062726e-15,200.0,3.625873414433433,4.842825551812477e-05,0.0054379666690008,0.1,1.6,1.178766119770364e-15,300.0,60750,1.01608,0.0481405,0.0,0.906198,0.0232793,0.0,0.711303,0.0182746,0.0,0.0
55,44.32252053089933,15.359097808539913,521.8661181382681,2536.549473776328,8.794514615304859,907.5418894291288,786432000.0,single_edge,0.0039132974860888,0.1,2.4,6.98739534708708e-16,200.0,17.087423215508426,4.842825551812477e-05,0.0038776031310422,0.1,2.3,9.093810468437393e-16,175.0,121500,2.45553,0.0429572,0.0,2.17975,0.017478,0.0,1.72412,0.0142405,0.0,0.0
56,80.94409186083045,24.107424967449536,1022.314112656452,2554.8527394038106,8.46844848407633,915.4234497825196,786432000.0,dual_color,0.0031810951471047,0.1,1.3,2.8958871003927567e-14,50.0,36.604603638022695,4.842825551812477e-05,0.0031810951471047,0.1,1.3,2.8958871003927567e-14,50.0,192000,3.02133,0.0527911,0.0,2.65098,0.0252449,0.0,2.11746,0.0258331,0.0,0.0
57,48.81226848482479,17.43818699741389,507.9894616492908,1871.3333985030583,8.612159529484893,864.0367183766675,786432000.0,single_edge,0.0040834214662577,0.1,2.7,4.2401822402675046e-16,200.0,20.19784561560499,4.842825551812477e-05,0.0039677644112736,0.09,3.1,7.4899798837600315e-19,175.0,121500,2.77083,0.0418999,0.0,2.45802,0.0163426,0.0,1.94485,0.013505,0.0,0.0
58,43.24300222539841,15.609864895528077,399.1039167936473,1239.9801635344654,4.656321527471642,850.5803444895647,786432000.0,inside_out,0.012357239517666,0.1,6.4,1.0183744223793951e-18,200.0,15.427639514563634,4.842825551812477e-05,0.0114920341987158,0.11,6.5,1.1280682624076587e-16,300.0,13500,3.06618,0.0303923,0.0,2.79051,0.0171683,0.0,2.31947,0.0104246,0.0,0.0
59,98.21557298868706,26.31184480121122,1375.6878377924645,3443.245336117964,6.645840446626704,918.7771829628332,786432000.0,dual_color,0.0015769020841573,0.1,2.6,8.946818640334277e-16,100.0,33.35019965587266,4.842825551812477e-05,0.0015651374483259,0.11,2.2,1.6000238272563825e-13,100.0,768000,3.57616,0.0403497,0.0,3.15697,0.0136044,0.0,2.52386,0.0134725,0.0,0.0
60,5.679019685201715,1.6498571271613467,99.48420656747784,4381.062941597902,9.906197043498755,919.1180607487812,786432000.0,misc,0.0154490939806085,0.1,3.2,1.408207507719242e-17,200.0,1.6793499018442744,4.842825551812477e-05,0.0149157747139204,0.1,3.6,6.138202564305238e-18,275.0,8541,0.829013,0.0402239,0.0,0.741447,0.015952,0.0,0.567087,0.0147748,0.0,0.0
61,38.84864213369093,13.62138746734356,453.38832914605416,1783.1013905901902,9.94479911673884,848.1416406704819,786432000.0,misc,0.0037233152817717,0.1,2.0,1.6771563766811368e-15,200.0,15.59025068705526,4.842825551812477e-05,0.0033194618565398,0.09,2.4,3.0479886564796853e-18,175.0,162000,2.23725,0.0456547,0.0,1.98393,0.0196239,0.0,1.57109,0.0170211,0.0,0.0
62,59.54878382984536,15.76094525312138,923.5088392585236,3995.3667188755535,9.059160775231296,938.029127736538,786432000.0,misc,0.0043509550508269,0.1,2.5,5.828304844750621e-16,200.0,18.548347867788213,4.842825551812477e-05,0.0040012425816735,0.1,2.4,7.814782837193236e-16,150.0,121500,2.57877,0.0448546,0.0,2.2735,0.0177917,0.0,1.81229,0.0177121,0.0,0.0
63,18.61854636292228,5.256645975164584,282.42939804959184,4341.52965959545,10.791955569869105,940.8252929019152,786432000.0,multi_edge,0.0078465932628947,0.1,1.6,1.8874672313468624e-15,200.0,5.481511263169276,4.842825551812477e-05,0.0061423053050089,0.1,1.7,1.3473894877752877e-15,250.0,48000,1.27307,0.0476101,0.0,1.13579,0.023026,0.0,0.891426,0.0176123,0.0,0.0
