filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",47.675446,38.538307,58.149254,4.0355287,1.7087072,11.88198,16384000.0,"(2.0, 0.5, 0.044)",0.0008700491091690465,0.3,1.4,0.017151961946028447,0.0,47.675446,0.0003355120903509215
1,"(2.0, 0.5, 0.065)",19.243467,15.368475,24.224464,4.5915446,1.8238894,14.051207,16384000.0,"(2.0, 0.5, 0.065)",0.0010116333665693977,0.5,0.0,1.603622277577718,0.0,19.243467,0.0003355120903509215
2,"(2.0, 0.5, 0.096)",7.278729,5.8730617,9.066898,5.347929,2.069188,19.490412,16384000.0,"(2.0, 0.5, 0.096)",0.0011318020645267879,0.6,-0.4,2.0602034210650197,0.0,7.278729,0.0003355120903509215
3,"(2.0, 0.5, 0.141)",2.8101535,2.207047,3.7605584,6.9910345,2.539103,32.83667,16384000.0,"(2.0, 0.5, 0.141)",0.0020123718173457456,0.4,-0.2,0.09092911765119649,0.0,2.8101535,0.0003355120903509215
4,"(2.0, 0.5, 0.208)",0.9830495,0.7538298,1.3227394,9.225349,3.4068913,56.3096,16384000.0,"(2.0, 0.5, 0.208)",0.002815627579742852,0.4,-0.4,0.044902714234372615,0.0,0.9830495,0.0003355120903509215
5,"(2.0, 0.5, 0.306)",0.2809072,0.20950025,0.38420007,13.071856,3.5561674,79.350945,16384000.0,"(2.0, 0.5, 0.306)",0.0037618465588736827,0.3,-0.3,0.0012434410732809055,0.0,0.2809072,0.0003355120903509215
6,"(2.0, 0.5, 0.45)",0.15354717,0.113396116,0.24126898,16.764734,3.9495487,131.47011,16384000.0,"(2.0, 0.5, 0.45)",0.004233048135568462,0.2,0.4,7.932083621124451e-07,0.0,0.15354717,0.0003355120903509215
7,"(2.0, 1.0, 0.044)",63.05527,52.46766,76.867676,3.9716148,1.6878263,11.15274,16384000.0,"(2.0, 1.0, 0.044)",0.00044350262953701813,0.2,3.2,5.893437778769221e-06,0.0,63.05527,0.0003355120903509215
8,"(2.0, 1.0, 0.065)",26.44106,21.522533,33.041473,4.424464,1.9012107,13.735676,16384000.0,"(2.0, 1.0, 0.065)",0.00047189852162910634,0.3,1.1,0.013171251540960195,0.0,26.44106,0.0003355120903509215
9,"(2.0, 1.0, 0.096)",9.860673,7.986827,12.410775,6.181883,2.1602745,40.18519,16384000.0,"(2.0, 1.0, 0.096)",0.0009004701411412519,0.3,0.8,0.007047593647359339,0.0,9.860673,0.0003355120903509215
10,"(2.0, 1.0, 0.141)",3.95118,3.1047328,5.1220155,6.835065,2.562803,34.41236,16384000.0,"(2.0, 1.0, 0.141)",0.0006245448454655633,0.4,-0.1,0.10942631520867016,0.0,3.95118,0.0003355120903509215
11,"(2.0, 1.0, 0.208)",1.4988174,1.1390833,1.9504851,8.668425,3.0513659,41.143616,16384000.0,"(2.0, 1.0, 0.208)",0.0021768800553433054,0.3,0.0,0.003618841991332094,0.0,1.4988174,0.0003355120903509215
12,"(2.0, 1.0, 0.306)",0.4691078,0.34749493,0.66286063,12.395844,3.8295672,80.80528,16384000.0,"(2.0, 1.0, 0.306)",0.002479210763859263,0.3,-0.2,0.0016749856419704106,0.0,0.4691078,0.0003355120903509215
13,"(2.0, 1.0, 0.45)",0.16340677,0.12144801,0.24877606,19.548876,4.5343914,134.73665,16384000.0,"(2.0, 1.0, 0.45)",0.003287068886944411,0.1,2.2,1.1046775130887404e-17,0.0,0.16340677,0.0003355120903509215
14,"(3.0, 0.5, 0.044)",46.45727,38.365154,56.608665,4.1367908,1.9777662,10.999115,16384000.0,"(3.0, 0.5, 0.044)",0.0007000388522523521,0.4,0.5,0.5958433946512196,0.0,46.45727,0.0003355120903509215
15,"(3.0, 0.5, 0.065)",18.092983,14.650854,22.577188,5.0964117,2.1280673,19.281273,16384000.0,"(3.0, 0.5, 0.065)",0.0015318849184848826,0.6,-0.3,4.31923526207588,50.0,17.329641,0.0003355120903509215
