layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r_eta0,best_scale_eta0,kstest_stat_eta0
2,17165.852,16108.495,18292.553,4.0173845,2.7138274,6.006314,27208.0,5.1,-1.0,54579.34219522584,0.0118578255532734,0.0082273201196278,6.0,1.4486849954960312,0.1608870043950642
3,4524.57,4128.0186,4992.1787,11.562076,6.178833,24.957214,108832.0,0.3,-1.32,1220.3081442990028,0.1315299999999997,0.0041152012481055,6.0,1.4486849954960312,0.277855224540941
4,1373.4995,1260.0573,1500.4448,9.261635,6.08578,16.25573,333298.0,0.69,-1.3,4647.74460769541,0.0763599999999997,0.0023519198649528,5.9,1.4477228344183446,0.34098200549551405
5,373.9722,342.44122,410.99554,10.3997965,6.17047,30.039886,1149538.0,2.1,-1.3,2401.725294529002,0.0401934016056345,0.0012665428950382,5.9,1.4477228344183446,0.39525929673661
6,90.55869,82.75969,99.77556,11.086198,6.617087,28.133839,4251250.0,1.2,-1.19,332.17703119654936,0.0109030738521125,0.000658638529926,5.8,1.4466846370547117,0.4371530973863228
7,20.864292,18.736567,23.678108,18.333368,9.082987,60.114044,17005000.0,0.6,-1.14,27.160988830036267,0.0121442079563619,0.000329329071013,5.8,1.4466846370547117,0.4630566538000925
8,4.537877,3.9866798,5.3199186,28.597765,12.662612,99.22019,68020000.0,0.3,-0.91,0.1175479690178299,0.0132552961139476,0.0001646669863926,5.8,1.4466846370547117,0.4786010533455987
9,0.850108,0.7182318,1.1776698,97.79494,14.3780575,442.23227,272080000.0,0.5,-1.0,0.425054,0.0244938393394628,8.233410583957582e-05,0.03,2.497131717608586e-61,0.48021
