band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r_eta0,best_scale_eta0,kstest_stat_eta0,best_r,best_eta,best_scale,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05
2,188702370.0,175675420.0,202653680.0,5.7695904,4.088155,8.210644,47614.0,0.27,0.6,53564.32610777402,0.0126909823026275,0.0062204080553092,0.36,183.7617578596999,0.2536322700661947,0.277,0.55,78244.46856525495,0.012514909113782446,0.277,0.55,0.012514909113782446,11903
5,69923600.0,64311228.0,76257144.0,8.911055,5.4116364,14.530108,102030.0,0.29,0.1,100000.0,0.0129899233934618,0.0042501094782857,0.36,183.7617578596999,0.1728257923733116,0.288,0.11,91891.07749963895,0.012806693929513169,0.288,0.11,0.012806693929513169,10759
8,20197050.0,18480948.0,22247404.0,10.603689,5.844239,28.60345,326496.0,0.3,1e-09,48765.06662391538,0.0105168291337318,0.0023762874939549,0.36,183.7617578596999,0.0679733711820779,0.31,-0.039999999,71394.49521019199,0.00999707538097494,0.31,-0.039999999,0.00999707538097494,19368
11,5333559.0,4899587.0,5816535.0,9.182022,5.623513,17.436117,904666.0,0.35,-0.2,69096.348022513,0.0090525521617874,0.0014276807376072,0.4,384.253671653394,0.0110022071037951,0.358,-0.24,87743.76746953363,0.008794389235841693,0.358,-0.24,0.008794389235841693,23851
14,1659426.8,1519870.6,1827127.6,10.649116,5.9477906,27.891136,2727602.0,0.4,-0.44,81723.18284206,0.0074772238392391,0.0008222587962986,0.5,1338.3391666666666,0.0146827486131232,0.4,-0.444,82351.4413596768,0.007376651138152557,0.4,-0.444,0.007376651138152557,34131
17,407804.0,365984.3,503268.38,34.724663,6.520162,200.07347,8298440.0,0.54,-0.6,100000.0,0.0044465917916713,0.0004714271372994,0.79,6597.346049059269,0.0178593113832431,0.55,-0.58,100000.0,0.003716075495548754,0.55,-0.58,0.003716075495548754,129663
20,68779.05,58099.56,127261.59,315.78586,6.7074337,1304.6337,25140192.0,0.06,6.6,8.4669254752045e-32,0.0026393192571288,0.0002708547073073,6.0,27368.266662136983,0.0712302868090381,0.059,6.69,1.312078013067516e-32,0.002407600524692022,0.059,6.69,0.002407600524692022,331435
23,16060.07,14584.375,20486.271,39.690777,4.401589,247.7197,65734528.0,0.07,8.3,1.826442428980693e-27,0.0014666853058579,0.0001675050733668,6.0,27368.266662136983,0.1778796170346533,0.07,8.31,1.8011925142510857e-27,0.001408217852049809,0.07,8.31,0.001408217852049809,974943
