band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1544.0,9.0,1.4,0.0146309028414917,0.0,9.0,1.4,0.0578793406176404,0.0146309028414917,0.0,8793
5,6948.0,20.0,20.0,0.0096451393555622,0.0,20.0,20.0,0.0450250803247707,0.0096451393555622,0.0,19783
8,6176.0,7.4,1.2,0.0128526118025358,0.0,7.4,1.2,0.0603701316083225,0.0128526118025358,0.0,11724
11,4632.0,5.0,18.0,0.0078526690535986,0.0,5.0,18.0,0.0330793651264767,0.0078526690535986,0.0,29676
14,10036.0,19.0,15.0,0.0051925959131219,0.0,19.0,15.0,0.0444969452211717,0.0051925959131219,0.0,72337
17,10036.0,20.0,20.0,0.0057548367019309,0.0,20.0,20.0,0.0439267192350777,0.0057548367019309,0.0,57156
20,12352.0,20.0,20.0,0.0137499779725578,0.0,20.0,20.0,0.0426668773190543,0.0137499779725578,0.0,9264
23,17756.0,20.0,20.0,0.0059731888257371,0.0,20.0,20.0,0.0420760061979863,0.0059731888257371,0.0,50562
26,25476.0,20.0,20.0,0.0092310817413255,0.0,20.0,20.0,0.0425655665362407,0.0092310817413255,0.0,21495
29,22388.0,20.0,20.0,0.0041210836042657,0.0,20.0,20.0,0.0437617567424084,0.0041210836042657,0.0,113338
32,13124.0,17.0,9.0,0.0036797570371128,0.0,17.0,9.0,0.0457201579571357,0.0036797570371128,0.0,141892
35,6948.0,8.9,3.1,0.0114458884449345,0.0,8.9,3.1,0.0506395680126089,0.0114458884449345,0.0,14836
