band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,100000.0,0.4,-1.0,0.0038899314621143,150.0,0.36,-1.0,5.659768628086683,0.0018979419037257195,50.0,506250.0
3,100000.0,0.3,-1.0,0.0026829199889429,0.0,0.4,-1.07,5.8660997061813855,0.0016983283754086753,75.0,640720.0
4,100000.0,0.2,-0.9,0.0050293315930634,0.0,0.25,-1.0,0.13228993415832518,0.0023941984323728738,50.0,337500.0
5,100000.0,0.2,-0.9,0.0034899061814046,100.0,0.17,-0.8,0.00017698423640268634,0.0030983452362061126,50.0,189843.0
6,100000.0,0.1,-0.2,0.0061439133928465,75.0,0.14,-0.6,7.981668927513086e-07,0.004220479506211792,100.0,100000.0
7,100000.0,0.2,-0.8,0.0057323599760562,250.0,0.19,-0.8,0.0002587434782900234,0.004645691438202974,175.0,84375.0
8,100000.0,0.1,-0.1,0.0030488107583106,25.0,0.11,-0.2,9.68632096319176e-12,0.002940794147473119,50.0,225000.0
9,100000.0,0.1,-0.1,0.0044015379853073,100.0,0.1,-0.12,4.4876789567535765e-14,0.0029595338417698347,75.0,213573.0
