filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,4.918291932996653,3.402765332889909,6.778470703935343,14.087732941569255,7.160850937499381,34.707175327383794,7077888.0,dual_color,0.031126029166513858,0.1,1.0,8.494619945829991e-15,200.0,4.04206121956182,0.0005104573154051865
2,5.834874171651293,3.930149795384063,8.610618889979236,20.367862245940632,9.88076046785946,60.2760310110996,7077888.0,dual_color,0.022405340599795598,0.3,-1.1,0.27760156907524547,200.0,4.573351343068273,0.0005104573154051865
3,2.40106956545116,1.665374656985784,3.542345884844863,21.989695369130786,7.956547127814106,102.82828973913578,7077888.0,single_edge,0.006776521526299928,0.2,-0.5,0.00014402886150152895,50.0,2.1777163859031177,0.0005104573154051865
4,8.374048642240977,6.064170857030362,10.875552682515668,12.093865967071068,7.784487644045603,19.337828100494885,7077888.0,dual_color,0.02267735405814897,0.4,-1.2,3.417790808723383,200.0,7.110093254316673,0.0005104573154051865
5,6.427816350520922,4.854648279062974,7.95169190605188,7.636214469363786,4.954015217990537,14.9572603349786,7077888.0,dual_color,0.0210525580715884,0.2,-0.3,0.0002037892562562992,50.0,6.162587109190497,0.0005104573154051865
6,2.961974639804508,2.211629845011596,3.8533472666477024,10.482829579935776,4.624698851281762,35.951347179863546,7077888.0,single_edge,0.02152466076442172,0.2,-0.3,8.861147484642438e-05,100.0,2.6796109993558774,0.0005104573154051865
7,2.415839165840848,2.0046465353536167,2.878406439258487,2.770391704501419,1.0802534326978768,8.056585493147356,7077888.0,inside_out,0.02085819481215223,4.8,-0.5,4.574629168500747,200.0,2.2136063401951844,0.0005104573154051865
8,0.1137901299688227,0.0885814299018256,0.1533051435108252,9.237642466023836,2.53463519346852,61.519855548752126,7077888.0,misc,0.018440474029940757,0.1,9.4,2.7527003254414675e-22,200.0,0.09734779350763607,0.0005104573154051865
9,0.8692336019763194,0.5492420357809884,1.4630151265800606,30.971349961759763,8.339681766086548,139.17687863191549,7077888.0,multi_edge,0.004238100571469117,0.2,-0.4,3.521787032187948e-05,50.0,0.7625054120143552,0.0005104573154051865
10,2.687340864571985,1.97112824898202,3.731073904806353,14.071039868022744,5.992348961684193,79.20588042959251,7077888.0,single_edge,0.016527993880808722,0.3,-0.7,0.027841356502008616,200.0,2.2205351651205714,0.0005104573154051865
11,2.659095144231669,1.9442044015448536,3.671039173851748,14.18659240033437,6.447573854861946,38.287141347669404,7077888.0,single_edge,0.016061934471050643,0.2,-0.4,0.00010084022920464524,200.0,2.183301256281262,0.0005104573154051865
12,2.1701547744110403,1.4924048910919712,3.1861506169523017,17.917737721617065,6.749938686670595,103.4119922348941,7077888.0,single_edge,0.015167180446555129,0.1,1.1,2.9846383088972267e-15,50.0,1.9882851941160757,0.0005104573154051865
13,2.5815285196307736,1.7988983343252176,3.551562458247654,15.615009390461871,6.929747171282883,52.77278343738996,7077888.0,single_edge,0.013241111236060421,0.1,0.8,1.1027365582296963e-14,0.0,2.5815285196307736,0.0005104573154051865
14,3.2074910990243555,2.359756182230046,4.408733890640288,15.833215047407062,7.001227026271901,51.41084279371539,7077888.0,single_edge,0.012172648730855773,0.2,-0.5,0.0001957868481374312,50.0,2.96029714383796,0.0005104573154051865
15,4.690050154950764,4.112546297006193,5.387555654558624,1.0636953183820586,0.276539583485599,3.160929930376651,7077888.0,inside_out,0.014543413324911492,1.9,-0.2,6.782042455539765,0.0,4.690050154950764,0.0005104573154051865
16,2.002409370068466,1.3462738360042097,3.012710511739567,21.279730997614568,7.226811148313846,107.09220312344571,7077888.0,multi_edge,0.012037686521423063,0.1,1.3,1.250012096064749e-15,200.0,1.5800407865685915,0.0005104573154051865
17,4.690126588292814,3.4023013351689824,6.323316608223518,13.595269634114608,7.06000273125723,27.053927179905525,7077888.0,dual_color,0.013411627685641525,0.3,-1.0,0.1648175228468608,50.0,4.381768123536099,0.0005104573154051865
18,1.648843657742327,1.1398332898009833,2.468133952448284,20.15327757424834,7.691849186069978,101.80640646120725,7077888.0,multi_edge,0.007678688149323043,0.2,-0.4,6.926496085591384e-05,50.0,1.4996621610814709,0.0005104573154051865
20,4.384413184870741,2.972598304233477,6.169637481879104,16.100867956668395,9.058707668842882,35.198554366853976,7077888.0,dual_color,0.010279276573254406,0.2,-0.7,0.0006524424382248127,0.0,4.384413184870741,0.0005104573154051865
22,2.163665319046016,1.5460535307090588,3.087315213146177,19.212543928368724,7.763216055576482,84.10986437113915,7077888.0,multi_edge,0.012263506220653642,0.1,0.6,1.9845160966242934e-14,0.0,2.1636653190460162,0.0005104573154051865
23,2.921042902680178,2.188273581283985,4.021358219989558,11.125020702665042,5.303873405925229,51.73065316316435,7077888.0,single_edge,0.009801167650872383,0.4,-1.0,0.5986089668046687,0.0,2.921042902680178,0.0005104573154051865
24,2.193668801936696,1.5475205809047172,3.3121086261234867,19.572918664746474,7.569061038050769,78.36259400358823,7077888.0,single_edge,0.012837101757750491,0.1,0.6,2.0120353225541142e-14,0.0,2.193668801936696,0.0005104573154051865
25,1.0234439707238887,0.6838435118208698,1.7027106202607178,26.25122430633716,7.731731626111558,149.9888829155136,7077888.0,multi_edge,0.006064436072293344,0.2,-0.4,4.238342387600576e-05,50.0,0.9176474837853891,0.0005104573154051865
26,3.4392316190612955,2.757935908390933,4.444149978257613,8.172979210238484,4.115169674837523,24.41246698773437,7077888.0,dual_color,0.021745165992294813,0.3,-0.5,0.023313790030259376,50.0,3.2647088525749046,0.0005104573154051865
27,1.0269105477230835,0.6720720793184973,1.6245429091635073,25.12511766517854,8.32273763242036,113.41577115548658,7077888.0,multi_edge,0.005039032803253796,0.2,-0.5,6.791736426739971e-05,0.0,1.0269105477230835,0.0005104573154051865
28,2.525593507549657,1.7801382019607128,3.723713704097984,18.588172917256305,7.458146870887084,60.21083438300667,7077888.0,single_edge,0.01366449164260386,0.1,0.6,2.3164770101653174e-14,0.0,2.525593507549657,0.0005104573154051865
29,1.998616060811719,1.4700587593118943,2.7277915085490374,13.037991435208326,6.444820097502058,34.74025517014168,7077888.0,single_edge,0.030033876118864433,0.1,1.1,2.798225668358476e-15,50.0,1.8641021424965896,0.0005104573154051865
30,1.92413237740528,1.3182459262126969,2.782129018158434,20.61613111627393,7.928106785797003,74.24883195567347,7077888.0,single_edge,0.013564915954970225,0.1,0.7,1.0812487242197768e-14,50.0,1.7402172334997803,0.0005104573154051865
31,3.5192369471892126,2.8216367140220204,4.496110599115588,5.472426370606437,2.8507611999773683,13.849333860005723,7077888.0,eye,0.04136896803985052,0.1,4.5,2.742915707164885e-18,50.0,3.3845104403178454,0.0005104573154051865
32,2.9683500978153154,2.2046379569823507,3.863558588775793,10.190154011523529,5.124882497551068,24.002903432997,7077888.0,single_edge,0.015840645166105505,0.3,-0.8,0.05147951268772582,0.0,2.9683500978153154,0.0005104573154051865
33,1.1126750934445624,0.7900582078124827,1.5117879789203692,15.743415837864834,6.385353220227501,66.17175285042647,7077888.0,multi_edge,0.005553888546563801,0.3,-0.7,0.012856089341741091,50.0,1.0253594672087303,0.0005104573154051865
34,1.9991184787766472,1.3812338554295245,2.9182897298213835,17.354457975774732,7.278865807251323,60.24138591107382,7077888.0,single_edge,0.010160523764471963,0.2,-0.6,0.0001949260061271926,0.0,1.9991184787766472,0.0005104573154051865
38,5.7485084492826575,4.2086339023700585,7.735381617493606,12.123228154658356,5.974465647420932,25.240751403668483,7077888.0,dual_color,0.01559159551811673,0.3,-0.8,0.0996952528841353,0.0,5.7485084492826575,0.0005104573154051865
39,4.0263905198316685,3.2264915072660783,5.03976376805266,5.850031384727085,2.9525231810369554,21.32443317441014,7077888.0,eye,0.045397493303935665,0.1,6.2,2.789991170998308e-19,200.0,3.5849149912569005,0.0005104573154051865
41,1.9227614875729109,1.3485931267216913,2.8199255654434,18.144599029722592,7.061196646658692,100.41546880464136,7077888.0,multi_edge,0.009620302759609012,0.2,-0.3,5.535649303602503e-05,100.0,1.6739803494093992,0.0005104573154051865
42,5.739101383182204,3.6799032903155817,8.513392307497417,27.12998342606341,11.898783308459189,56.29240946752513,7077888.0,dual_color,0.011877763909942551,0.1,0.0,8.063926834394438e-13,0.0,5.739101383182204,0.0005104573154051865
43,2.2440398466645117,1.6890388526359543,3.2378258646394493,13.049279217085909,5.966436876741359,44.50379142829316,7077888.0,single_edge,0.01435144891625062,0.3,-0.9,0.055920713617679176,0.0,2.2440398466645113,0.0005104573154051865
44,4.972346732822326,3.25487009475305,7.340891893616307,22.2557513405255,9.827328213883344,46.49674604830156,7077888.0,dual_color,0.011787101417934154,0.1,0.2,2.337354353917722e-13,50.0,4.505302866434404,0.0005104573154051865
45,2.851258605261532,2.139415598649201,3.6504407613531,8.839287183210631,4.839722226218192,26.953036599013657,7077888.0,eye,0.02756198924807468,0.1,1.8,4.613283469564429e-16,200.0,2.463296044355139,0.0005104573154051865
46,2.3742495423909977,1.9566646884341088,2.930423871424313,4.49381633797536,2.028244453911823,10.96815562984936,7077888.0,eye,0.02314386249532241,1.0,-0.3,1.8574286788188707,100.0,2.228914414582645,0.0005104573154051865
47,5.208515082043805,3.9243916044951273,6.617315296581343,8.57787478420621,5.043816552920454,16.26221036145936,7077888.0,dual_color,0.009272638222291185,0.6,-1.1,5.923660861468888,0.0,5.208515082043805,0.0005104573154051865
48,1.6980138874219155,1.1815289358199192,2.674720872792544,22.46146414788783,8.775787364509638,112.16957046286146,7077888.0,single_edge,0.023829794984870423,0.1,1.3,1.0430995578062644e-15,200.0,1.3184991177078886,0.0005104573154051865
49,4.6459784859976025,3.285260806173353,6.284598649292192,14.042594545965294,7.120258247076101,45.99863728409832,7077888.0,single_edge,0.022089541813891223,0.4,-1.2,2.233301589585868,0.0,4.6459784859976025,0.0005104573154051865
50,3.3959494245828745,2.3930265141496894,4.602197039146131,14.564361604098767,6.166550876799523,78.24394770782406,7077888.0,single_edge,0.02515489917663183,0.1,0.9,8.941442166429781e-15,100.0,3.003300790246079,0.0005104573154051865
52,4.391846107575936,3.813117895851845,5.034750529724,0.8541623998496126,0.1864624757695483,2.843049921145902,7077888.0,inside_out,0.01938239352441723,20.0,-0.7,10.119306604924304,0.0,4.391846107575936,0.0005104573154051865
54,0.7849785709010645,0.5166936011000565,1.3622994959983088,28.784946911803196,7.062383902069758,163.72756357365685,7077888.0,multi_edge,0.004483621463806382,0.2,-0.3,2.3052728994513503e-05,50.0,0.6971145247940893,0.0005104573154051865
55,2.2370209163891293,1.5255907735645513,3.1381279875941104,18.644170838296333,7.338913323112993,100.08183553310448,7077888.0,single_edge,0.012543969627471119,0.1,0.9,6.088156834806185e-15,50.0,2.044923614421398,0.0005104573154051865
56,6.2665209258935946,4.409997622528008,8.48451383459358,14.214440910667603,7.889755595200045,28.872150383838257,7077888.0,dual_color,0.01742555958345038,0.2,-0.8,0.0014839136391652417,0.0,6.2665209258935946,0.0005104573154051865
57,2.811922432076321,1.9981542890513764,3.9497322912428263,16.101935315717427,6.779372547171407,71.97071764004194,7077888.0,single_edge,0.010773718759011564,0.2,-0.5,0.0001859737058251535,0.0,2.811922432076321,0.0005104573154051865
59,5.558433385378191,4.0466660616689145,7.326356996615609,12.174356086789718,6.03076886950223,26.990900077738587,7077888.0,dual_color,0.012862368027496296,0.3,-0.8,0.09639881838636769,0.0,5.558433385378191,0.0005104573154051865
60,0.2339902942632607,0.1820060092305898,0.3283387256364533,12.149159063974173,4.145676059366763,71.36062802886538,7077888.0,misc,0.024405894807552397,0.5,-0.1,0.018436783107292985,200.0,0.19616737226159733,0.0005104573154051865
61,1.8251313606270811,1.2987701063869566,2.643431829165933,17.780693095280046,6.78755700621733,59.7335276216919,7077888.0,misc,0.013736673325082105,0.2,-0.3,5.515096934870691e-05,50.0,1.6677653131048995,0.0005104573154051865
62,5.076604090416857,3.6132031267795863,6.847629380818479,13.179401865366682,6.797098483379228,26.327341484002453,7077888.0,misc,0.020825537904936686,0.1,0.5,6.526897194126782e-14,50.0,4.74406871745132,0.0005104573154051865
63,0.9174416221154434,0.6478632867378495,1.433051097015123,17.77498939477385,6.985702784988416,86.92377487103755,7077888.0,multi_edge,0.0082119056635373,0.1,1.0,1.928055385366307e-15,0.0,0.9174416221154434,0.0005104573154051865
