filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,best_augmented_var,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,4.918291932996653,4.918291932996653,4.589598300786269,4.374347887163004,4.04206121956182,0.0312406020441301,0.0311263695651873,0.0312103606571019,0.0311260291665138,0.031197254008845987,0.031154006430120673,0.031125939243740186,4.374347887163004,0.031126050441899866,0.031126029166513858,0.031133243891784845,0.031226257283774816,0.031171663339260636,0.031125881371534048
2,5.834874171651293,5.834874171651293,5.33457701827436,5.026945135078442,4.573351343068273,0.0245236090281266,0.0261497539765326,0.0263627987171471,0.0224053405997955,0.022389889616506065,0.022154438659257203,0.021915148142737706,4.782264909901338,0.021676909505573605,0.022405340599795598,0.021629424629799332,0.020770528686631373,0.021438981307915328,0.021640292085916668
3,2.40106956545116,2.40106956545116,2.1777163859031177,2.0577143638560047,1.8830299336711087,0.0082038737546695,0.0067765215262999,0.0090199466401797,0.0076878571376559,0.007906663518873147,0.007687656367619991,0.00702082876915211,2.40106956545116,0.007188213458506315,0.006776521526299928,0.006670442299692464,0.006627526722037813,,
4,8.374048642240977,8.374048642240977,7.942413322051149,7.628345165109805,7.110093254316673,0.0278322143441274,0.0258530276752388,0.0243332016421731,0.0226773540581489,0.02252188479249362,0.02238383926258619,0.02278509467497436,7.488519719023832,0.022825199605057356,0.02267735405814897,0.022526515716711715,0.022875908230152064,0.022199163523660914,0.022412681330199913
5,6.427816350520922,6.427816350520922,6.162587109190497,5.974116845735123,5.66191667228682,0.0224735884510292,0.0210525580715884,0.021249838715231,0.0223235927053734,0.020949125928954926,0.021017520307894166,0.021086923064465024,6.162587109190497,0.021051126786936436,0.020786079405945235,0.020839086400628926,0.02109182492773115,,
6,2.961974639804508,2.961974639804508,2.7851215610497206,2.679610999355877,2.518007140812964,0.0215746635434549,0.0215353028294428,0.0215246607644217,0.0217100865018797,0.021526212836111946,0.02152430813488243,0.02152393717903378,2.729074264579624,0.02152385890804348,0.02152425700278049,0.02152335941075867,0.021523811745365218,0.021524554390794037,0.021523428526291633
7,2.415839165840848,2.415839165840848,2.3405540618446925,2.291171175908124,2.2136063401951844,0.0208732854083628,0.0208805742808334,0.020917925885139,0.0208581948121522,0.020881775273428715,0.020955143197202264,0.021027619204306847,2.2499124239116624,0.020993172676403105,0.02085819481215223,0.02088876775945181,0.020846789929118037,0.02088418053435781,0.02090626575391996
8,0.1137901299688227,0.1137901299688227,0.1066422376383089,0.1028425848014065,0.097347793507636,0.01850320741821,0.0184461266723487,0.0184677361330732,0.0184404740299407,0.01855587696570493,0.018508020440793582,0.01849839583098145,0.09855864325205871,0.018475915906198015,0.018440474029940757,0.018439101618139497,0.018518386707742085,0.018782313702227937,0.01856272859213126
9,0.8692336019763194,0.8692336019763194,0.7625054120143552,0.7111004295140181,0.6419018088538282,0.0052933104974016,0.0042381005714691,0.0068553975479709,0.0046178377933197,0.003980015726166217,0.003550391303764406,0.003093899682436785,0.8692336019763194,0.002627863136616143,0.0022225988688767823,0.0029272264624911892,0.0020410159577042564,,
10,2.687340864571985,2.687340864571985,2.4960192955640794,2.3857531396361247,2.220535165120572,0.0165365468729983,0.0166745119525132,0.0166122061072501,0.0165279938808087,0.016527338119084134,0.016528199586158476,0.01652654576033208,2.339254062743554,0.01652677037463013,0.016527993880808722,0.016527482820463568,0.016526426159947483,0.016526234756984337,0.016527200417916443
11,2.659095144231669,2.659095144231669,2.4703618108282503,2.3556422057369937,2.183301256281262,0.0164805306228955,0.0171690861574385,0.0176147610085439,0.0160619344710506,0.01627069585329427,0.016551695489957996,0.016512087390850874,2.2628126276812095,0.015928711347311497,0.016061934471050643,0.015846662314188187,0.015744269330743133,0.015784275617783394,0.015869335399573303
12,2.1701547744110403,2.1701547744110403,1.988285194116076,1.8889461431791967,1.7442813507094614,0.0152074547215668,0.0151671804465551,0.0152668862466638,0.0152211850719275,0.015152848602387803,0.015117868070072482,0.01518619672524818,1.8479091688268876,0.01519937762773338,0.015149758681084147,0.015249592806137913,0.015207454721566871,,
13,2.5815285196307736,2.5815285196307736,2.3823663820999377,2.2650332887922118,2.09220293364562,0.0132411112360604,0.0133043680799345,0.0138716477971778,0.0133177080788864,0.013791929800144098,0.013258945377169207,0.013304368079934514,2.4590754575240212,0.013206870319041775,0.01320690817924014,,,,
14,3.2074910990243555,3.2074910990243555,2.96029714383796,2.817096129334549,2.6024998861671094,0.0122718185237726,0.0121726487308557,0.0139556055443922,0.0123024555137014,0.01123557995187479,0.011728828158961702,0.011393370610538064,3.2074910990243555,0.011713742941991678,0.010928569457754889,0.010394384243084753,0.010189407733511735,,
15,4.690050154950764,4.690050154950764,4.5902479900920445,4.52613705621741,4.422293994030313,0.0145434133249114,0.0147367678411371,0.0147185630546408,0.0152610714414624,0.015865322289927236,0.015276605333208237,0.014890713776735828,4.690050154950764,0.014733983763118144,0.014516856274953527,,,,
16,2.002409370068466,2.002409370068466,1.8184608187093227,1.7208701760691778,1.5800407865685917,0.0123002542803767,0.0121255047303706,0.0120449161813642,0.012037686521423,0.012517503256721602,0.012026570381899249,0.012007921475361782,1.5238450930035463,0.012008193126299527,0.012037686521423063,0.012024702520940456,0.01201931510951415,0.012078478806053117,0.012044916181364218
17,4.690126588292814,4.690126588292814,4.381768123536099,4.178767900342248,3.87167748202946,0.0154966061481199,0.0134116276856415,0.0146617255028136,0.0134303163310931,0.012902704854556302,0.013615485482550704,0.013339576197598624,4.690126588292814,0.013200598543583408,0.013411627685641525,0.012862369732765666,0.011937665368349837,,
18,1.648843657742327,1.648843657742327,1.4996621610814709,1.420577563262715,1.3068081614113145,0.0083592818840076,0.007678688149323,0.0095781483248033,0.0085361302965522,0.00823116096745536,0.008355832718371592,0.00774901836264983,1.4996621610814709,0.007837157822035923,0.007378182026405361,0.007495165181443858,0.007445712534481008,,
20,4.384413184870741,4.384413184870741,4.077454441270728,3.866629498064263,3.538015299194976,0.0102792765732544,0.0136455177268995,0.0162548143929814,0.0134916712723619,0.009124000488195394,0.008744884840575617,0.00832797288384618,4.077454441270728,0.009450137647641244,0.008760932128218824,,,,
22,2.163665319046016,2.163665319046016,1.974156740188566,1.8695588318952192,1.71691011053735,0.0122635062206536,0.0123222686276039,0.0122699146497158,0.0123674719637456,0.012266117837838542,0.012283076093553558,0.012260884325333232,2.1636653190460162,0.012247093135772102,0.012246630331872455,,,,
23,2.921042902680178,2.921042902680178,2.743870647170008,2.6393808365844573,2.480736809054479,0.0098011676508723,0.0126025315055987,0.0143396676404244,0.0114383424059266,0.010493085181803898,0.010709547584083268,0.010228617037032817,,0.010706582128039446,0.009801167650872383,,,,
24,2.193668801936696,2.193668801936696,1.994014861861654,1.885830512129714,1.7318956271916874,0.0128371017577504,0.0133918956804081,0.0134237178478699,0.0140014304000996,0.01301673924806164,0.012685171717387422,0.012554479097578397,2.066749236046168,0.012196157248966999,0.012436875992275664,,,,
25,1.0234439707238887,1.0234439707238887,0.9176474837853892,0.8663073896215545,0.7928453273260301,0.0068712139835445,0.0060644360722933,0.0080983962262426,0.0071408367496791,0.0058932962702604175,0.005391289137206656,0.005303131390710258,0.9526923300156102,0.0051644059740804105,0.004651759820566592,0.004324126256667116,0.004324356384832695,,
