band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,0.0220996033932492,0.0170326675286069,0.0283756170366833,95.88036373007344,55.39784865345414,144.1665409676844,99186.0,0.0027335148642595,0.4,-0.8,0.0012755163592562,200.0,0.0124619323691007,0.0043105877031551,0.0022603306237235,0.33,-0.7,0.0003232683689423,150.0,376596,0.0573686,0.055811,5.5941399999999984e-269,0.0497373,0.0289716,9.277459999999998e-73,0.0395698,0.0312626,1.1839399999999995e-84,0.69051851
3,0.2407026454821368,0.2004265693720982,0.2855828454999101,45.29625308229553,36.24118423095234,55.28311849547716,110431.0,0.0142801443463598,0.1,-0.5,4.608566503759445e-13,200.0,0.1485221248753438,0.0040853104094245,0.013651831463804,0.1,-0.49,4.1243940051049854e-13,225.0,10351,0.064998,0.0799709,0.0,0.0590643,0.0574545,,0.0440456,0.0524474,1.8931599999999994e-264,2.6283371e-18
5,2.0588760170083065,1.8873114278580687,2.23582829745371,8.838965839485661,7.716731416195661,10.068063343472932,1093994.0,0.0097850274793839,0.7,-1.2,4.025578489428956,150.0,1.9364140945293535,0.0012982934048004,0.0084459385950638,0.6,-1.18,2.925447425849901,75.0,25639,0.540834,0.0867065,0.0,0.464171,0.0618359,0.0,0.358536,0.062617,0.0,3.2727549999999996e-68
6,1.4218243298143942,1.2993210426605526,1.5483864659227449,9.618698751605445,8.517806453453481,10.782415265627856,552599.0,0.008951059423299,0.4,-1.1,0.4278285208085605,0.0,1.313238309759496,0.0018266464482627,0.0089111782404865,0.5,-1.15,1.1035616048399122,100.0,24583,0.433494,0.0828669,0.0,0.377995,0.057828,0.0,0.288916,0.0572717,0.0,1.5237135000000002e-38
8,0.1594642558152212,0.137685334750958,0.1847954125237407,31.080470551647096,19.80035556942748,45.141945905681176,3581736.0,0.0041790468205925,0.5,-1.1,0.0924145206007773,75.0,0.1466013092927031,0.0007175569170312,0.0013870222077397,0.36,-1.0,0.0175289768901152,25.0,1007362,0.152097,0.0724369,0.0,0.130878,0.0467734,0.0,0.102435,0.0485335,0.0,2.0676783e-06
9,0.0394826833764609,0.0350163180183992,0.0450922434170506,21.747176888750072,11.324563851988565,56.51796692967277,5374189.0,0.0030831783470414,0.5,-1.1,0.0274185301225423,0.0,0.0394826833764609,0.0005858033465165,0.0030831783470414,0.5,-1.1,0.0274185301225423,0.0,188935,0.0839398,0.0748848,0.0,0.0718366,0.0496943,0.0,0.0562674,0.0517122,0.0,8.4440401e-45
11,0.0103676301355131,0.0082951574814019,0.0131394119228727,77.26139522301793,36.85259391112868,185.365613591069,6810311.0,0.0059434855485587,0.2,-0.9,3.285821246428926e-06,50.0,0.0089638223646901,0.0005203881670798,0.004248557757106,0.17,-0.8,1.721490441932159e-07,25.0,106411,0.0236797,0.0839464,0.0,0.0205925,0.0589974,0.0,0.0157923,0.0585101,0.0,3.358124499999998e-107
12,0.0039301071088058,0.0029302302356169,0.0055301303002831,155.46702871532148,53.953867176216086,425.56217368255983,22427727.0,0.0038187795326032,0.1,-0.3,2.471483810945997e-15,25.0,0.003163340660157,0.0002867658475748,0.0016312932219004,0.11,-0.4,1.374893055984826e-13,25.0,700866,0.0126936,0.0795342,0.0,0.0110748,0.054369,0.0,0.00850154,0.053807,0.0,2.8888181999999996e-52
14,0.0002997531490005,0.0002126839399629,0.0005189899877254,364.1289815501178,56.04505154593374,1141.930694567739,12627411.0,0.0048984791376279,0.1,0.0,2.2104326056687508e-17,150.0,0.000177093506223,0.0003821722545485,0.0034406871253174,0.08,0.4,8.247582955350429e-23,100.0,158017,0.0037174,0.0707745,0.0,0.00328629,0.0453722,0.0,0.00252512,0.0437134,0.0,2.8635202999999987e-130
16,6.227513908136197e-05,3.510298568873324e-05,0.0001203486838431,686.0846762249148,138.59241859811445,1817.8672173708549,8257312.0,0.006384462672812,0.1,0.1,9.524169383335149e-19,350.0,1.39700247589169e-05,0.0004725996704919,0.0048513984294324,0.08,0.4,6.506107453896383e-24,250.0,81643,0.00105337,0.0698507,0.0,0.000936383,0.044485,0.0,0.000716976,0.0421456,0.0,3.118965199999999e-169
