layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_eta0,best_r_eta0,best_r,best_eta,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,1830.9346,1652.0976953125,2023.443610839844,2.9339560924731254,1.8463943437096533,4.126087286525347,3180.0,0.34,2.4,0.0175690473981455,0.0240303354829301,0.0495179287638221,0.25,0.34,2.42,0.0169246860812073,0.34,2.42,0.0169246860812073,6787,35.2164,0.0313188,0.00382201,32.5012,0.0245807,0.0421601,26.626,0.0192593,0.186451,0.31853961
3,587.78186,556.3320904541016,620.6605892944336,2.6045009990930126,2.026207508919025,3.2706448405164497,12720.0,0.35,1.5,0.0061952439138949,0.0120285145061138,0.0324878555161988,0.27,0.353,1.56,0.0050718987071477,0.353,1.56,0.0050718987071477,72444,20.6557,0.024528,4.42745e-07,18.0399,0.0110708,0.0878309,14.5044,0.0134167,0.0203373,0.89731712
4,164.60674,154.98447975158692,174.51884727478028,3.2788166584154377,2.623240788518354,4.093913088587738,50880.0,0.36,0.5,0.0063676370823271,0.0060175634983601,0.0150267448241024,0.32,0.361,0.53,0.004837235235096,0.361,0.53,0.004837235235096,76320,10.1623,0.0312519,1.31684e-43,8.96478,0.00698614,0.0138696,7.27178,0.00967606,0.000144699,0.18416395
5,37.86353,35.388519744873044,40.43369207382202,4.789256480005794,3.843992371947442,5.925404315495079,203520.0,0.4,-0.06,0.0018459157835225,0.0030096044936828,0.0049882682236435,0.41,0.4,-0.061,0.0018058458020765,0.4,-0.061,0.0018058458020765,579555,4.51561,0.0354601,8.87924e-223,3.97011,0.0083239,1.12244e-12,3.21742,0.0111713,1.7219600000000002e-22,0.51987145
6,7.493805,6.929792399406433,8.083941502571106,6.7401293645504055,5.245897236491819,8.892204240432571,814080.0,0.45,-0.6,0.0061401551249912,0.0015050074551751,0.0202331087969713,0.63,0.458,-0.57,0.004686824381217,0.458,-0.57,0.004686824381217,85860,1.79307,0.044345,0.0,1.57331,0.0167091,7.339209999999998e-198,1.26493,0.0187671,1.7075399999999998e-249,5.850523700000001e-16
7,1.3869972,1.2723971098661422,1.5095418226718904,9.084313931394895,7.002163998255786,12.550996901379134,3256320.0,0.7,-0.86,0.0092933494945705,0.0007525549699048,0.0500503409652857,6.0,0.72,-0.852,0.0087311446628849,0.72,-0.852,0.0087311446628849,25440,0.681966,0.0525394,0.0,0.598612,0.025074,0.0,0.477583,0.0255565,0.0,4.798754899999999e-216
8,0.21588294,0.1961523880064487,0.2383411170542241,12.285479054864394,8.522738019559785,23.484665110051004,13025280.0,2.0,-1.17,0.0335157293239882,0.0003762902880576,0.1958046301503746,6.1,1.9,-1.169,0.0334986945055533,1.9,-1.169,0.0334986945055533,1590,0.251257,0.054679,0.0,0.221562,0.0276758,0.0,0.17592,0.0259217,0.0,0.0
