layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r_eta0,best_scale_eta0,kstest_stat_eta0,best_r,best_eta,best_scale,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,17099.889,16011.852,18265.586,4.485044,2.9165723,6.961125,27208.0,5.0,-1.02,55947.0808441868,0.0138838396471444,0.0082273201196278,6.0,1.2309366702380131,0.161637056761539,4.9,-1.022,56121.86564748772,0.013676345802732,4.9,-1.022,0.013676345802732,10203,93.4774,0.0456772,9.081679999999998e-50,77.9139,0.0281863,3.26886e-19,65.6531,0.0326549,1.21728e-25,7.5271275e-05
3,4439.3,4054.7725,4889.472,11.245152,5.99543,23.181372,108832.0,0.3,-1.32,1197.310229477401,0.1319199999999997,0.0041152012481055,6.0,1.2309366702380131,0.2781263292573621,0.29,-1.314,925.4025776860208,0.1319199999999998,0.29,-1.314,0.1319199999999998,106,20.6145,0.134921,0.0,14.4696,0.131934,0.0,11.5824,0.131936,0.0,0.0
4,1375.08,1259.3827,1507.2485,9.946786,6.1666327,20.850872,333298.0,0.69,-1.3,4653.092815213842,0.0750499999999997,0.0023519198649528,5.9,1.2301191292564453,0.3411085222530978,0.682,-1.28,4105.87764561302,0.0750499999999999,0.682,-1.28,0.0750499999999999,325,15.021,0.104086,0.0,11.6139,0.0915657,0.0,9.37527,0.0944981,0.0,0.0
5,383.26047,347.3553,432.7304,15.705746,6.790785,61.446915,1149538.0,2.1,-1.3,2461.376447746848,0.0397575347967097,0.0012665428950382,5.9,1.2301191292564453,0.3956231906713729,2.0,-1.3,2448.4088168247627,0.03975726460505,2.0,-1.3,0.03975726460505,1122,8.59879,0.0891741,0.0,6.67959,0.0753477,0.0,5.37586,0.0783212,0.0,0.0
6,87.51157,79.34671,97.93656,14.393824,7.2342567,41.99023,4251250.0,1.8,-1.22,409.02834865909904,0.0111233236573112,0.000658638529926,5.8,1.2292369808185082,0.4383813505104785,1.87,-1.222,414.687688151661,0.0106459819636111,1.87,-1.222,0.0106459819636111,16606,4.49168,0.075957,0.0,3.59307,0.0582248,0.0,2.90483,0.0618912,0.0,0.0
7,18.372211,16.360151,21.66049,26.509922,9.413936,122.68572,17005000.0,0.6,-1.15,24.788783029599745,0.0125549859051772,0.000329329071013,5.8,1.2292369808185082,0.464897049532845,0.63,-1.159,28.407012508160538,0.0118415911117147,0.63,-1.159,0.0118415911117147,13297,1.80886,0.0813373,0.0,1.48977,0.0601951,0.0,1.18575,0.0637778,0.0,0.0
8,3.8332431,3.3161283,4.8357596,50.959682,13.018395,233.18788,68020000.0,0.29,-0.9,0.0734434034886917,0.0119548405980149,0.0001646669863926,5.8,1.2292369808185082,0.4800395523319503,0.294,-0.91,0.0850853825274786,0.0119543550782694,0.294,-0.91,0.0119543550782694,12454,0.76014,0.07815,0.0,0.656986,0.0519398,0.0,0.516644,0.0533299,0.0,0.0
9,0.72233033,0.5891063,1.1820134,243.18805,15.044268,913.0235,272080000.0,0.5,-1.01,0.3722584673263244,0.0234549389823647,8.233410583957582e-05,0.03,2.121793910460408e-61,0.48034,0.5,-1.01,0.3722584673263244,0.0234542275348187,0.5,-1.01,0.0234542275348187,3501,0.382416,0.0585751,0.0,0.33684,0.0313908,0.0,0.268257,0.0302901,0.0,0.0
