band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,10.047775,9.564716,10.551455,1.5730996,1.1551127,2.07445,31800.0,0.0036725424019246,2.3,0.2,12.693691103998228,50.0,9.473247528076172,0.0076105772670922,0.0035482985396606,1.85,0.4,10.482305300701622,50.0,152809,2.8798,0.0142825,4.59462e-06,2.54716,0.0173155,1.0327e-08,2.07131,0.0212819,6.07511e-13,0.81679742
5,5.4385624,5.1808496,5.7077985,1.5012345,1.0109708,2.1425598,41340.0,0.0030224210153917,1.7,0.5,5.2950679522949935,25.0,5.282055854797363,0.0066754871311422,0.002992570162298,1.67,0.5,5.21604932995348,25.0,209283,2.15009,0.0118319,1.86488e-05,1.90339,0.0194628,4.92666e-14,1.54185,0.0217118,2.3238e-17,0.85177006
8,3.0187955,2.876773,3.1651533,1.4750681,1.0284976,2.0876257,66780.0,0.0029724735088897,0.8,2.0,0.4523235157329286,25.0,2.9603171348571777,0.0052529256547175,0.0029622502639716,0.93,1.6,0.8019100339812449,25.0,213934,1.59819,0.011764,1.86243e-08,1.42521,0.0203771,1.6145500000000002e-24,1.14885,0.0217664,6.46898e-28,0.60007036
11,1.7405331,1.6544021,1.8303069,1.8179421,1.125604,2.9672084,104940.0,0.0022091825447206,0.3,7.8,1.5850014235079392e-05,75.0,1.6754316,0.0041907897336608,0.0022091825447206,0.3,7.8,1.5850014235079392e-05,75.0,398443,1.21585,0.0114169,2.60879e-12,1.07306,0.0194928,4.554500000000001e-35,0.863111,0.021365,4.8329499999999996e-42,0.68418228
14,0.96494526,0.91896665,1.0133772,1.633317,1.06396,2.714023,162180.0,0.0023471146229273,1.3,1.1,0.5657349621872653,100.0,0.9244224429130554,0.003371320732074,0.002333109936864,1.23,1.2,0.504115710191136,100.0,346372,0.903811,0.0115487,3.23053e-19,0.804185,0.0198047,1.0927899999999998e-55,0.64978,0.0217383,5.2511699999999994e-67,0.33992666
17,0.54493225,0.5185534,0.5725318,1.6748462,1.0774019,3.061004,257580.0,0.0009271569596702,0.7,2.0,0.0507698654530287,25.0,0.5360202789306641,0.0026752851133031,0.0008190663655842,0.64,2.3,0.0309082344084763,25.0,2785000,0.679218,0.0119103,3.6238600000000004e-32,0.596698,0.0176188,6.919929999999999e-70,0.481968,0.0204635,3.962479999999998e-94,0.9951664
20,0.27755168,0.26404163,0.29177457,1.7790294,1.113188,4.0506554,381600.0,0.0008522562045971,0.4,4.0,0.0003475802309836,0.0,0.27755168,0.0021980660924352,0.0008522562045971,0.4,4.0,0.0003475802309836,0.0,2444995,0.483076,0.0119725,6.09923e-48,0.425621,0.0175424,1.944959999999999e-102,0.342288,0.0203036,4.421479999999998e-137,0.94422872
23,0.13186492,0.1254014,0.13874418,1.8601742,1.1629676,3.4032485,610560.0,0.0013470842802772,0.3,5.7,2.8292689232683356e-06,0.0,0.13186492,0.0017377962858799,0.0013470842802772,0.3,5.7,2.8292689232683356e-06,0.0,1030320,0.332309,0.0123993,5.767849999999998e-82,0.293782,0.0179539,2.173339999999999e-171,0.236729,0.0203486,4.84651e-220,0.21763548
26,0.05497533,0.051767234,0.058931835,4.115283,1.5789286,15.710218,973080.0,0.0010403906800211,0.2,8.8,1.2209747444528595e-10,25.0,0.05342155,0.0013765848003003,0.0010403906800211,0.2,8.8,1.2209747444528595e-10,25.0,1642072,0.210915,0.0129199,1.610589999999999e-141,0.185972,0.0172027,1.42968e-250,0.149946,0.0193745,,0.24270871
29,0.019338867,0.017728634,0.02184569,14.169542,3.1071591,60.432312,1376940.0,0.001272410398685,0.2,8.0,5.908743781878587e-11,75.0,0.017524043,0.0011572531101864,0.001272410398685,0.2,8.0,5.908743781878587e-11,75.0,1161792,0.120175,0.0132683,5.558239999999998e-211,0.105717,0.0169396,0.0,0.0854509,0.0188228,0.0,0.023137269
32,0.0021997548,0.0020980823,0.0023055098,1.3440132,0.8827634,2.3539827,419760.0,0.0013035008681954,0.7,2.6,0.0001652013736073,25.0,0.0021690579596906,0.0020957932105484,0.0012918285433932,0.74,2.4,0.0002199164845625,25.0,1062517,0.0435975,0.0107929,6.69743e-43,0.038541,0.0193512,5.664609999999998e-137,0.0311407,0.021963,2.529909999999999e-176,0.48493876
