band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,58035773.0,0.1,-0.2,0.0214987877233712,0.0,0.15,-0.7,938.5808254032207,0.019959126966201834,0.0,4482
5,58035773.0,0.2,-0.3,0.0345387500954848,25.0,0.2,-0.31,78044.59987441567,0.0343787593475014,0.0,1492
8,58035773.0,0.2,0.1,0.0238572729823464,0.0,0.22,0.0,99081.87663965831,0.02322513637082442,50.0,3542
11,58035773.0,0.2,-0.1,0.0263770583836323,0.0,0.2,-0.1,23997.82049062045,0.0263770583836323,0.0,2656
14,58035773.0,0.2,-0.6,0.0204257754548353,0.0,0.2,-0.56,29415.558206019166,0.017985594248498882,0.0,5976
18,58035773.0,0.2,-0.2,0.017086247652883,0.0,0.25,-0.5,82618.43809523809,0.014432490066044301,0.0,8964
21,58035773.0,0.2,-0.5,0.0166244357522275,50.0,0.24,-0.7,41770.021792875545,0.014220468902927094,25.0,8964
24,58035773.0,0.2,-0.9,0.0067243843934656,25.0,0.2,-0.92,5027.7923593082005,0.0049463222828546455,0.0,71728
27,58035773.0,0.3,-1.1,0.0122445958959752,500.0,0.29,-1.1,81771.93167389165,0.011617855737545146,425.0,14168
31,58035773.0,0.3,-1.2,0.0333208939723552,100.0,0.5,-1.27,100000.0,0.026334898201123336,175.0,2656
