band,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,best_scale,kstest_stat_best,n_pval_0.05
2,47614.0,0.27,0.5,0.0127476089283182,0.273,0.43,99921.97885115941,0.012343560235235584,11903
5,102030.0,0.27,0.1,0.0125686365274587,0.276,0.05,91863.47490640201,0.012383366981637889,12103
8,326496.0,0.3,-0.14,0.0108589159093177,0.3,-0.138,89113.22324644822,0.01077265801173466,15304
11,904666.0,0.3,-0.17,0.0099531189370645,0.3,-0.17,23080.794586735155,0.009956375331081624,17887
14,2727602.0,0.38,-0.5,0.0073976533792084,0.39,-0.52,98273.35559667107,0.00708121136699752,35958
17,8298440.0,0.53,-0.6,0.0043839903577213,0.527,-0.6,100000.0,0.003827842065051601,129663
20,25140192.0,0.06,5.9,0.0022296526834214,0.06,5.92,3.8917887802996305e-31,0.0020918670979939574,441916
23,65734528.0,0.07,6.9,0.0026666604701747,0.07,6.91,1.7528734311165686e-26,0.0025924735190961945,288871
