band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05
2,236431730.0,219699650.0,254385660.0,6.1201754,4.4793596,8.86468,47614.0,0.27,0.5,78400.78512662045,0.012747608928318277,0.0062204080553092435
5,98143970.0,89690344.0,107740780.0,10.624524,6.5598454,16.423,102030.0,0.27,0.1,65408.32792551458,0.012568636527458765,0.004250109478285763
8,28320434.0,25856682.0,31116386.0,10.694184,6.562628,22.191256,326496.0,0.3,-0.14,89470.52881016019,0.010858915909317757,0.002376287493954915
11,6876102.5,6301162.5,7505876.5,9.706751,6.305944,16.889555,904666.0,0.3,-0.17,23080.794586735155,0.00995311893706452,0.0014276807376072355
14,1975496.8,1803219.6,2183956.0,11.606632,6.6025286,31.44463,2727602.0,0.38,-0.5,80480.61965591343,0.0073976533792084465,0.0008222587962986603
17,485698.53,434465.53,606996.75,39.58366,7.2798166,243.68784,8298440.0,0.53,-0.6,100000.0,0.004383990357721301,0.00047142713729943133
20,79569.28,68728.46,125103.484,156.66399,7.4384756,791.2451,25140192.0,0.06,5.9,4.060177944949723e-31,0.002229652683421457,0.0002708547073073513
23,19246.125,17450.877,24086.408,34.890354,5.1961956,215.3113,65734528.0,0.07,6.9,1.7813634676839115e-26,0.00266666047017472,0.00016750507336682816
