band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r_eta0,best_scale_eta0,kstest_stat_eta0,best_r,best_eta,best_scale,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,236431730.0,219699650.0,254385660.0,6.1201754,4.4793596,8.86468,47614.0,0.27,0.5,78400.78512662045,0.0127476089283182,0.0062204080553092,0.36,220.2170826146784,0.2659411622426791,0.273,0.43,99921.9788511594,0.0123435602352355,0.273,0.43,0.0123435602352355,11903,11213.7,0.0345748,6.906509999999999e-50,9380.78,0.0126725,4.5242e-07,7854.92,0.0172219,1.06921e-12,9.9077811e-07
5,98143970.0,89690344.0,107740780.0,10.624524,6.5598454,16.423,102030.0,0.27,0.1,65408.32792551458,0.0125686365274587,0.0042501094782857,0.36,220.2170826146784,0.1921630308125109,0.276,0.05,91863.474906402,0.0123833669816378,0.276,0.05,0.0123833669816378,12103,6708.89,0.0382192,6.2689999999999975e-130,5643.11,0.0145736,2.97526e-19,4619.54,0.0180373,2.89127e-29,5.0933547e-14
8,28320434.0,25856682.0,31116386.0,10.694184,6.562628,22.191256,326496.0,0.3,-0.14,89470.52881016019,0.0108589159093177,0.0023762874939549,0.36,220.2170826146784,0.0883918059214446,0.3,-0.138,89113.22324644822,0.0107726580117346,0.3,-0.138,0.0107726580117346,15304,3537.08,0.0387747,0.0,3034.31,0.0138155,1.4667199999999998e-54,2438.24,0.0165964,1.5104299999999998e-78,2.4340192000000004e-33
11,6876102.5,6301162.5,7505876.5,9.706751,6.305944,16.889555,904666.0,0.3,-0.17,23080.794586735155,0.0099531189370645,0.0014276807376072,0.39,389.4172495968936,0.012518716725564,0.3,-0.17,23080.794586735155,0.0099563753310816,0.3,-0.17,0.0099563753310816,17887,1737.68,0.0394708,0.0,1504.47,0.014177,2.277729999999999e-158,1195.95,0.0166135,2.5136199999999993e-217,2.524962699999999e-78
14,1975496.8,1803219.6,2183956.0,11.606632,6.6025286,31.44463,2727602.0,0.38,-0.5,80480.61965591343,0.0073976533792084,0.0008222587962986,0.49,1454.7081308620295,0.0155168249199133,0.39,-0.52,98273.35559667108,0.0070812113669975,0.39,-0.52,0.0070812113669975,35958,901.426,0.042106,0.0,794.95,0.0152652,0.0,619.705,0.0175398,0.0,3.1668383999999983e-119
17,485698.53,434465.53,606996.75,39.58366,7.2798166,243.68784,8298440.0,0.53,-0.6,100000.0,0.0043839903577213,0.0004714271372994,0.75,6927.655544318703,0.0200585828987074,0.527,-0.6,100000.0,0.0038278420650516,0.527,-0.6,0.0038278420650516,129663,440.845,0.0411102,0.0,389.513,0.0143538,0.0,304.076,0.0161461,0.0,4.859364299999998e-106
20,79569.28,68728.46,125103.484,156.66399,7.4384756,791.2451,25140192.0,0.06,5.9,4.060177944949723e-31,0.0022296526834214,0.0002708547073073,6.0,32797.682775530935,0.0665489846793179,0.06,5.92,3.891788780299631e-31,0.0020918670979939,0.06,5.92,0.0020918670979939,441916,179.895,0.0379412,0.0,158.807,0.0120372,0.0,126.359,0.0102807,0.0,5.5710812999999965e-96
23,19246.125,17450.877,24086.408,34.890354,5.1961956,215.3113,65734528.0,0.07,6.9,1.7813634676839115e-26,0.0026666604701747,0.0001675050733668,6.0,32797.682775530935,0.1709332805727653,0.07,6.91,1.7528734311165686e-26,0.0025924735190961,0.07,6.91,0.0025924735190961,288871,99.2943,0.0321205,0.0,86.311,0.00787264,0.0,70.4687,0.00451214,0.0,0.0
