band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,308225785648045.3,273451269409525.1,347820981532046.25,4.784382638255528,2.018529729837866,7.721871104639754,1536.0,0.011432378535539522,0.1,14.0,2.8971199873669654e-08,0.0,308225785648045.3,0.0345421467338566
5,484316818740255.0,410235321204630.8,566896468236655.0,37.90288435205701,29.592020991664747,46.42565716134908,15360.0,0.008789085981137812,0.1,8.0,2.234655603457809e-06,200.0,211655984865369.66,0.010947199134079676
8,76435849490845.98,60965070714267.48,96743159090190.88,80.3752563423678,30.18469502751134,126.67164405877448,29184.0,0.005350975191475899,0.2,8.8,100000.0,0.0,76435849490845.98,0.00794411511295786
11,10854331289466.342,8407657738665.422,15444419629568.498,157.20682323770805,12.19886354378273,419.0053736057685,59904.0,0.0029839573215836345,0.2,15.0,1669.6409596420128,200.0,7187906935130.817,0.0055460651256572695
14,382915240706646.3,352768936697353.06,415357537085272.6,8.047653118950777,5.900834296721935,12.014708554923391,119808.0,0.024063907286842157,0.1,1.3,0.30293438417519875,0.0,382915240706646.3,0.003922239300024437
17,450160785858562.6,427161082889382.3,474276286496363.1,2.131661072750499,1.5351432445244844,3.103238530001706,961536.0,0.0035487186473903004,0.1,13.0,8.086443151923942e-08,0.0,450160785858562.6,0.0013848226074512021
20,18704269974191.605,17660752003878.617,19841965899994.24,3.042926222930509,1.8575849697926607,6.365304891908117,1923072.0,0.0011171383016207598,0.2,7.1,98041.83539759209,50.0,18046823393753.63,0.0009792533989902213
23,5021861024525.271,4709823684292.783,5396335284780.166,4.895317231881658,2.390157174068188,16.139183109636352,15384576.0,0.0010400587563854646,0.1,13.0,8.763696880107413e-10,25.0,4878625373921.991,0.00034623818106116906
26,476954530885.45874,433430104699.3883,561846252435.1871,23.06920809734614,4.074611337131075,120.73766858609176,7692288.0,0.0007319136938445103,0.2,2.7,70377.4389862119,25.0,448698400000.4925,0.0004896483826868987
30,47146310400.07792,43629608461.00259,51067218444.81527,7.353610760649991,4.932850172607694,15.094830950930934,15384576.0,0.0018903302876536188,0.2,1.2,53813.62516534926,0.0,47146310400.07792,0.00034623818106116906
