layer,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500
2,16568.33,16568.33,14731.616,13576.546,12649.793,11862.659,10598.105,9583.093,8727.071,7983.393,7318.672,5727.029,0.07179765289848217,0.07183656071645245,0.07188187349304676,0.07187967386590532,0.07189518525634758,0.07274785464162248,0.0727736856825924,0.07366895786357491,0.07524900715057103,0.07754841222931286,0.09450853420236094
3,3798.775,3798.775,3624.6335,3501.095,3393.9646,3300.1401,3136.545,2993.3967,2869.1406,2757.1448,2654.2961,2390.3164,0.046846508105213014,0.04672507686972588,0.04670297546844271,0.046699376718210284,0.04671316206194759,0.04671086392019036,0.04710938461427816,0.048731028847825986,0.04986931669070449,0.05009549716609546,0.05015857933421408
4,916.6849,916.6849,898.6349,883.95465,871.0461,859.3031,838.3122,819.7977,803.07025,787.61084,773.12256,734.3335,0.034016806177939285,0.03399217363609852,0.03397159687542356,0.03395308389443147,0.03393588887396498,0.033932666687860824,0.03392884562074433,0.03392807215261029,0.03392431930277778,0.033922746087483746,0.03391094415511148
5,213.94096,213.94096,208.88458,204.98633,201.55513,198.42838,192.86726,187.93237,183.43526,179.29288,175.43222,165.19392,0.031044678340838905,0.030994406134928765,0.030954402618846077,0.03091824937964277,0.030884502266323555,0.030824312562204192,0.030776468416277902,0.030731215288896607,0.03106247665627393,0.030944901836129413,0.030594306042384223
6,48.16814,48.16814,46.853683,45.847927,44.969563,44.174625,42.76371,41.516014,40.388004,39.356647,38.400043,35.87376,0.04134999999999983,0.04134999999999983,0.04134999999999983,0.04134999999999983,0.04134999999999983,0.04134999999999983,0.04134999999999983,0.04134999999999983,0.04134999999999983,0.04134999999999983,0.04134999999999989
7,10.809623,10.809623,10.485463,10.23706,10.020367,9.824072,9.475037,9.167235,8.889666,8.636139,8.402027,7.7876105,0.07346999999999981,0.07346999999999981,0.07346999999999981,0.07346999999999981,0.07346999999999981,0.07346999999999981,0.07346999999999981,0.07346999999999981,0.07346999999999981,0.07346999999999981,0.07346999999999981
8,2.4085655,2.4085655,2.3269007,2.265808,2.2129579,2.1654184,2.081411,2.0079517,1.9421134,1.8821809,1.8270726,1.6834741,0.1193099999999998,0.1193099999999998,0.1193099999999998,0.1193099999999998,0.1193099999999998,0.1193099999999998,0.1193099999999998,0.1193099999999998,0.1193099999999998,0.1193099999999998,0.1193099999999998
9,0.58321714,0.58321714,0.56122077,0.54514813,0.53143275,0.5192377,0.4979301,0.47951216,0.4631439,0.44834656,0.43481,0.39984995,0.16943999999999976,0.16943999999999976,0.16943999999999976,0.16943999999999976,0.16943999999999976,0.16943999999999976,0.16943999999999976,0.16943999999999976,0.16943999999999976,0.16943999999999976,0.16943999999999976
10,0.17127426,0.17127426,0.16468538,0.15984574,0.15574895,0.15213506,0.14589322,0.14056301,0.13587673,0.13167872,0.12786771,0.11814997,0.2188799999999998,0.2188799999999998,0.2188799999999998,0.2188799999999998,0.2188799999999998,0.2188799999999998,0.2188799999999998,0.2188799999999998,0.2188799999999998,0.2188799999999998,0.2188799999999998
