band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,1822473700.0,1700371300.0,1952435800.0,5.2104263,4.4931355,6.0710907,100000.0,0.032484655501784,0.2,-0.4,82613.70130550564,25.0,1822473728.0,0.004293014618329405,0.03215875918324851,0.2,-0.41,87148.57081119635,0.0,1756
5,2077597400.0,1957286700.0,2201770000.0,3.2469602,2.777913,3.7653701,100000.0,0.0260771613117363,0.2,0.6,7031.734723114633,0.0,2077597440.0,0.004293014618329405,0.025724713389735365,0.22,0.4,51059.48384895452,0.0,2812
8,1658434800.0,1562720400.0,1756838000.0,3.2404633,2.8209524,3.6948435,100000.0,0.0236492306382107,0.2,0.5,6903.241824841825,0.0,1658434816.0,0.004293014618329405,0.02309093370283566,0.22,0.3,50094.30483198738,0.0,3514
11,1349044400.0,1269733600.0,1429591300.0,3.3304858,2.9992988,3.6825438,100000.0,0.0323820117959439,0.2,-0.2,32637.717418735363,0.0,1349044352.0,0.004293014618329405,0.031541061004959625,0.2,-0.17,29829.784713300607,0.0,1756
14,249059360.0,227592300.0,271579040.0,9.845659,8.417545,11.466613,100000.0,0.0201696559909474,0.2,-0.6,24284.776939835763,0.0,249059360.0,0.004293014618329405,0.019099935317854477,0.2,-0.58,22413.05361482575,0.0,5272
18,60631004.0,55454716.0,66288280.0,10.03531,7.303592,14.052322,100000.0,0.0180985522763794,0.2,-0.2,1411.2858254232865,25.0,60631004.0,0.004293014618329405,0.015812726571662883,0.25,-0.5,72179.76666666666,0.0,7030
21,27654232.0,24769062.0,30837306.0,15.86632,11.610803,22.595634,100000.0,0.0162664086475369,0.2,-0.6,2696.45298840593,0.0,27654232.0,0.004293014618329405,0.012787348148459166,0.23,-0.7,25228.141695970928,0.0,11863
24,19492980.0,16795424.0,22450416.0,29.665375,24.574068,35.52033,100000.0,0.0067595716091994,0.2,-1.0,11945.947741147742,75.0,19492980.0,0.004293014618329405,0.005758262027676819,0.19,-1.0,6996.718999633136,0.0,56250
27,5376906.5,4510249.0,6354094.5,42.0025,31.563974,57.026108,100000.0,0.013916021738628,0.2,-1.0,2114.3922743922744,350.0,2976337.5,0.004293014618329405,0.012257871414433796,0.24,-1.1,29679.337701928333,350.0,12500
31,164567.6,128540.12,218887.53,105.728,48.18379,314.09473,100000.0,0.0345017594456988,0.3,-1.2,7814.921004463238,350.0,63780.05859375,0.004293014618329405,0.027325488617871097,0.5,-1.27,94967.32965120609,450.0,2343
