layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,35140656.0,0.0,46657070.0,-1.8925973,,,4.0,0.2990333555106946,0.6,20.0,88852.5815111626,0.0,35140656.0,0.6239385421352037,0.2990333555106946,0.6,20.0,88852.5815111626,0.0,19,8610.13,0.213795,0.976128,8349.69,0.220642,0.967869,7082.41,0.21829,0.970915,0.77378693
3,2194723.8,2157541.0,2231273.2,-1.5777732,-1.605638,-1.5440341,20050.0,0.142043331624074,0.9,20.0,64407.78282215654,0.0,2194723.75,0.0095828722631873,0.1417316879128911,0.99,20.0,97942.75456611828,0.0,87,1802.2,0.0969779,1.3983699999999993e-164,1619.26,0.114939,3.29666e-231,1384.31,0.113036,1.31217e-223,0.0
4,178325.16,170864.75,186004.97,0.72104454,0.33647853,1.2570308,180942.0,0.0193749060870388,3.2,20.0,99928.07251046684,0.0,178325.16,0.0031918031669481,0.0193749060870388,3.2,20.0,99928.07251046684,0.0,4770,425.27,0.017369,7.57246e-48,381.495,0.0416229,7.993539999999999e-273,317.481,0.0397526,6.930179999999999e-249,1.9641073999999997e-59
5,97229.5,90138.92,104590.195,6.273305,5.5593953,7.0242887,922650.0,0.0063947270903318,0.2,1.7,0.0467081243818799,200.0,87963.234375,0.0014137001072041,0.0061458837205317,0.19,1.8,0.014499957512558,175.0,48654,219.344,0.0271645,0.0,196.895,0.00973774,2.0168199999999996e-76,156.43,0.00953445,2.7837499999999994e-73,1.0677695000000002e-30
6,33316.914,30328.71,36467.617,10.891587,9.727513,12.124202,4185552.0,0.0083567426811675,1.0,-1.0,47616.9296875,500.0,24491.62109375,0.000663787213541,0.0079180757337817,0.95,-1.0,46327.61539178879,450.0,31036,93.75,0.0512971,0.0,80.2805,0.0287015,0.0,66.5983,0.0351736,0.0,2.3237334e-228
7,7128.5874,6485.3955,7798.5454,10.925105,9.5789795,12.388499,17688454.0,0.0086449127810064,0.5,-1.0,3254.74169921875,100.0,6171.02587890625,0.0003229042054228,0.0071448951152663,0.52,-1.0,3504.2073478101893,175.0,34547,37.2917,0.0626606,0.0,31.8969,0.0376172,0.0,26.0877,0.0430571,0.0,0.0
8,719.8787,650.7919,795.55206,12.979091,10.335731,20.882729,72685058.0,0.0055460635301609,0.5,-1.0,311.0787658691406,150.0,599.9874877929688,0.000159295127349,0.0053983481420364,0.5,-0.99,291.1995184396082,200.0,63949,11.8162,0.0641088,0.0,10.1426,0.0382567,0.0,8.16387,0.0420583,0.0,0.0
9,62.99376,54.916595,72.645584,27.372496,15.878567,56.05747,295085108.0,0.0042269369930261,0.3,-0.8,0.9444010111143052,75.0,62.99375915527344,7.905959132202486e-05,0.0024792677116595,0.2,-0.52,0.0044914156230681,0.0,288169,3.22741,0.0635677,0.0,2.80098,0.0376218,0.0,2.1867,0.0387075,0.0,0.0
