band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,57390260.0,0.2,-0.4,0.0324704791580774,25.0,0.2,-0.41,87149.27470445013,0.032105669549855664,0.0,1751
5,57390260.0,0.2,0.6,0.0256640563210909,0.0,0.22,0.4,51085.684847953235,0.02531153592455715,0.0,2953
8,57390260.0,0.2,0.5,0.0232865797257156,0.0,0.22,0.3,50063.818749873644,0.02274424306128553,0.0,3502
11,57390260.0,0.2,-0.2,0.0322329044395836,0.0,0.2,-0.16,29157.440786617855,0.03128835428002169,0.0,1969
14,57390260.0,0.2,-0.6,0.0200755692790011,0.0,0.2,-0.58,22367.48514820465,0.019019043633123373,0.0,5253
18,57390260.0,0.2,-0.2,0.0178185214921886,25.0,0.25,-0.5,72227.3380952381,0.015535459012490094,0.0,7879
21,57390260.0,0.2,-0.6,0.0161186564793047,0.0,0.23,-0.7,25152.510817515777,0.01256701295220597,0.0,11820
24,57390260.0,0.2,-1.0,0.0067101683410433,75.0,0.19,-1.0,6971.513843644045,0.005679675858767941,0.0,56045
27,57390260.0,0.2,-1.0,0.0136860505294913,350.0,0.24,-1.1,29640.99626603139,0.012150560705080082,350.0,12619
31,57390260.0,0.3,-1.2,0.0330766764882151,350.0,0.5,-1.27,91298.95026801669,0.025912490103802865,450.0,2626
