band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,0.0132479409823304,0.0110091200744516,0.0160086280608606,50.6867981816504,24.662480912152883,80.69133295972868,196286.0,0.0022888098767978185,0.4,-0.8,0.0010247350285079375,150.0,0.009237692443100961,0.003064546013210536
3,0.2178781532324668,0.182872327836784,0.2568556288713766,41.42804821016583,32.65904504340082,52.12011675526008,218560.0,0.01547824872151507,0.1,-0.5,3.771163822220066e-13,300.0,0.12641743877097514,0.0029042351922868165
5,2.12507231307953,1.9561265060117463,2.2989650767515792,7.871349377402591,6.856902982148087,8.984187486191205,2164722.0,0.010411111388386532,0.7,-1.2,4.307018332430959,100.0,1.9744475548235993,0.0009229836449083045
6,1.6060981823861695,1.4781970847513897,1.737453449024325,7.848420845113933,6.962206264973239,8.786269623939312,1093482.0,0.011241298745764294,0.6,-1.2,2.6301688499724185,0.0,1.6060981823861697,0.001298597282831779
8,0.1530443556291901,0.1331586015499501,0.176189338852175,27.85321090863223,17.169533861085508,43.2551781187598,7087436.0,0.0038452052048983942,0.3,-0.9,0.003813813553561948,0.0,0.15304435562919017,0.0005101133783200636
9,0.0369760145067688,0.0327020778735456,0.0423516876627281,22.96829240142577,11.510381611983416,58.3503823405476,10634258.0,0.003150077026107978,0.6,-1.1,0.037731651977435623,50.0,0.03317642299092878,0.000416448565394518
11,0.0239798040843881,0.020239421191774,0.0282268733807316,38.85340129336057,27.311376285345144,60.45532116974847,13475972.0,0.008697162866034946,0.2,-1.0,1.5637427505962962e-05,25.0,0.022012122562690677,0.0003699446427616658
12,0.0108555346486583,0.008917236131078,0.0132480391033099,56.9080615295007,35.399686434763325,112.46837363543644,44379050.0,0.008414967914572937,0.1,-0.5,2.7036530642293074e-14,50.0,0.009063220581702502,0.0002038610759950154
14,0.0006189628967442,0.0004992014313885,0.0008036533223481,83.30020708750237,35.92371228949913,272.9759799775969,24986510.0,0.009686046769878331,0.1,-0.3,3.000581015306776e-16,200.0,0.0003840551124703592,0.0002716863693342104
16,0.0001565203382001,0.000108245143247,0.0002292292907322,217.46313346708703,92.12791159000128,521.2753029822525,16339162.0,0.010922629314682686,0.1,-0.3,2.4573252898661198e-17,500.0,3.145218661857404e-05,0.00033597211785773076
