band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,361354271985990.2,361354271985990.2,268853096264367.44,233864486963642.1,212099433584598.97,195445728381133.47,170903238137615.47,152589161411626.4,138055614298435.16,125585051704101.31,114537569985541.31,89155667637519.3,0.0139760704386062,0.0084329373141272,0.0138260373332764,0.0202091015702851,0.0257792036364691,0.0345685517119949,0.0414161233348512,0.0513098997713394,0.0621374699481324,0.0726673306767832,0.1009768882690774,0.030589585271514008,0.026024765342443468,0.020289178232783422,0.013773538629867965,0.008432937314127253,0.03914174346407695,,,,
5,755779683027149.8,755779683027149.8,616570131879108.8,534590216692255.2,474999904045859.5,428004984551575.06,355395219067431.2,303776070457988.75,265480586432378.12,234930218355570.6,209634660380106.16,157156743623764.53,0.0289188026861806,0.0249371221456166,0.0211314227524955,0.0195701312542088,0.0167850506426527,0.0154713543669553,0.018548481247681,0.0209565472793737,0.0231747908794792,0.0250911434004641,0.0334184617732154,0.020934212705393574,0.019793967613829216,0.018515723120304584,0.017059826990108058,0.015442967996532553,0.014632848317230995,388393054446422.94,0.01615986989496565,0.01885780770615833,0.020570042220995455
8,180852878610569.2,180852878610569.2,160905267286865.97,149066526422583.34,140087317493554.98,132800424337029.77,120570108109373.22,110463573425386.2,101840752021248.52,94307719052134.42,87884854809281.3,72945591558767.55,0.0194101755310931,0.0194101755310931,0.0194101755310931,0.0194101755310931,0.0194101755310931,0.0194101755310931,0.0179355778446027,0.0156688083532051,0.0137295073793487,0.0119880975523445,0.0142247265355819,0.013380926093462309,0.012955409658261443,0.012515746723675392,0.01201589338766429,0.011988097552344534,0.01270007254716675,,0.013536451654241624,0.014712131039825715,0.01539884562356647
11,10579923578931.871,10579923578931.871,10084917422776.348,9866310222938.664,9693348991052.092,9552586189137.371,9318537242809.846,9118827316068.98,8946307921571.047,8799475260696.74,8668030780059.835,8336914320320.985,0.0068187060656511,0.0059007967632406,0.0048481348902033,0.0039518005254381,0.0032244884782851,0.0025767399610441,0.0029740407057206,0.0033940526701742,0.0037518044945019,0.0042690759827718,0.0059570268278831,0.005449130234468469,0.004513659209586629,0.0035121782181263272,0.002762838996226703,0.0025767399610441277,0.002720852809983132,,0.003190746252798471,0.0039059348166757824,0.00473488247738596
14,159597475678128.6,159597475678128.6,142764826087397.9,133784562952098.4,127050706232528.52,121369363904946.48,112010064305586.12,104395589737310.88,98046824735282.8,92546194542082.44,87657925511850.97,75767425027172.05,0.0359099457614867,0.0345514946413912,0.0311075324235421,0.0331121624496906,0.0349009053778714,0.0302134505315777,0.0304466898643645,0.0310493281176869,0.0276056572453659,0.0280535301135602,0.0254567573230771,0.02379507485319665,0.024952103168878748,0.026276315250797433,0.02583018041041607,0.02488476329877065,0.02403437219561655,69454804083928.43,0.02545221635153383,0.024818868701032337,0.02453046361077671
17,399360220538642.75,399360220538642.75,387673769195258.3,380823417311189.44,375239126333917.9,370356375776268.1,361863756759289.6,354530847165163.8,347984982510611.9,341993469005243.25,336463511246617.6,321841261685253.7,0.0124089445821433,0.013091992494703,0.0133180176270544,0.0138237198266231,0.0139516884067347,0.0143778876688351,0.0150271428188457,0.0155973265584845,0.0159621243097491,0.0163120623452408,0.0176675332164715,0.01390606805340422,0.013743975636354877,0.013269766612593256,0.012818639874139448,0.01240894458214331,,,,,
20,126341034973569.2,126341034973569.2,121807015035378.28,119280861668825.2,117255263223580.95,115505826342600.28,112508833767575.2,109961785327124.2,107700594356897.52,105659897358784.58,103785991003525.22,98887998133286.56,0.0018234783678433,0.0015407837901349,0.0022703348050337,0.0028585857475841,0.003402816325267,0.0043604529110372,0.0052266848915365,0.0060499579936715,0.0068338200351437,0.0075816192008082,0.009692275365147,0.0038186428256671186,0.0033617569748963898,0.002817793120978969,0.0022158585270314404,0.0015407837901349128,0.0016061912164883063,,,,
23,13958546446719.416,13958546446719.416,13529236195760.729,13308211083806.738,13130019223167.057,12976236041422.809,12712832148529.314,12487476909397.678,12287577004854.324,12106253541969.146,11938879770531.72,11500201163511.15,0.0019062528610626,0.0008845650919526,0.0010151903497696,0.0013607517661987,0.001946923963954,0.0027156469374553,0.0035949436241463,0.0044559977902464,0.0052723537697387,0.0060488269130915,0.0082145455647377,0.0024304836037058117,0.0018681132550629823,0.0014217742616179294,0.0015987232824915543,0.0008845650919526715,0.002647508791728592,,,,
26,3500124268000.5537,3500124268000.5537,3389740885383.7754,3325377835884.0044,3272905524545.42,3227131670563.839,3148337274539.188,3080861438000.5283,3021166771154.6226,2967213198018.4346,2917731975549.3716,2788682440534.984,0.0019711204709258,0.0012054034654216,0.0014577395779951,0.0019150687375527,0.0024271136075819,0.003406921351827,0.0042991845568916,0.0048928578395546,0.0056383981319163,0.0063936187218595,0.0085561801417696,0.002895046390611899,0.0023910983955292738,0.0019123580175098298,0.0014577395779951097,0.0012054034654216395,0.002228555638508878,,,,
30,43210000253.40086,43210000253.40086,41007693515.95364,39832538091.39033,38898838920.10301,38100752397.65249,36750530214.3811,35613165261.314354,34618554501.90304,33731594437.224648,32927647451.099422,30867625207.569263,0.0057938808622058,0.0045882265054845,0.0045748080218936,0.0039164376887527,0.0038569081748244,0.00482680137955,0.0051228818106668,0.0059692924946522,0.0067855735628924,0.0075302503140063,0.0096605010670477,0.005570044143453603,0.005215490157904238,0.004744203792641694,0.0043129304502783974,0.003856908174824411,0.003916437688752716,,0.0039577997859086556,0.004588226505484572,0.005239490294322913
