band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,best_augmented_var,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,61.02194,61.02194,54.4969,51.86732,49.944397,48.38749,45.895676,43.91375,42.24404,40.79375,39.506668,36.30793,0.0054915942762663,0.0036111530587452,0.0064363839766848,0.0054196256387571,0.003445475834374,0.0046290803404772,0.0062928580756034,0.0045069056006375,0.005367743834343,0.0062504415242038,0.0079953369973514,0.0037266242912005754,0.0033167790969946404,49.944397,0.002941056782960357,0.0029041562337422493,0.002238959728648779,0.0017799946202962103,0.0027288814021617647,0.0029494489601601392,0.002728766779941605
3,27.5657,27.5657,23.370905,21.996891,21.00463,20.208168,18.952707,17.969973,17.153175,16.454172,15.842303,14.36073,0.0057744750122354,0.0073545089362256,0.010197065919454,0.0078959943153074,0.0060547015839875,0.0032740228744281,0.0044748669927277,0.0070248837103674,0.0093872725149443,0.0080645161112209,0.0095664375397179,0.004423924499742049,0.004231806273416794,21.996891,0.00374274449144979,0.003210662120307517,0.00315027913989141,0.0030316142437449844,0.003062469475821894,0.003132745009252258,0.00250617440562384
4,27.667393,27.667393,23.64261,22.074295,20.878902,19.892323,18.29847,17.021193,15.953966,15.0377865,14.234581,12.304541,0.00803419854196,0.0094360135991262,0.0063641847610985,0.0040300709421753,0.0042572106583351,0.008161082539454,0.0103916616831638,0.0114089391009011,0.0112908480905451,0.0099000582517796,0.0100752231438406,0.004869625083563291,0.004780376638654993,23.64261,0.004375426945651906,0.003959928429195347,0.0036774142805236568,0.003053652715192739,0.0026652492152200447,0.0034613523119030876,
5,8.644229,8.644229,7.3161283,6.764645,6.351337,6.013468,5.4742303,5.047968,4.6952515,4.394792,4.1334605,3.5134625,0.0075751381929677,0.0064615683465303,0.0041931755666871,0.0049674335297971,0.005714406566678,0.0063497162914301,0.0075930539694926,0.0087660315131989,0.0069567660560393,0.0077844373043193,0.0087066757542317,0.00526003421668886,0.005258338353728936,8.644229,0.004661963932787441,0.00453378798766834,0.004193175566687154,0.0034579845879718334,0.0032434663297916666,,
6,1.8839297,1.8839297,1.541139,1.4275742,1.3438582,1.2758925,1.168004,1.0830427,1.0126117,0.9524035,0.89990777,0.7740765,0.0071602891388655,0.0051700525532675,0.0058315926141414,0.0044301133506241,0.0050932466310426,0.0058561442198556,0.0069220695907272,0.007521386054463,0.006797809347722,0.0075728824430381,0.0094521696221632,0.005675990887672781,0.005180357986022717,1.4275742,0.004981114436686845,0.004684839411416442,0.0043030657086509105,0.003861918578339554,0.003951458514066641,0.006460361887720811,
7,0.5607745,0.5607745,0.47968796,0.44497326,0.41871846,0.39722064,0.36273214,0.3354707,0.31291124,0.29360756,0.2768126,0.23679498,0.0123237289688851,0.0107524593113911,0.0066715022276929,0.0080315124874943,0.0067108288506723,0.0054043297924204,0.0060844869303549,0.0067288765255864,0.0076229056634419,0.0081940166224723,0.0089403780892521,0.006299596845165465,0.006007066657146867,0.39722064,0.005752294071628038,0.005542433056272066,0.005404329792420476,0.0048659780062881176,0.004769660672132643,0.005441703665332587,0.0061913599473745196
8,0.24810322,0.24810322,0.20660904,0.18863353,0.1752542,0.16441207,0.14732754,0.13411511,0.12340936,0.11445585,0.10680488,0.089147784,0.017109428368556,0.0140787513844916,0.0157609690858904,0.0118180793960056,0.0135024186420843,0.0094713208219474,0.008703148692603,0.0089401834156926,0.006457779274972,0.0070705569526543,0.0090147582124802,0.007538726809993472,0.0071834856753293375,0.12850732,0.006826453016709668,0.006590242018791005,0.006457779274972025,0.006202687393389333,0.006494900397329806,0.005784981189139615,0.007377029461732243
9,0.17096965,0.17096965,0.13608545,0.12111547,0.110223405,0.10159345,0.088379785,0.07844969,0.07059171,0.06417647,0.05881658,0.0469186,0.0214238813643186,0.0189528799520662,0.0136634509572435,0.0154391619553169,0.0122940530952201,0.0119720110734055,0.0080384416034972,0.0080386264968084,0.0080385584341099,0.008038713909876,0.0080382737000177,0.008454254970324917,0.008238212846416904,0.04391948,0.008037389221340008,0.008038244517455384,0.008038259029887751,0.008038182603510524,0.008038120531833837,0.008038154881344961,0.008038189801478857
