band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,1177774300.0,1085649200.0,1276238700.0,7.8881035,6.7814355,9.279733,57824238.0,0.0323954377333863,0.1,0.2,5.859411988545563e-05,50.0,1177774336.0,0.00017859502025551177,0.031579670828362216,0.11,0.0,0.005939101315047006,0.0,1764
5,2880509200.0,2718592800.0,3046499000.0,2.9157014,2.5259113,3.3335457,57824238.0,0.0268984756793537,0.2,0.7,7808.101587301588,50.0,2813727488.0,0.00017859502025551177,0.026680361867576274,0.22,0.5,56776.544501351986,50.0,2646
8,1827356300.0,1720742100.0,1937364500.0,3.3882952,2.9265642,3.872236,57824238.0,0.0196165897613573,0.2,0.8,4189.690188310844,0.0,1827356288.0,0.00017859502025551177,0.01944661152361704,0.23,0.5,72231.53448887933,0.0,5022
11,1390923600.0,1312384900.0,1470517000.0,2.917553,2.61294,3.2383475,57824238.0,0.0295788357024006,0.2,0.2,11011.240182297171,100.0,1376875008.0,0.00017859502025551177,0.028283361003377916,0.22,0.0,82336.77013038255,25.0,2232
14,292119680.0,267472940.0,317873820.0,9.318104,8.03501,10.718221,57824238.0,0.0179148443170505,0.2,-0.4,12864.646341481017,50.0,292119680.0,0.00017859502025551177,0.01667197286029276,0.2,-0.43,14984.694164125696,0.0,6696
18,54150656.0,49803116.0,58887572.0,8.531016,6.306366,12.651335,57824238.0,0.0149949051459708,0.2,-0.1,976.7434343434328,0.0,54150656.0,0.00017859502025551177,0.013362801092509216,0.25,-0.4,48122.213122213114,0.0,10587
21,23956060.0,21429948.0,26787198.0,16.482788,11.398751,25.385132,57824238.0,0.0111610149248436,0.2,-0.5,1584.3955026455026,0.0,23956060.0,0.00017859502025551177,0.008894604654946403,0.24,-0.7,35566.3744049471,0.0,23821
24,18260452.0,15712404.0,21068972.0,30.356003,24.83296,36.771297,57824238.0,0.0096607343766903,0.2,-1.0,11621.91905871906,50.0,16359667.0,0.00017859502025551177,0.0077661693556248385,0.17,-0.9,571.3731393043063,50.0,31762
27,8273984.0,6927880.5,9753366.0,42.051674,34.199646,51.28966,57824238.0,0.0141687155014075,0.2,-1.0,2638.9008325008326,500.0,4055516.5,0.00017859502025551177,0.012186908646813321,0.23,-1.1,26689.11449832985,425.0,11910
31,240011.61,191638.56,302283.75,75.99342,46.090584,178.93135,57824238.0,0.0376684738620474,0.3,-1.2,9607.331911747233,500.0,79009.8125,0.00017859502025551177,0.03386918273855033,0.6,-1.27,100000.0,600.0,1674
