band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,1177774300.0,1085649200.0,1276238700.0,7.8881035,6.7814355,9.279733,57824238.0,0.03239543773338638,0.1,0.2,5.859411988545563e-05,50.0,1129414800.0,0.00017859502025551177
5,2880509200.0,2718592800.0,3046499000.0,2.9157014,2.5259113,3.3335457,57824238.0,0.02689847567935373,0.2,0.7,7808.101587301588,50.0,2813727500.0,0.00017859502025551177
8,1827356300.0,1720742100.0,1937364500.0,3.3882952,2.9265642,3.872236,57824238.0,0.019616589761357384,0.2,0.8,4189.690188310844,0.0,1827356300.0,0.00017859502025551177
11,1390923600.0,1312384900.0,1470517000.0,2.917553,2.61294,3.2383475,57824238.0,0.02957883570240065,0.2,0.2,11011.240182297173,100.0,1342072300.0,0.00017859502025551177
14,292119680.0,267472940.0,317873820.0,9.318104,8.03501,10.718221,57824238.0,0.01791484431705055,0.2,-0.4,12864.646341481017,50.0,278533660.0,0.00017859502025551177
18,54150656.0,49803116.0,58887572.0,8.531016,6.306366,12.651335,57824238.0,0.014994905145970822,0.2,-0.1,976.7434343434327,0.0,54150656.0,0.00017859502025551177
21,23956060.0,21429948.0,26787198.0,16.482788,11.398751,25.385132,57824238.0,0.01116101492484367,0.2,-0.5,1584.3955026455026,0.0,23956060.0,0.00017859502025551177
24,18260452.0,15712404.0,21068972.0,30.356003,24.83296,36.771297,57824238.0,0.00966073437669035,0.2,-1.0,11621.919058719059,50.0,16359667.0,0.00017859502025551177
27,8273984.0,6927880.5,9753366.0,42.051674,34.199646,51.28966,57824238.0,0.01416871550140758,0.2,-1.0,2638.9008325008326,500.0,3714665.2,0.00017859502025551177
31,240011.61,191638.56,302283.75,75.99342,46.090584,178.93135,57824238.0,0.037668473862047414,0.3,-1.2,9607.331911747231,500.0,88968.97,0.00017859502025551177
