layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,,,,,,,0.0
3,946814.56,917571.9,976698.9,-0.5385437,-0.61486703,-0.456596,19544.0
4,391889.44,377544.62,406418.84,0.024665833,-0.12435538,0.19104141,177766.0
5,115589.14,110075.95,121213.9,1.5172753,1.2089299,1.87368,820632.0
6,35460.496,32829.094,38199.375,6.683017,5.8825774,7.561228,3670424.0
7,6775.734,6192.9053,7381.213,9.732124,8.434924,11.334869,15384514.0
8,735.1625,664.8732,812.6486,13.064596,9.912193,20.730494,62976002.0
9,65.5812,57.39219,75.238235,25.35712,15.238648,48.869812,254776200.0
