filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",105.02209,27.378706,626.07263,753.903,10.089722,772.35266,262144000.0,"(2.0, 0.5, 0.044)",0.0026990619022554,0.1,2.9,4.282471107991124e-16,200.0,30.302052,8.387993035035688e-05,0.0026990619022554,0.1,2.9,4.282471107991124e-16,200.0,256000
1,"(2.0, 0.5, 0.065)",38.57423,14.07394,272.467,1018.09595,6.095307,854.14886,262144000.0,"(2.0, 0.5, 0.065)",0.0015653847159696,0.1,2.7,3.824395650842803e-16,100.0,17.732866287231445,8.387993035035688e-05,0.001504427760643079,0.11,2.3,6.84294782740047e-14,100.0,864000
2,"(2.0, 0.5, 0.096)",30.087484,8.941023,174.51154,825.7383,5.479582,847.71796,262144000.0,"(2.0, 0.5, 0.096)",0.0018328198307472,0.1,2.8,1.9078938855745424e-16,100.0,11.645986557006836,8.387993035035688e-05,0.0016104211732369533,0.09,3.0,5.396207626338507e-19,75.0,729000
3,"(2.0, 0.5, 0.141)",24.735935,4.736554,124.40084,877.8895,8.9510975,788.7432,262144000.0,"(2.0, 0.5, 0.141)",0.0025982945549073,0.1,2.7,1.1228303975891799e-16,200.0,5.611293792724609,8.387993035035688e-05,0.0021009077911441354,0.09,2.9,3.2636082308056715e-19,150.0,432000
4,"(2.0, 0.5, 0.208)",7.208369,1.5997868,39.27369,774.5641,9.087828,861.3816,262144000.0,"(2.0, 0.5, 0.208)",0.0037531313596047,0.1,2.6,4.8540667645713165e-17,200.0,1.865639567375183,8.387993035035688e-05,0.0032208182849998643,0.1,2.5,6.256161518435623e-17,175.0,182250
5,"(2.0, 0.5, 0.306)",1.0653625,0.33170462,7.509088,1051.9979,9.293052,820.31946,262144000.0,"(2.0, 0.5, 0.306)",0.0036491343015713,0.1,2.2,2.6569346310467886e-17,200.0,0.40530630946159363,8.387993035035688e-05,0.0032104009208142603,0.1,2.1,3.5010970679821906e-17,175.0,182250
6,"(2.0, 0.5, 0.45)",0.619021,0.20987047,6.490139,1823.6869,10.2553215,881.34436,262144000.0,"(2.0, 0.5, 0.45)",0.0045803426087419,0.1,1.8,4.594951920052613e-17,200.0,0.25259140133857727,8.387993035035688e-05,0.004231202206812057,0.09,2.1,1.0955200633273443e-19,175.0,108000
7,"(2.0, 1.0, 0.044)",114.91566,32.235943,1166.4084,2096.1992,7.7995496,917.3821,262144000.0,"(2.0, 1.0, 0.044)",0.0028619512892254,0.1,3.2,2.7633574562450183e-16,200.0,38.22755432128906,8.387993035035688e-05,0.002172460073338267,0.1,2.9,5.402551595272217e-16,150.0,384000
8,"(2.0, 1.0, 0.065)",62.611774,17.722,471.68472,1030.8181,9.482702,829.5453,262144000.0,"(2.0, 1.0, 0.065)",0.0025309154716277,0.1,2.8,3.5952275197001743e-16,200.0,22.555330276489258,8.387993035035688e-05,0.002129667412419011,0.09,3.0,1.0451089279280173e-18,150.0,410062
9,"(2.0, 1.0, 0.096)",22.525793,10.462228,141.66382,680.16907,7.0165014,799.027,262144000.0,"(2.0, 1.0, 0.096)",0.0024719224839302,0.1,2.6,3.495329766573535e-16,100.0,12.53613567352295,8.387993035035688e-05,0.001987482605318447,0.1,2.8,2.1837026782407485e-16,125.0,486000
10,"(2.0, 1.0, 0.141)",34.97532,6.160454,242.34747,982.7564,9.62854,883.4099,262144000.0,"(2.0, 1.0, 0.141)",0.002466231100911,0.1,2.7,1.5051930809234984e-16,200.0,7.712337493896484,8.387993035035688e-05,0.001830288591374372,0.1,2.3,4.1044535828237015e-16,150.0,576000
11,"(2.0, 1.0, 0.208)",9.606609,2.6854913,73.32974,1143.9196,8.264668,862.7132,262144000.0,"(2.0, 1.0, 0.208)",0.0034965803687864,0.1,2.4,1.2764512704513783e-16,200.0,3.246680736541748,8.387993035035688e-05,0.002415053351059848,0.09,2.6,3.8461019952104303e-19,150.0,324000
12,"(2.0, 1.0, 0.306)",3.2386072,0.8743732,15.895839,554.4735,14.36725,737.3978,262144000.0,"(2.0, 1.0, 0.306)",0.0028441432119177,0.1,2.0,1.0628450470092979e-16,200.0,0.9569840431213379,8.387993035035688e-05,0.0028044747386528623,0.09,2.4,1.8709619020352725e-19,200.0,243000
13,"(2.0, 1.0, 0.45)",0.6287056,0.22606516,5.9962063,1708.1414,8.424973,863.8887,262144000.0,"(2.0, 1.0, 0.45)",0.0048229601842907,0.1,2.0,2.729149197263438e-17,200.0,0.2620551288127899,8.387993035035688e-05,0.003828876322696073,0.09,2.2,8.658748300891755e-20,150.0,128000
14,"(3.0, 0.5, 0.044)",36.486637,21.684122,140.93718,215.37187,5.650468,612.7409,262144000.0,"(3.0, 0.5, 0.044)",0.0014514892883913,0.1,2.8,4.908236239591495e-16,50.0,26.96485710144043,8.387993035035688e-05,0.00119150426583281,0.1,3.0,3.105127581007897e-16,75.0,1296000
15,"(3.0, 0.5, 0.065)",39.038853,12.347499,519.2921,3303.9172,5.6552,917.62683,262144000.0,"(3.0, 0.5, 0.065)",0.0019388957500224,0.1,3.0,1.8178402437870526e-16,100.0,16.50342559814453,8.387993035035688e-05,0.0016991143035380851,0.1,2.8,2.874775418626867e-16,75.0,648000
16,"(3.0, 0.5, 0.096)",48.493725,10.601159,306.62747,1107.8469,7.334106,843.567,262144000.0,"(3.0, 0.5, 0.096)",0.0024784981902773,0.1,2.4,5.693386224629484e-16,100.0,13.513223648071289,8.387993035035688e-05,0.001593773030082235,0.09,2.8,9.912565034627885e-19,100.0,768000
17,"(3.0, 0.5, 0.141)",21.717463,4.69659,153.6847,1314.7622,7.6352763,880.1849,262144000.0,"(3.0, 0.5, 0.141)",0.0019047248672517,0.1,2.3,3.079924723837524e-16,100.0,5.787230491638184,8.387993035035688e-05,0.0016280689250152136,0.11,1.9,5.5165372288891655e-14,100.0,729000
18,"(3.0, 0.5, 0.208)",4.027817,1.3354969,43.281723,2197.3242,8.269064,899.4956,262144000.0,"(3.0, 0.5, 0.208)",0.004147405786374,0.1,2.5,5.156355474709374e-17,200.0,1.681991696357727,8.387993035035688e-05,0.0027406403763134413,0.09,2.6,1.9925308782222623e-19,125.0,256000
19,"(3.0, 0.5, 0.306)",1.076275,0.32680336,13.161305,2686.2625,11.503308,911.683,262144000.0,"(3.0, 0.5, 0.306)",0.006181056819461,0.1,1.7,8.424475462737494e-17,200.0,0.3123546242713928,8.387993035035688e-05,0.0054082351040629535,0.11,1.6,6.259393582760249e-15,275.0,64000
20,"(3.0, 0.5, 0.45)",0.28135923,0.069517896,5.429546,7004.489,11.161461,951.59393,262144000.0,"(3.0, 0.5, 0.45)",0.0079514944659811,0.1,1.6,2.5164692038031133e-17,200.0,0.07154888659715652,8.387993035035688e-05,0.006099578425746044,0.11,1.5,1.8630775360225806e-15,275.0,48000
21,"(3.0, 1.0, 0.044)",101.62851,30.377682,951.93585,1567.5199,9.984901,878.1379,262144000.0,"(3.0, 1.0, 0.044)",0.0027269195718757,0.1,2.8,5.7085410353466015e-16,200.0,34.05055618286133,8.387993035035688e-05,0.002424016342223792,0.09,3.1,1.2626989318278226e-18,175.0,324000
22,"(3.0, 1.0, 0.065)",33.638905,13.159378,366.86755,2228.7986,5.564628,894.0319,262144000.0,"(3.0, 1.0, 0.065)",0.0014474828052921,0.1,3.2,1.2499932876188622e-16,100.0,16.89322280883789,8.387993035035688e-05,0.0014362574971240744,0.09,3.5,2.680989766442173e-19,75.0,864000
