filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",105.02209,27.378706,626.07263,753.903,10.089722,772.35266,262144000.0,"(2.0, 0.5, 0.044)",0.0026990619022554,0.1,2.9,4.2824711079911243e-16,200.0,30.302052,8.387993035035688e-05,0.0026990619022554,0.1,2.9,4.2824711079911243e-16,200.0,256000,3.53417,0.0375877,0.0,3.12819,0.0118037,0.0,2.50098,0.0103146,0.0,0.0
1,"(2.0, 0.5, 0.065)",38.57423,14.07394,272.467,1018.09595,6.095307,854.14886,262144000.0,"(2.0, 0.5, 0.065)",0.0015653847159696,0.1,2.7,3.824395650842803e-16,100.0,17.732866287231445,8.387993035035688e-05,0.001504427760643,0.11,2.3,6.84294782740047e-14,100.0,864000,2.63435,0.0397594,0.0,2.32428,0.012993,0.0,1.86221,0.0127767,0.0,0.0
2,"(2.0, 0.5, 0.096)",30.087484,8.941023,174.51154,825.7383,5.479582,847.71796,262144000.0,"(2.0, 0.5, 0.096)",0.0018328198307472,0.1,2.8,1.9078938855745424e-16,100.0,11.645986557006836,8.387993035035688e-05,0.0016104211732369,0.09,3.0,5.396207626338507e-19,75.0,729000,2.10384,0.0410216,0.0,1.85196,0.01391,0.0,1.48799,0.0138446,0.0,0.0
3,"(2.0, 0.5, 0.141)",24.735935,4.736554,124.40084,877.8895,8.9510975,788.7432,262144000.0,"(2.0, 0.5, 0.141)",0.0025982945549073,0.1,2.7,1.1228303975891799e-16,200.0,5.611293792724609,8.387993035035688e-05,0.0021009077911441,0.09,2.9,3.2636082308056715e-19,150.0,432000,1.44499,0.0413559,0.0,1.27405,0.0146727,0.0,1.01954,0.013423,0.0,0.0
4,"(2.0, 0.5, 0.208)",7.208369,1.5997868,39.27369,774.5641,9.087828,861.3816,262144000.0,"(2.0, 0.5, 0.208)",0.0037531313596047,0.1,2.6,4.854066764571317e-17,200.0,1.865639567375183,8.387993035035688e-05,0.0032208182849998,0.1,2.5,6.256161518435623e-17,175.0,182250,0.84223,0.0414285,0.0,0.745698,0.0159849,0.0,0.592592,0.012415,0.0,0.0
5,"(2.0, 0.5, 0.306)",1.0653625,0.33170462,7.509088,1051.9979,9.293052,820.31946,262144000.0,"(2.0, 0.5, 0.306)",0.0036491343015713,0.1,2.2,2.656934631046789e-17,200.0,0.4053063094615936,8.387993035035688e-05,0.0032104009208142,0.1,2.1,3.5010970679821906e-17,175.0,182250,0.370607,0.0432923,0.0,0.329058,0.0177521,0.0,0.259899,0.0145051,0.0,0.0
6,"(2.0, 0.5, 0.45)",0.619021,0.20987047,6.490139,1823.6869,10.2553215,881.34436,262144000.0,"(2.0, 0.5, 0.45)",0.0045803426087419,0.1,1.8,4.594951920052613e-17,200.0,0.2525914013385772,8.387993035035688e-05,0.004231202206812,0.09,2.1,1.0955200633273445e-19,175.0,108000,0.276759,0.0470813,0.0,0.246056,0.0217115,0.0,0.19371,0.0175163,0.0,0.0
7,"(2.0, 1.0, 0.044)",114.91566,32.235943,1166.4084,2096.1992,7.7995496,917.3821,262144000.0,"(2.0, 1.0, 0.044)",0.0028619512892254,0.1,3.2,2.7633574562450183e-16,200.0,38.22755432128906,8.387993035035688e-05,0.0021724600733382,0.1,2.9,5.402551595272218e-16,150.0,384000,3.96034,0.0377047,0.0,3.50582,0.0119373,0.0,2.79655,0.010331,0.0,0.0
8,"(2.0, 1.0, 0.065)",62.611774,17.722,471.68472,1030.8181,9.482702,829.5453,262144000.0,"(2.0, 1.0, 0.065)",0.0025309154716277,0.1,2.8,3.5952275197001743e-16,200.0,22.555330276489254,8.387993035035688e-05,0.002129667412419,0.09,3.0,1.0451089279280173e-18,150.0,410062,2.89879,0.0398361,0.0,2.5575,0.0132447,0.0,2.04903,0.0124094,0.0,0.0
9,"(2.0, 1.0, 0.096)",22.525793,10.462228,141.66382,680.16907,7.0165014,799.027,262144000.0,"(2.0, 1.0, 0.096)",0.0024719224839302,0.1,2.6,3.495329766573535e-16,100.0,12.53613567352295,8.387993035035688e-05,0.0019874826053184,0.1,2.8,2.1837026782407482e-16,125.0,486000,2.23782,0.0392563,0.0,1.9778,0.013109,0.0,1.57859,0.0114843,0.0,0.0
