filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",105.02209,27.378706,626.07263,753.903,10.089722,772.35266,262144000.0,"(2.0, 0.5, 0.044)",0.0026990619022554396,0.1,2.9,4.2824711079911243e-16,200.0,30.302052,8.387993035035688e-05
1,"(2.0, 0.5, 0.065)",38.57423,14.07394,272.467,1018.09595,6.095307,854.14886,262144000.0,"(2.0, 0.5, 0.065)",0.0015653847159696754,0.1,2.7,3.824395650842803e-16,100.0,17.732866,8.387993035035688e-05
2,"(2.0, 0.5, 0.096)",30.087484,8.941023,174.51154,825.7383,5.479582,847.71796,262144000.0,"(2.0, 0.5, 0.096)",0.0018328198307472343,0.1,2.8,1.9078938855745424e-16,100.0,10.952781,8.387993035035688e-05
3,"(2.0, 0.5, 0.141)",24.735935,4.736554,124.40084,877.8895,8.9510975,788.7432,262144000.0,"(2.0, 0.5, 0.141)",0.0025982945549073433,0.1,2.7,1.12283039758918e-16,200.0,5.206313,8.387993035035688e-05
4,"(2.0, 0.5, 0.208)",7.208369,1.5997868,39.27369,774.5641,9.087828,861.3816,262144000.0,"(2.0, 0.5, 0.208)",0.0037531313596047555,0.1,2.6,4.854066764571317e-17,200.0,1.809404,8.387993035035688e-05
5,"(2.0, 0.5, 0.306)",1.0653625,0.33170462,7.509088,1051.9979,9.293052,820.31946,262144000.0,"(2.0, 0.5, 0.306)",0.003649134301571322,0.1,2.2,2.6569346310467883e-17,200.0,0.3930207,8.387993035035688e-05
6,"(2.0, 0.5, 0.45)",0.619021,0.20987047,6.490139,1823.6869,10.2553215,881.34436,262144000.0,"(2.0, 0.5, 0.45)",0.004580342608741919,0.1,1.8,4.594951920052613e-17,200.0,0.24535078,8.387993035035688e-05
7,"(2.0, 1.0, 0.044)",114.91566,32.235943,1166.4084,2096.1992,7.7995496,917.3821,262144000.0,"(2.0, 1.0, 0.044)",0.0028619512892254203,0.1,3.2,2.763357456245018e-16,200.0,35.70558,8.387993035035688e-05
8,"(2.0, 1.0, 0.065)",62.611774,17.722,471.68472,1030.8181,9.482702,829.5453,262144000.0,"(2.0, 1.0, 0.065)",0.0025309154716277593,0.1,2.8,3.595227519700174e-16,200.0,20.639376,8.387993035035688e-05
9,"(2.0, 1.0, 0.096)",22.525793,10.462228,141.66382,680.16907,7.0165014,799.027,262144000.0,"(2.0, 1.0, 0.096)",0.0024719224839302445,0.1,2.6,3.495329766573535e-16,100.0,13.029206,8.387993035035688e-05
10,"(2.0, 1.0, 0.141)",34.97532,6.160454,242.34747,982.7564,9.62854,883.4099,262144000.0,"(2.0, 1.0, 0.141)",0.0024662311009110427,0.1,2.7,1.5051930809234984e-16,200.0,6.9792433,8.387993035035688e-05
11,"(2.0, 1.0, 0.208)",9.606609,2.6854913,73.32974,1143.9196,8.264668,862.7132,262144000.0,"(2.0, 1.0, 0.208)",0.003496580368786438,0.1,2.4,1.2764512704513785e-16,200.0,3.0296507,8.387993035035688e-05
12,"(2.0, 1.0, 0.306)",3.2386072,0.8743732,15.895839,554.4735,14.36725,737.3978,262144000.0,"(2.0, 1.0, 0.306)",0.0028441432119177684,0.1,2.0,1.0628450470092979e-16,200.0,0.95698404,8.387993035035688e-05
13,"(2.0, 1.0, 0.45)",0.6287056,0.22606516,5.9962063,1708.1414,8.424973,863.8887,262144000.0,"(2.0, 1.0, 0.45)",0.004822960184290737,0.1,2.0,2.7291491972634376e-17,200.0,0.24573217,8.387993035035688e-05
14,"(3.0, 0.5, 0.044)",36.486637,21.684122,140.93718,215.37187,5.650468,612.7409,262144000.0,"(3.0, 0.5, 0.044)",0.0014514892883913388,0.1,2.8,4.908236239591495e-16,50.0,28.177057,8.387993035035688e-05
15,"(3.0, 0.5, 0.065)",39.038853,12.347499,519.2921,3303.9172,5.6552,917.62683,262144000.0,"(3.0, 0.5, 0.065)",0.001938895750022429,0.1,3.0,1.8178402437870529e-16,100.0,15.786083,8.387993035035688e-05
16,"(3.0, 0.5, 0.096)",48.493725,10.601159,306.62747,1107.8469,7.334106,843.567,262144000.0,"(3.0, 0.5, 0.096)",0.002478498190277373,0.1,2.4,5.693386224629484e-16,100.0,13.513224,8.387993035035688e-05
17,"(3.0, 0.5, 0.141)",21.717463,4.69659,153.6847,1314.7622,7.6352763,880.1849,262144000.0,"(3.0, 0.5, 0.141)",0.0019047248672517947,0.1,2.3,3.079924723837524e-16,100.0,5.7872305,8.387993035035688e-05
18,"(3.0, 0.5, 0.208)",4.027817,1.3354969,43.281723,2197.3242,8.269064,899.4956,262144000.0,"(3.0, 0.5, 0.208)",0.00414740578637407,0.1,2.5,5.156355474709374e-17,200.0,1.5376682,8.387993035035688e-05
19,"(3.0, 0.5, 0.306)",1.076275,0.32680336,13.161305,2686.2625,11.503308,911.683,262144000.0,"(3.0, 0.5, 0.306)",0.006181056819461017,0.1,1.7,8.424475462737495e-17,200.0,0.34272835,8.387993035035688e-05
20,"(3.0, 0.5, 0.45)",0.28135923,0.069517896,5.429546,7004.489,11.161461,951.59393,262144000.0,"(3.0, 0.5, 0.45)",0.007951494465981146,0.1,1.6,2.5164692038031133e-17,200.0,0.077406354,8.387993035035688e-05
21,"(3.0, 1.0, 0.044)",101.62851,30.377682,951.93585,1567.5199,9.984901,878.1379,262144000.0,"(3.0, 1.0, 0.044)",0.0027269195718757633,0.1,2.8,5.7085410353466015e-16,200.0,32.771423,8.387993035035688e-05
22,"(3.0, 1.0, 0.065)",33.638905,13.159378,366.86755,2228.7986,5.564628,894.0319,262144000.0,"(3.0, 1.0, 0.065)",0.0014474828052921662,0.1,3.2,1.2499932876188622e-16,100.0,16.151272,8.387993035035688e-05
23,"(3.0, 1.0, 0.096)",50.23436,9.418605,490.4124,2441.468,5.9198,944.9405,262144000.0,"(3.0, 1.0, 0.096)",0.001276117658426501,0.1,2.5,3.804332578175784e-16,100.0,11.344837,8.387993035035688e-05
24,"(3.0, 1.0, 0.141)",7.6293087,4.723534,18.65398,62.52659,7.6959443,373.6753,262144000.0,"(3.0, 1.0, 0.141)",0.00232434256344205,0.1,2.2,4.0947151099099734e-16,100.0,6.057009,8.387993035035688e-05
