band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,0.0283057052484742,0.0229898879044825,0.0346653567769177,61.32081628510636,37.83347679545029,93.20395486888128,196196.0,0.0030159376747456,0.3,-0.6,0.0001587462683878,200.0,0.0191189732916426,0.0030652486290846,0.0025354381726994,0.2,-0.22,4.916005881848606e-07,125.0,294294,0.0680713,0.0537146,0.0,0.0593773,0.0273247,1.0829299999999995e-127,0.0468786,0.0289788,1.437609999999999e-143,0.16016841
3,0.4651799125529665,0.410660433032841,0.5239659587019381,20.29146112743169,17.139902942606245,23.69161917909808,218424.0,0.0149829921525846,0.2,-1.0,0.0003304641403417,0.0,0.4295533114625466,0.0029051389631317,0.0136818929946465,0.25,-1.1,0.0062353869301396,50.0,10237,0.142569,0.0955509,0.0,0.127634,0.072374,0.0,0.0953991,0.0687338,0.0,6.0397326e-36
5,2.054687267017325,1.9018396198323195,2.2121830414682493,6.662638381788796,5.7653612991897525,7.674304067458968,2163728.0,0.0075036068321111,0.7,-1.1,3.0359158881035406,75.0,2.054687267017325,0.0009231956086551,0.0045815303543293,0.8,-1.15,4.590331197684225,0.0,85576,0.699097,0.0736678,0.0,0.598078,0.0483029,0.0,0.470542,0.0507448,0.0,7.0878062e-40
6,1.4411454616456845,1.3278298480413848,1.5578875685659237,7.673075264252146,6.762662659951387,8.657275137073565,1092936.0,0.0092433561849538,0.7,-1.2,2.931585967853489,100.0,1.4112394469099103,0.0012989215754905,0.008528783549169,0.66,-1.2,2.784246894139441,25.0,25615,0.46285,0.0847329,0.0,0.400423,0.0600029,0.0,0.306609,0.0599406,0.0,1.7597612e-69
8,0.1190596659984548,0.1049596025098038,0.1354631919900593,22.71962500535969,14.181398178478716,38.69739291236389,7083852.0,0.0032831742729424,0.5,-1.1,0.0826803236100381,0.0,0.111170632822991,0.0005102423992838,0.0020681014509434,0.5,-1.09,0.0744911771797045,25.0,442740,0.143934,0.0718252,0.0,0.123648,0.0463324,0.0,0.0967577,0.0481755,0.0,9.637657400000001e-27
9,0.0386899416740925,0.0341664775872998,0.0443927160080514,23.43275854935957,12.307169227893208,61.117049004317565,10628850.0,0.0028192341398165,0.5,-1.1,0.0250572303823554,25.0,0.0386899416740925,0.0004165544932528,0.0018922318026813,0.49,-1.1,0.0251978731529231,0.0,498226,0.0810367,0.0742248,0.0,0.0691995,0.04933,0.0,0.0541066,0.0513594,0.0,1.7561487000000003e-33
11,0.0176788206351644,0.0145498433905705,0.0213769464233639,52.74368629135056,33.99417904373474,94.05141091373622,13469170.0,0.0068649559886994,0.1,-0.4,2.3678010301781063e-14,25.0,0.0176788206351644,0.0003700380398187,0.004916004469722,0.1,-0.42,3.017083604790114e-14,0.0,78919,0.0250197,0.0861123,0.0,0.0219177,0.0617108,0.0,0.0166328,0.0602398,0.0,3.668914999999999e-283
12,0.0050199642683586,0.0039811676855244,0.0065993967811885,93.87738070157252,41.096679163677976,280.3214632827852,44356618.0,0.004551596213301,0.1,-0.4,6.4569727745097505e-15,25.0,0.0043290294394418,0.0002039126167748,0.004551596213301,0.1,-0.4,6.4569727745097505e-15,25.0,86634,0.0125905,0.0815851,0.0,0.0110799,0.057001,0.0,0.00841568,0.0552435,0.0,0.0
14,0.000373242321016,0.0002667338605857,0.000750354440958,620.0080676306759,46.07786807600814,1725.1894130759467,24973922.0,0.0076361314732269,0.1,-0.1,4.2441233769554585e-17,250.0,0.0002093236038967,0.0002717548302104,0.0063003050320314,0.08,0.2,3.0041714473243325e-22,150.0,48777,0.00355215,0.0734344,0.0,0.00316652,0.0486982,0.0,0.00241108,0.0456951,0.0,0.0
16,8.947892613223079e-05,5.777681490845301e-05,0.0001470492542854,358.2782544533732,111.1411694577884,987.7180234151382,16330930.0,0.0092008389857997,0.1,-0.1,3.5450369086908344e-18,500.0,1.5390651298247088e-05,0.0003360567820507,0.00785165243075,0.1,-0.1,3.707173282755067e-18,475.0,30274,0.00104159,0.0719806,0.0,0.000927849,0.0470741,0.0,0.000712352,0.0439331,0.0,0.0
