band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1936.0,0.1,3.7,0.015908930032478,0.0,0.1,3.7,7.117349956090086e-16,0.015908930032478,0.0,7350
7,5808.0,1.2,-1.0,0.0135926055292863,25.0,0.76,-1.0,570.098935824176,0.012287030652620157,0.0,12402
11,1936.0,1.2,-0.3,0.0179406450964556,25.0,1.2,-0.3,6.693166868573319,0.0179406450964556,25.0,5512
16,3872.0,0.4,0.1,0.014500901756731,25.0,0.43,0.0,0.4617428036823022,0.014495125932019732,25.0,8712
20,1936.0,0.1,5.2,0.012320555184778,0.0,0.1,5.2,2.810671631022208e-17,0.012320555184778,0.0,12402
23,3872.0,0.7,-0.5,0.0111026385530168,25.0,0.69,-0.5,2.017253003692499,0.010513822815574225,25.0,16537
26,4840.0,0.1,1.0,0.0084140910978051,0.0,0.1,1.0,2.7196895736321643e-14,0.0084140910978051,0.0,27564
29,7744.0,0.4,-1.1,0.0246795462485781,0.0,0.5,-1.17,138.77151394551927,0.023031991940605345,0.0,3486
32,4840.0,0.1,1.3,0.0077542465635935,0.0,0.09,1.6,8.863243964333598e-18,0.00739199976871574,0.0,34884
35,5808.0,0.1,1.1,0.0111956194170485,0.0,0.09,1.4,2.5818656979116267e-17,0.010773668523235413,0.0,16537
38,6776.0,2.1,-1.2,0.0230776772870828,75.0,2.1,-1.2,170.48487382544727,0.0230776772870828,75.0,3388
41,9680.0,0.1,-0.2,0.0260547641720255,0.0,0.15,-0.7,9.76100899632204e-05,0.02310188693673209,0.0,3630
44,3872.0,0.2,2.8,0.0113438200730128,25.0,0.19,3.0,4.251623687596977e-08,0.01131960392158271,25.0,14701
47,5808.0,0.2,2.9,0.0074177323146314,25.0,0.2,2.9,1.4077198110332817e-07,0.0074177323146314,25.0,33078
50,5808.0,0.1,10.0,0.0123265337080916,25.0,0.1,10.0,1.4887268019449137e-21,0.0123265337080916,25.0,12402
53,3872.0,0.2,9.0,0.0097777520849761,25.0,0.2,9.0,1.089031308535608e-09,0.0097777520849761,25.0,19602
56,2904.0,9.4,0.4,0.0125069466857308,25.0,9.4,0.4,0.5793579946732872,0.0125069466857308,25.0,12402
59,3872.0,1.4,0.6,0.0104776759523984,25.0,1.71,0.3,0.34563930533706927,0.010453688934509878,25.0,16537
62,3872.0,0.2,6.8,0.0126200752963986,25.0,0.2,6.8,1.701631282323135e-09,0.0126200752963986,25.0,11025
