layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,8327.673,7757.876,8938.27,5.539157,3.5776293,8.374949,13604.0,0.009411697832584665,4.9,-1.0,26486.933357962935,0.0,8327.673,0.011631562532897098
3,1202.7118,1089.3044,1329.5233,13.08885,9.018444,19.64875,54416.0,0.22146059982358107,0.3,-1.3,271.43560224938244,0.0,1202.7118,0.005818871726650881
4,481.69016,438.48044,529.3958,11.107946,7.7114415,20.912415,166649.0,0.13349999999999979,0.3,-1.3,108.71088002837583,0.0,481.69016,0.003325823185857078
5,131.08534,119.75195,143.2729,10.210282,7.3167024,15.086034,574769.0,0.0743499999999998,1.4,-1.2,534.5041928134885,0.0,131.08534,0.001791077074405122
6,34.236774,31.205149,37.663357,11.394091,7.3500323,22.88623,2125625.0,0.009091954839100969,7.2,-1.2,140.705393147774,100.0,30.675667,0.0009314325575636546
7,8.272123,7.3869514,9.387478,19.578783,10.490964,55.20462,8502500.0,0.009024636490583604,0.6,-1.1,7.824396672934732,150.0,6.879781,0.00046573589503234376
8,1.7992524,1.5502356,2.246931,49.43021,14.174963,222.78952,34010000.0,0.006508879846523041,0.2,-0.3,5.413705000170947e-05,25.0,1.6371044,0.00023287284980739854
9,0.32116124,0.26625547,0.5110867,205.94824,11.414248,832.41626,136040000.0,0.008377533540125659,0.4,-0.3,0.008182920168033144,350.0,0.21415839,0.00011643765025504601
