filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",49240.44,38882.65,60244.746,4.773906,2.8015614,11.781327,65536000.0,"(2.0, 0.5, 0.044)",0.010135146501411063,0.8,-1.0,69880.49417486331,100.0,46445.723,0.00016775858896935606
1,"(2.0, 0.5, 0.065)",17537.885,13703.031,22308.498,6.268736,3.6368756,14.473557,65536000.0,"(2.0, 0.5, 0.065)",0.006708259495582597,0.8,-1.1,32485.832004262003,50.0,16844.732,0.00016775858896935606
2,"(2.0, 0.5, 0.096)",6263.6475,4817.5923,8065.3906,8.682725,4.491842,22.594627,65536000.0,"(2.0, 0.5, 0.096)",0.007729854154101434,0.6,-1.1,6773.259732248865,50.0,5955.5444,0.00016775858896935606
3,"(2.0, 0.5, 0.141)",2366.954,1740.6023,3189.223,11.592262,5.991223,32.2453,65536000.0,"(2.0, 0.5, 0.141)",0.008107929581452566,0.5,-1.1,1546.7234293619795,50.0,2227.2817,0.00016775858896935606
4,"(2.0, 0.5, 0.208)",947.27313,670.4914,1259.5748,13.660814,7.5809073,37.590374,65536000.0,"(2.0, 0.5, 0.208)",0.009855380966987126,0.3,-0.9,22.044240809610688,50.0,884.61237,0.00016775858896935606
5,"(2.0, 0.5, 0.306)",332.079,220.95845,459.92392,18.274677,8.888781,51.722927,65536000.0,"(2.0, 0.5, 0.306)",0.008180045745303732,0.3,-1.0,10.89170910802103,100.0,289.56232,0.00016775858896935606
6,"(2.0, 0.5, 0.45)",206.10092,141.26283,293.74957,18.116974,9.422618,55.211193,65536000.0,"(2.0, 0.5, 0.45)",0.01042416137150648,0.4,-1.1,49.51584535552936,200.0,164.55853,0.00016775858896935606
7,"(2.0, 1.0, 0.044)",69678.76,56125.305,86983.69,5.7447987,3.1338263,17.97694,65536000.0,"(2.0, 1.0, 0.044)",0.006721110033888755,0.8,-1.0,100000.0,0.0,69678.76,0.00016775858896935606
8,"(2.0, 1.0, 0.065)",24894.465,19084.355,32298.969,8.052679,3.9124165,27.09439,65536000.0,"(2.0, 1.0, 0.065)",0.004756229529365247,1.2,-1.1,62584.75245254716,200.0,21673.168,0.00016775858896935606
9,"(2.0, 1.0, 0.096)",9170.179,6941.103,12031.187,10.351774,5.0993953,37.49296,65536000.0,"(2.0, 1.0, 0.096)",0.005892483548716521,0.7,-1.1,12959.207077170486,100.0,8314.747,0.00016775858896935606
10,"(2.0, 1.0, 0.141)",3411.786,2526.9001,4644.9126,13.050295,6.190512,36.505287,65536000.0,"(2.0, 1.0, 0.141)",0.006535530868118644,0.4,-1.0,699.1768672424157,0.0,3411.786,0.00016775858896935606
11,"(2.0, 1.0, 0.208)",1237.6008,843.8459,1762.8108,17.070915,7.522876,61.775856,65536000.0,"(2.0, 1.0, 0.208)",0.0071001074800405295,0.3,-0.9,30.84059389349494,0.0,1237.6008,0.00016775858896935606
12,"(2.0, 1.0, 0.306)",476.75684,316.2686,679.16846,21.40844,9.080053,73.41201,65536000.0,"(2.0, 1.0, 0.306)",0.0064702579191266985,0.3,-1.0,17.93291623019828,0.0,476.75684,0.00016775858896935606
13,"(2.0, 1.0, 0.45)",219.55444,147.09595,325.56738,28.212692,10.931027,111.60081,65536000.0,"(2.0, 1.0, 0.45)",0.009531339054206556,0.4,-1.1,49.261854441041415,200.0,163.71443,0.00016775858896935606
14,"(3.0, 0.5, 0.044)",46275.812,36950.574,58183.97,6.175399,3.5315266,16.70926,65536000.0,"(3.0, 0.5, 0.044)",0.005726823810624726,0.9,-1.1,100000.0,0.0,46275.812,0.00016775858896935606
15,"(3.0, 0.5, 0.065)",16272.881,12276.133,21326.924,8.80988,4.700518,30.205154,65536000.0,"(3.0, 0.5, 0.065)",0.007171757017501057,0.6,-1.1,18507.199447755233,0.0,16272.881,0.00016775858896935606
16,"(3.0, 0.5, 0.096)",5788.9126,4354.2285,7633.593,11.399204,5.873713,34.65229,65536000.0,"(3.0, 0.5, 0.096)",0.009667636991228745,0.5,-1.1,3781.560601128473,50.0,5445.4473,0.00016775858896935606
17,"(3.0, 0.5, 0.141)",2220.192,1562.5822,3166.1675,16.395851,7.7858744,68.72452,65536000.0,"(3.0, 0.5, 0.141)",0.011311095396907611,0.3,-1.0,83.51115759316258,0.0,2220.192,0.00016775858896935606
18,"(3.0, 0.5, 0.208)",881.74634,585.4638,1301.3792,20.031414,9.631454,62.973854,65536000.0,"(3.0, 0.5, 0.208)",0.008571504751433312,0.3,-1.0,30.256293105858678,50.0,804.38086,0.00016775858896935606
19,"(3.0, 0.5, 0.306)",324.85986,221.35338,481.7626,26.403109,11.599088,95.434364,65536000.0,"(3.0, 0.5, 0.306)",0.007095510737492067,0.3,-1.0,9.217128481841051,200.0,245.04263,0.00016775858896935606
20,"(3.0, 0.5, 0.45)",165.35185,103.10966,263.7806,30.837643,13.163085,105.322914,65536000.0,"(3.0, 0.5, 0.45)",0.009232195399603349,0.2,-0.9,0.058276512509300576,50.0,146.85681,0.00016775858896935606
21,"(3.0, 1.0, 0.044)",55034.55,42025.25,74627.88,9.970236,4.8933525,37.20221,65536000.0,"(3.0, 1.0, 0.044)",0.006017013759552575,0.6,-1.0,42365.43684245604,100.0,49892.57,0.00016775858896935606
22,"(3.0, 1.0, 0.065)",19405.799,13921.153,26041.613,12.417876,5.8479905,39.839397,65536000.0,"(3.0, 1.0, 0.065)",0.00801402571190439,0.4,-1.0,3976.8279938184237,0.0,19405.799,0.00016775858896935606
23,"(3.0, 1.0, 0.096)",7223.4434,5309.8843,10514.193,17.546509,7.7107053,68.50664,65536000.0,"(3.0, 1.0, 0.096)",0.009133390362803986,0.3,-0.9,165.50098797271534,50.0,6641.382,0.00016775858896935606
24,"(3.0, 1.0, 0.141)",2550.4194,1661.4971,3981.0115,24.598967,8.834908,104.69675,65536000.0,"(3.0, 1.0, 0.141)",0.007877992027738145,0.2,-0.7,0.3795267014276414,0.0,2550.4194,0.00016775858896935606
