band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1440.0,0.1,5.9,0.0107106330220528,0.0,0.1,5.9,4.641721933548535e-05,0.0107106330220528,0.0,16402
5,4320.0,0.1,3.2,0.0149611340038207,75.0,0.1,3.2,0.0034196946329657,0.0149611340038207,75.0,8200
8,12240.0,0.1,4.5,0.0104547846498779,150.0,0.1,4.5,8.039013794200707e-05,0.0104547846498779,150.0,17425
11,33840.0,0.2,7.7,0.0040932154769313,150.0,0.2,8.2,29507.566684136116,0.004034721835118951,175.0,114210
14,93600.0,0.1,1.3,0.0183638630219277,0.0,0.1,1.3,0.3286565507144528,0.0183638630219277,0.0,5551
17,259920.0,0.1,10.0,0.0019163041520537,0.0,0.1,10.0,6.55252642060498e-07,0.0019163041520537,0.0,493441
20,721440.0,0.1,8.0,0.0023636524398766,100.0,0.1,8.0,6.957884891201637e-07,0.0023636524398766,100.0,342400
23,2003760.0,0.1,12.0,0.000832518075732,25.0,0.1,12.0,3.887755630913541e-09,0.000832518075732,25.0,2536008
26,5560560.0,0.1,6.3,0.0005981659432234,0.0,0.1,6.3,2.1433322128414805e-07,0.0005981659432234,0.0,5278186
30,4180320.0,0.1,3.4,0.002212616341142,0.0,0.1,3.4,1.8786162063002842e-07,0.002212616341142,0.0,391905
