band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,409699152231640.4,348006953132915.25,481480672618040.5,9.640336156937057,5.704445515882331,12.87519470158866,1440.0,0.010710633022052884,0.1,5.9,4.641721933548535e-05,0.0,409699152231640.4,0.03567116747608868
5,914469442114363.2,801064427345791.9,1037220437071860.4,19.908323422492128,17.018914627920807,22.889980505484868,4320.0,0.014961134003820709,0.1,3.2,0.0034196946329657567,75.0,441861713224654.2,0.020623821110128046
8,187586356018590.44,162804875685153.5,214868827160553.7,26.983872983215612,19.902998761281463,37.3603187776164,12240.0,0.010454784649877938,0.1,4.5,8.039013794200707e-05,150.0,99194175181033.03,0.0122618370593477
11,14502054247124.256,11560761160300.264,19344921849415.4,108.8134794125483,12.728176686328792,279.1422415821502,33840.0,0.004093215476931367,0.2,7.7,38693.93763342538,150.0,9837980076023.342,0.007377771632076051
14,415428583880585.0,378769981623031.4,456264874117445.2,11.157687219279936,7.504376165632283,17.22871779415657,93600.0,0.018363863021927718,0.1,1.3,0.3286565507144528,0.0,415428583880585.0,0.004437299556044136
17,388000856616634.1,365872331680583.1,411746883889334.5,3.2785964398792435,2.2770599274394354,5.465319432520094,259920.0,0.0019163041520537383,0.1,10.0,6.55252642060498e-07,0.0,388000856616634.1,0.002663218312332404
20,73347687206759.22,67197974359933.97,81073501612177.81,10.797266414179656,5.088602735082679,31.2363202591408,721440.0,0.0023636524398766186,0.1,8.0,6.957884891201637e-07,100.0,65901787145563.75,0.001598705247273362
23,11111633183672.066,10443840672968.422,11861485937512.607,4.108979878949088,2.450015278244382,9.551923459243028,2003760.0,0.0008325180757320361,0.1,12.0,3.887755630913541e-09,25.0,10827298547846.719,0.0009593361084363511
26,3111673715826.633,2883549227954.538,3372770457394.043,7.133874646554375,4.1888784085926,16.750527905916694,5560560.0,0.0005981659432234832,0.1,6.3,2.1433322128414803e-07,0.0,3111673715826.633,0.0005759031306141694
30,35571392264.8697,32594744082.29343,38965352871.89368,9.747887149272708,6.122534669946474,21.791949190589143,4180320.0,0.0022126163411420874,0.1,3.4,1.8786162063002836e-07,0.0,35571392264.8697,0.0006642024497160474
