band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,31800.0,0.4,3.4,0.003709541989401,0.0,0.4,3.4,0.0207660199424578,0.003709541989401,0.0,135831
5,41340.0,1.2,0.7,0.0023149944594443,25.0,1.14,0.8,3.640767928508206,0.0023105417270591344,25.0,353164
8,66780.0,0.7,2.0,0.0030712829080603,50.0,0.59,2.4,0.13579878749498475,0.003056572624265619,25.0,190165
11,104940.0,0.5,2.8,0.0016725160599571,25.0,0.45,3.0,0.011051328405013884,0.0016553899495330704,0.0,672372
14,162180.0,1.5,0.5,0.002567774944978,75.0,1.57,0.5,1.0156333773944872,0.002545057425834713,100.0,273678
17,257580.0,0.5,2.3,0.0007729102014857,0.0,0.5,2.3,0.0096844817024987,0.0007729102014857,0.0,3133126
20,381600.0,0.7,1.3,0.0007827850453913,25.0,0.73,1.2,0.048552991774020476,0.0007440429456163633,25.0,3259996
23,610560.0,0.5,2.1,0.0014938239644785,25.0,0.55,1.8,0.004926779236096333,0.0014812536855624558,25.0,869332
26,973080.0,0.3,3.8,0.0008588244962439,50.0,0.3,3.8,3.1339959642668714e-06,0.0008588244962439,50.0,2463108
29,1376940.0,0.1,12.0,0.0015641391410212,75.0,0.1,12.0,5.723352581947676e-24,0.0015641391410212,75.0,774528
32,419760.0,0.2,8.7,0.0014780986586451,25.0,0.2,8.7,3.53752179324895e-12,0.0014780986586451,25.0,850969
