filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,"(2.0, 0.5, 0.044)",53968.477,42842.637,65663.234,4.5294194,2.6715407,9.9297285,65536000.0,"(2.0, 0.5, 0.044)",0.0073547851869689,0.8,-1.0,81198.94785498692,0.0,53968.4765625,0.00016775858896935606,0.005743335931561566,0.9,-1.02,99893.94699617635,0.0,54000
1,"(2.0, 0.5, 0.065)",20821.295,16402.219,26296.404,5.743,3.3426003,14.397355,65536000.0,"(2.0, 0.5, 0.065)",0.0038339913104782,0.9,-1.1,46660.56770103234,0.0,20821.294921875,0.00016775858896935606,0.003259955051662211,0.94,-1.1,48943.19122609495,0.0,182250
2,"(2.0, 0.5, 0.096)",7666.59,6005.215,9682.268,7.0840797,3.8446941,16.008696,65536000.0,"(2.0, 0.5, 0.096)",0.0044281594508295,0.8,-1.1,14162.766920426737,50.0,7666.58984375,0.00016775858896935606,0.003934078968447323,0.7,-1.09,11604.409871209384,0.0,121500
3,"(2.0, 0.5, 0.141)",3192.9138,2420.7083,4104.833,8.65482,4.7672215,21.822508,65536000.0,"(2.0, 0.5, 0.141)",0.0043648491234128,0.6,-1.1,3631.311097679864,0.0,3192.913818359375,0.00016775858896935606,0.003536461828237747,0.63,-1.1,4048.448857820362,0.0,144000
4,"(2.0, 0.5, 0.208)",1371.6312,1016.4411,1742.1873,9.491283,5.4251094,24.351202,65536000.0,"(2.0, 0.5, 0.208)",0.0053943858344614,0.6,-1.1,1477.7153161887454,50.0,1371.6312255859375,0.00016775858896935606,0.00366747642969234,0.6,-1.12,1666.3774698196173,0.0,144000
5,"(2.0, 0.5, 0.306)",537.38885,396.5403,695.8591,10.527098,5.6723113,24.628796,65536000.0,"(2.0, 0.5, 0.306)",0.0092540848686085,0.8,-1.2,1420.7924711686956,0.0,520.0572509765625,0.00016775858896935606,0.009254033544824458,0.82,-1.2,1417.84362543184,25.0,22780
6,"(2.0, 0.5, 0.45)",364.30988,267.56274,482.30508,10.603776,6.072431,26.28648,65536000.0,"(2.0, 0.5, 0.45)",0.0119557512480501,0.8,-1.2,821.215763017494,200.0,301.731201171875,0.00016775858896935606,0.011951715666532192,0.72,-1.2,688.1454244939558,250.0,13500
7,"(2.0, 1.0, 0.044)",76423.195,61806.156,95057.445,5.32518,3.04286,11.335867,65536000.0,"(2.0, 1.0, 0.044)",0.0061074990784195,0.7,-0.9,70326.058944185,50.0,73572.8515625,0.00016775858896935606,0.004090123426615966,0.8,-0.95,99460.91818222236,50.0,108000
8,"(2.0, 1.0, 0.065)",28467.82,21926.428,36817.164,7.5978727,3.7405975,19.843456,65536000.0,"(2.0, 1.0, 0.065)",0.0034857642581663,1.1,-1.1,71116.98126329879,100.0,28467.8203125,0.00016775858896935606,0.0022378758805031707,0.8,-1.07,50674.64180235277,0.0,384000
9,"(2.0, 1.0, 0.096)",11275.832,8693.419,14518.498,8.902124,4.48817,30.616276,65536000.0,"(2.0, 1.0, 0.096)",0.0033794312512906,0.9,-1.1,23113.21740121286,100.0,11275.83203125,0.00016775858896935606,0.0027269351328989,0.7,-1.08,16585.92263560556,0.0,256000
10,"(2.0, 1.0, 0.141)",4387.605,3319.58,5825.1177,10.531976,5.080832,31.424643,65536000.0,"(2.0, 1.0, 0.141)",0.0045295082923251,0.7,-1.1,6838.437902427029,0.0,4387.60498046875,0.00016775858896935606,0.0027974833206566574,0.6,-1.07,4543.312555435666,0.0,243000
11,"(2.0, 1.0, 0.208)",1762.8989,1260.4213,2366.7957,12.330162,5.9805775,43.154724,65536000.0,"(2.0, 1.0, 0.208)",0.0036100321068886,0.6,-1.1,1877.0452096405809,50.0,1694.495361328125,0.00016775858896935606,0.0036027707216912397,0.56,-1.1,1626.4936271694319,25.0,144000
12,"(2.0, 1.0, 0.306)",745.6645,528.93805,1012.0757,13.569963,6.4410796,45.177895,65536000.0,"(2.0, 1.0, 0.306)",0.0073289303209422,0.5,-1.1,482.2349124484593,50.0,649.4261474609375,0.00016775858896935606,0.007301205754028428,0.98,-1.2,2127.9999005016543,125.0,36000
13,"(2.0, 1.0, 0.45)",384.10773,284.34375,517.42163,14.839424,7.2483044,50.776234,65536000.0,"(2.0, 1.0, 0.45)",0.0098162009141836,0.8,-1.2,831.803956683483,200.0,340.03167724609375,0.00016775858896935606,0.009809208893872101,0.67,-1.2,688.9840452648979,100.0,20250
14,"(3.0, 0.5, 0.044)",51914.2,41686.004,65051.332,5.8377953,3.3291972,16.338778,65536000.0,"(3.0, 0.5, 0.044)",0.0052924469016809,0.7,-1.0,61962.30834835153,0.0,51914.19921875,0.00016775858896935606,0.003902445709347946,0.8,-1.04,85732.74768987902,0.0,128000
15,"(3.0, 0.5, 0.065)",20121.014,15447.533,26134.682,7.6497793,4.1561832,18.7133,65536000.0,"(3.0, 0.5, 0.065)",0.0048262578063631,0.8,-1.1,38804.28928934166,0.0,20121.013671875,0.00016775858896935606,0.003705790928795527,0.7,-1.08,29596.536662375664,0.0,128000
16,"(3.0, 0.5, 0.096)",7553.185,5814.3687,9803.293,9.749014,5.0442734,29.01981,65536000.0,"(3.0, 0.5, 0.096)",0.0062999351144993,0.7,-1.1,10111.2655319708,200.0,6888.43408203125,0.00016775858896935606,0.005417670238451966,0.6,-1.08,7354.609545855598,100.0,64000
17,"(3.0, 0.5, 0.141)",2907.1948,2123.0745,3915.211,12.439499,6.363569,40.227215,65536000.0,"(3.0, 0.5, 0.141)",0.0056236664910381,0.4,-1.0,595.7710817696974,0.0,2907.19482421875,0.00016775858896935606,0.004326745741750959,0.4,-1.01,617.3204664973612,0.0,96000
18,"(3.0, 0.5, 0.208)",1239.65,877.90393,1748.8369,14.423132,6.8848867,54.33668,65536000.0,"(3.0, 0.5, 0.208)",0.0041188657775185,0.5,-1.1,799.1341484917536,50.0,1239.6500244140625,0.00016775858896935606,0.0036729332250401425,0.47,-1.1,702.5156706358206,0.0,144000
19,"(3.0, 0.5, 0.306)",561.3305,413.12927,777.4939,15.390804,7.532159,61.881798,65536000.0,"(3.0, 0.5, 0.306)",0.0055684479031229,0.4,-1.1,168.90497283091682,0.0,536.079833984375,0.00016775858896935606,0.005423140448603647,0.5,-1.16,469.2575577594318,25.0,64000
20,"(3.0, 0.5, 0.45)",284.76028,202.90848,404.3398,15.329744,7.934065,57.69226,65536000.0,"(3.0, 0.5, 0.45)",0.0089834690585356,0.5,-1.2,296.6252962748209,0.0,252.70938110351562,0.00016775858896935606,0.008282430540378749,0.5,-1.19,251.6023308477853,100.0,27000
21,"(3.0, 1.0, 0.044)",61206.117,46783.438,81083.195,9.796426,5.0349927,25.327528,65536000.0,"(3.0, 1.0, 0.044)",0.0035220374327487,0.6,-1.0,49063.72441791807,50.0,61206.1171875,0.00016775858896935606,0.003512138446781554,0.5,-0.95,26496.154626623374,0.0,144000
22,"(3.0, 1.0, 0.065)",22796.803,16514.635,30120.648,11.251803,5.460247,29.790302,65536000.0,"(3.0, 1.0, 0.065)",0.0042172326723425,0.5,-1.0,11398.4013671875,0.0,22796.802734375,0.00016775858896935606,0.002575758762446617,0.49,-1.0,10641.921166923732,0.0,288000
23,"(3.0, 1.0, 0.096)",9137.883,6802.1636,13172.245,16.35892,7.0332103,61.826324,65536000.0,"(3.0, 1.0, 0.096)",0.0049700280749803,0.4,-1.0,1872.625213465299,0.0,8698.76953125,0.00016775858896935606,0.0034096336193906174,0.4,-0.98,1663.1020507657893,25.0,162000
24,"(3.0, 1.0, 0.141)",3432.6167,2363.0771,5119.747,18.990582,7.5552025,76.0019,65536000.0,"(3.0, 1.0, 0.141)",0.004919393509625,0.3,-0.9,85.53964658051478,0.0,3432.61669921875,0.00016775858896935606,0.0030697972127188833,0.36,-1.0,410.43466176071934,0.0,192000
25,"(3.0, 1.0, 0.208)",1459.5114,991.5533,2277.9783,23.97234,8.661948,92.116806,65536000.0,"(3.0, 1.0, 0.208)",0.0056070930054322,0.5,-1.1,780.3644816080731,200.0,1234.7469482421875,0.00016775858896935606,0.004581129366179146,0.4,-1.03,281.99309052963366,100.0,91125
26,"(3.0, 1.0, 0.306)",652.549,448.37283,963.86163,22.443838,8.222865,99.75556,65536000.0,"(3.0, 1.0, 0.306)",0.0044590149854313,0.4,-1.1,196.35272260832983,0.0,571.8408203125,0.00016775858896935606,0.003907121687062198,0.5,-1.15,480.53850446428555,75.0,128000
27,"(3.0, 1.0, 0.45)",318.5771,212.19495,486.20966,24.926025,9.167426,110.44149,65536000.0,"(3.0, 1.0, 0.45)",0.0095626475159413,0.5,-1.2,297.7747281392415,50.0,298.1046447753906,0.00016775858896935606,0.006490851689847421,0.4,-1.16,117.30304038424262,25.0,45562
28,"(4.0, 0.5, 0.044)",50571.727,40431.79,65892.164,6.679678,2.8838775,25.129753,65536000.0,"(4.0, 0.5, 0.044)",0.0039357096528426,0.8,-1.0,76088.32506749702,0.0,50571.7265625,0.00016775858896935606,0.0022899127686041854,0.9,-1.02,93606.66993979499,0.0,364500
29,"(4.0, 0.5, 0.065)",18909.94,14231.982,25055.006,9.745888,4.055307,39.57902,65536000.0,"(4.0, 0.5, 0.065)",0.0048881815520838,1.0,-1.1,42894.99511718751,100.0,18909.939453125,0.00016775858896935606,0.003257518215567523,0.7,-1.06,26315.30867126361,0.0,182250
30,"(4.0, 0.5, 0.096)",6842.406,5137.359,8976.54,11.165505,4.913157,52.805687,65536000.0,"(4.0, 0.5, 0.096)",0.0062216951440574,0.8,-1.1,11189.504487573477,200.0,6174.2353515625,0.00016775858896935606,0.00543428029669224,0.7,-1.09,9345.53160154399,100.0,64000
31,"(4.0, 0.5, 0.141)",2787.0925,1992.6383,4351.8726,15.390659,5.7222915,107.20398,65536000.0,"(4.0, 0.5, 0.141)",0.0063657732083584,0.6,-1.1,2819.881639366971,100.0,2787.092529296875,0.00016775858896935606,0.004699298389882478,0.5,-1.08,1803.2430960771715,0.0,81000
32,"(4.0, 0.5, 0.208)",1247.4126,903.2397,1744.5676,15.6654,6.3431206,81.22659,65536000.0,"(4.0, 0.5, 0.208)",0.0052249648219671,0.5,-1.1,800.4604763454863,50.0,1247.41259765625,0.00016775858896935606,0.0035870312536179227,0.47,-1.1,706.9147584748844,0.0,144000
33,"(4.0, 0.5, 0.306)",554.5676,392.87805,842.0141,19.098263,7.0591364,117.15437,65536000.0,"(4.0, 0.5, 0.306)",0.005539657146532,0.4,-1.1,166.87001519986728,0.0,524.513671875,0.00016775858896935606,0.004121342826750918,0.5,-1.15,440.7677914915965,25.0,108000
34,"(4.0, 0.5, 0.45)",266.8606,186.1339,383.85413,17.195349,7.6414614,88.66722,65536000.0,"(4.0, 0.5, 0.45)",0.0129259210092881,0.5,-1.2,244.1055615743001,100.0,266.860595703125,0.00016775858896935606,0.010863240964447796,0.4,-1.17,110.19911628528476,0.0,16000
35,"(4.0, 1.0, 0.044)",57588.613,42649.195,85053.41,14.231262,5.261082,80.49723,65536000.0,"(4.0, 1.0, 0.044)",0.0026600028464296,0.5,-0.9,20239.814157196968,50.0,52238.46875,0.00016775858896935606,0.0019072586149398007,0.6,-0.96,40027.12031232638,75.0,512000
36,"(4.0, 1.0, 0.065)",21983.225,16417.64,33028.25,15.000921,6.192299,66.08119,65536000.0,"(4.0, 1.0, 0.065)",0.0028490009883407,0.5,-1.0,9702.6748046875,100.0,19857.39453125,0.00016775858896935606,0.002702027042403965,0.49,-1.0,9269.757239396427,75.0,256000
37,"(4.0, 1.0, 0.096)",7936.631,5452.11,11634.319,19.419737,7.0005,89.8065,65536000.0,"(4.0, 1.0, 0.096)",0.0040259912137572,0.4,-1.0,1626.4527968012162,0.0,7251.35205078125,0.00016775858896935606,0.0030592043681328396,0.4,-0.98,1386.372914370803,50.0,192000
38,"(4.0, 1.0, 0.141)",3282.5146,2210.4067,5667.2046,30.935406,8.547705,207.98854,65536000.0,"(4.0, 1.0, 0.141)",0.0029800105536333,0.4,-1.0,598.9093206910161,50.0,3042.198974609375,0.00016775858896935606,0.002537558105665083,0.39,-1.0,551.9528356881941,25.0,288000
39,"(4.0, 1.0, 0.208)",1444.2435,948.2682,2557.7957,34.89251,8.71456,193.39052,65536000.0,"(4.0, 1.0, 0.208)",0.0043237241688141,0.5,-1.1,747.0371670193143,200.0,1189.578369140625,0.00016775858896935606,0.003060030271570025,0.4,-1.04,282.01035870691675,100.0,192000
40,"(4.0, 1.0, 0.306)",636.5207,409.50058,1040.0055,28.717112,9.065942,157.45232,65536000.0,"(4.0, 1.0, 0.306)",0.0038602543138211,0.4,-1.1,170.85811195302415,50.0,636.5206909179688,0.00016775858896935606,0.002656200257321273,0.38,-1.1,151.13549264585157,0.0,256000
41,"(4.0, 1.0, 0.45)",288.79776,194.62756,482.28543,30.239223,9.707455,156.58919,65536000.0,"(4.0, 1.0, 0.45)",0.0105821554181188,0.4,-1.2,138.8238233221514,0.0,267.96075439453125,0.00016775858896935606,0.008681089096221284,0.4,-1.19,122.29265624088501,25.0,24000
