filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,best_augmented_var,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,53968.477,53968.477,52171.2,50966.54,49009.586,0.0073547851869689,0.0079323014716665,0.0082586186613196,0.0088220320836506,0.00785389170843838,0.007629772854035766,0.007240577089208555,53968.477,0.006790796375307995,0.005743335931561566,,,,
1,20821.295,20821.295,20042.85,19518.396,18663.682,0.0038339913104782,0.0043810779880721,0.0056498831290279,0.0062025364627524,0.004447035209690697,0.004332989725911451,0.004288566250115977,20821.295,0.0038573574127007057,0.003259955051662211,,,,
2,7666.59,7666.59,7343.756,7127.6353,6774.273,0.0051563490327903,0.0044281594508295,0.0055208224586425,0.0064881815509405,0.005631955828120656,0.005245799789156125,0.005118195436883646,7666.59,0.004772144541563855,0.00439372561752982,0.004096791535641131,0.003934078968447323,,
3,3192.9138,3192.9138,3037.9436,2936.143,2771.523,0.0043648491234128,0.0065605158642772,0.0057054835631012,0.0077338531767158,0.004519667158553009,0.004950349208033833,0.004325883006193076,3192.9138,0.0042077795851418465,0.003536461828237747,,,,
4,1371.6312,1371.6312,1299.3152,1253.4283,1181.6517,0.0069045731268287,0.0053943858344614,0.0063808123142377,0.008758361081052,0.005337748452825093,0.005639038017092618,0.005088705221578005,1371.6312,0.004649135803071247,0.004323753232976513,0.004440469819447901,0.00366747642969234,,
5,537.38885,537.38885,508.363,489.04437,457.97028,0.0092540848686085,0.0092870406482313,0.0092752833182556,0.0092759027907846,0.009254262291186588,0.009254039219542598,0.00925421168837548,520.05725,0.009254033544824458,0.00925408486860857,,,,
6,364.30988,364.30988,344.50342,331.544,310.6099,0.0119721356176957,0.0119579842604853,0.0119571709788198,0.0119557512480501,0.011952021330339513,0.011951872407978459,0.011951715666532192,301.7312,0.01195205910529068,0.01195190665832907,0.011952271746917986,0.011952648873282623,0.011951986398020309,0.011951843985948729
7,76423.195,76423.195,73572.85,71612.375,68459.414,0.006877405292939,0.0061074990784195,0.0061811977185065,0.0076271816474002,0.006134728186685701,0.005659026013313584,0.005190260123268224,73572.85,0.004690275144508496,0.004090123426615966,0.004190216000034219,0.004115443004095276,,
8,28467.82,28467.82,27089.27,26213.785,24848.791,0.004231993573071,0.0038591206877963,0.0034857642581663,0.0047336819314028,0.004641771892899604,0.004284211704709415,0.003917520822783627,28467.82,0.0036104329909841908,0.0032361892883727705,0.002925722050547752,0.0026451723424471343,0.002424188866153032,0.0022378758805031707
9,11275.832,11275.832,10685.757,10313.786,9734.004,0.0035769741236502,0.0039626739798044,0.0033794312512906,0.0048775427202228,0.004699367695720658,0.0044171450090612074,0.0040665324267881164,11275.832,0.00377241271498574,0.003379431251290633,0.0031390842712871736,0.0027971004351246,0.0028159120841129703,0.0027269351328989
10,4387.605,4387.605,4129.7764,3968.928,3723.82,0.0045295082923251,0.0047172561516346,0.0051159352000462,0.0048398519989986,0.003796599199290873,0.003614269910806822,0.002972808248040755,4387.605,0.0031296757278701515,0.0027974833206566574,,,,
11,1762.8989,1762.8989,1650.4352,1580.8365,1475.1118,0.0057358418333274,0.0036100321068886,0.003718956249059,0.0049118007289836,0.0040586584215238294,0.003632049943997795,0.0036044595711932637,1694.4954,0.003603069505666301,0.0036029055263893106,0.0036027707216912397,0.0036027948967449763,,
