filter_idx,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
0,65536000.0,0.8,-1.0,0.0073547851869689,0.0,0.9,-1.02,99893.94699617635,0.005743335931561566,0.0,54000
1,65536000.0,0.9,-1.1,0.0038339913104782,0.0,0.94,-1.1,48943.19122609495,0.003259955051662211,0.0,182250
2,65536000.0,0.8,-1.1,0.0044281594508295,50.0,0.7,-1.09,11604.409871209384,0.003934078968447323,0.0,121500
3,65536000.0,0.6,-1.1,0.0043648491234128,0.0,0.63,-1.1,4048.448857820362,0.003536461828237747,0.0,144000
4,65536000.0,0.6,-1.1,0.0053943858344614,50.0,0.6,-1.12,1666.3774698196173,0.00366747642969234,0.0,144000
5,65536000.0,0.8,-1.2,0.0092540848686085,0.0,0.82,-1.2,1417.84362543184,0.009254033544824458,25.0,22780
6,65536000.0,0.8,-1.2,0.0119557512480501,200.0,0.72,-1.2,688.1454244939558,0.011951715666532192,250.0,13500
7,65536000.0,0.7,-0.9,0.0061074990784195,50.0,0.8,-0.95,99460.91818222236,0.004090123426615966,50.0,108000
8,65536000.0,1.1,-1.1,0.0034857642581663,100.0,0.8,-1.07,50674.64180235277,0.0022378758805031707,0.0,384000
9,65536000.0,0.9,-1.1,0.0033794312512906,100.0,0.7,-1.08,16585.92263560556,0.0027269351328989,0.0,256000
10,65536000.0,0.7,-1.1,0.0045295082923251,0.0,0.6,-1.07,4543.312555435666,0.0027974833206566574,0.0,243000
11,65536000.0,0.6,-1.1,0.0036100321068886,50.0,0.56,-1.1,1626.4936271694319,0.0036027707216912397,25.0,144000
12,65536000.0,0.5,-1.1,0.0073289303209422,50.0,0.98,-1.2,2127.9999005016543,0.007301205754028428,125.0,36000
13,65536000.0,0.8,-1.2,0.0098162009141836,200.0,0.67,-1.2,688.9840452648979,0.009809208893872101,100.0,20250
14,65536000.0,0.7,-1.0,0.0052924469016809,0.0,0.8,-1.04,85732.74768987902,0.003902445709347946,0.0,128000
15,65536000.0,0.8,-1.1,0.0048262578063631,0.0,0.7,-1.08,29596.536662375664,0.003705790928795527,0.0,128000
16,65536000.0,0.7,-1.1,0.0062999351144993,200.0,0.6,-1.08,7354.609545855598,0.005417670238451966,100.0,64000
17,65536000.0,0.4,-1.0,0.0056236664910381,0.0,0.4,-1.01,617.3204664973612,0.004326745741750959,0.0,96000
18,65536000.0,0.5,-1.1,0.0041188657775185,50.0,0.47,-1.1,702.5156706358206,0.0036729332250401425,0.0,144000
19,65536000.0,0.4,-1.1,0.0055684479031229,0.0,0.5,-1.16,469.2575577594318,0.005423140448603647,25.0,64000
20,65536000.0,0.5,-1.2,0.0089834690585356,0.0,0.5,-1.19,251.6023308477853,0.008282430540378749,100.0,27000
21,65536000.0,0.6,-1.0,0.0035220374327487,50.0,0.5,-0.95,26496.154626623374,0.003512138446781554,0.0,144000
22,65536000.0,0.5,-1.0,0.0042172326723425,0.0,0.49,-1.0,10641.921166923732,0.002575758762446617,0.0,288000
23,65536000.0,0.4,-1.0,0.0049700280749803,0.0,0.4,-0.98,1663.1020507657893,0.0034096336193906174,25.0,162000
24,65536000.0,0.3,-0.9,0.004919393509625,0.0,0.36,-1.0,410.43466176071934,0.0030697972127188833,0.0,192000
25,65536000.0,0.5,-1.1,0.0056070930054322,200.0,0.4,-1.03,281.99309052963366,0.004581129366179146,100.0,91125
26,65536000.0,0.4,-1.1,0.0044590149854313,0.0,0.5,-1.15,480.53850446428555,0.003907121687062198,75.0,128000
27,65536000.0,0.5,-1.2,0.0095626475159413,50.0,0.4,-1.16,117.30304038424262,0.006490851689847421,25.0,45562
28,65536000.0,0.8,-1.0,0.0039357096528426,0.0,0.9,-1.02,93606.66993979499,0.0022899127686041854,0.0,364500
29,65536000.0,1.0,-1.1,0.0048881815520838,100.0,0.7,-1.06,26315.30867126361,0.003257518215567523,0.0,182250
30,65536000.0,0.8,-1.1,0.0062216951440574,200.0,0.7,-1.09,9345.53160154399,0.00543428029669224,100.0,64000
31,65536000.0,0.6,-1.1,0.0063657732083584,100.0,0.5,-1.08,1803.2430960771715,0.004699298389882478,0.0,81000
32,65536000.0,0.5,-1.1,0.0052249648219671,50.0,0.47,-1.1,706.9147584748844,0.0035870312536179227,0.0,144000
33,65536000.0,0.4,-1.1,0.005539657146532,0.0,0.5,-1.15,440.7677914915965,0.004121342826750918,25.0,108000
34,65536000.0,0.5,-1.2,0.0129259210092881,100.0,0.4,-1.17,110.19911628528476,0.010863240964447796,0.0,16000
35,65536000.0,0.5,-0.9,0.0026600028464296,50.0,0.6,-0.96,40027.12031232638,0.0019072586149398007,75.0,512000
36,65536000.0,0.5,-1.0,0.0028490009883407,100.0,0.49,-1.0,9269.757239396427,0.002702027042403965,75.0,256000
37,65536000.0,0.4,-1.0,0.0040259912137572,0.0,0.4,-0.98,1386.372914370803,0.0030592043681328396,50.0,192000
38,65536000.0,0.4,-1.0,0.0029800105536333,50.0,0.39,-1.0,551.9528356881941,0.002537558105665083,25.0,288000
39,65536000.0,0.5,-1.1,0.0043237241688141,200.0,0.4,-1.04,282.01035870691675,0.003060030271570025,100.0,192000
40,65536000.0,0.4,-1.1,0.0038602543138211,50.0,0.38,-1.1,151.13549264585157,0.002656200257321273,0.0,256000
41,65536000.0,0.4,-1.2,0.0105821554181188,0.0,0.4,-1.19,122.29265624088501,0.008681089096221284,25.0,24000
