band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,best_augmented_var,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,45.55451,45.55451,39.32054,37.237656,35.74108,34.532166,32.611786,31.084232,29.80182,28.691685,27.70695,25.273308,0.0047126026064034,0.0061485156831003,0.0039867714027078,0.0056662799345881,0.0050829730969143,0.0062280041179068,0.0076513052081291,0.0059546741674605,0.0059411046964602,0.0059878281473711,0.0079655565473636,0.0033969513462063644,37.237656,0.0029862011495827706,0.002570353801797185,0.0024377414429412776,0.001876530050380687,0.0021326130745169536,0.0030093578584241554,,
3,28.48444,28.48444,24.131466,22.619814,21.526464,20.649717,19.273785,18.19899,17.312681,16.556507,15.896746,14.306283,0.0050062905110886,0.0097120436381076,0.0080506287406227,0.0064295738760843,0.0052060010786013,0.0046113798246844,0.0051886336883857,0.0052146868649978,0.0065854487909157,0.0061700930124067,0.0080525233589139,0.0042245710440036825,22.619814,0.003920635050233266,0.0038645747655663976,0.00342996706404421,0.0029181114365649,0.0024165859904770274,0.0020655115901715097,0.0015799126313422503,0.0015414788000003288
4,28.724295,28.724295,24.827864,23.292336,22.110811,21.130777,19.537607,18.251858,17.168156,16.230005,15.402978,13.393326,0.0069087057297951,0.0100086405510588,0.0068304659421983,0.0045010994146897,0.0052062531334681,0.0065874876484281,0.0080528224174372,0.0107910832291882,0.0119436782203954,0.0099323426379019,0.0118063950797028,0.005652130101576995,28.724295,0.005492424493861416,0.004933654591173262,0.005082096899625466,0.004501099414689704,0.003944797297687343,0.003389022093653358,0.002961074942216646,
5,17.777084,17.777084,15.633427,14.635593,13.867909,13.229787,12.189252,11.348898,10.639369,10.024916,9.483127,8.163884,0.007401738404582,0.0074788096947143,0.0085808815826882,0.0081074984949179,0.0088835750658637,0.0102892329194972,0.0103111065193027,0.0114388861377222,0.0092773676340635,0.0101432889937572,0.012679096062461,0.007639880251753828,17.777084,0.007382936287596953,0.007484719803575367,0.006495000015433135,0.005737784051645205,,,,
6,15.274871,15.274871,13.037987,12.198899,11.55006,11.007711,10.121959,9.404031,8.797143,8.271015,7.806402,6.6740522,0.0136530884985401,0.0087446481783436,0.0077797841450826,0.0094658857224676,0.0101168890077336,0.0093946615012528,0.0104781178363739,0.0105486660213829,0.0114635014114068,0.0115630076525165,0.0119643757790305,0.008328130164450814,13.037987,0.008800973049797739,0.008390134221303528,0.008007112427439941,0.007556467770115507,0.007415836802710518,0.009160980986310574,,
7,6.122095,6.122095,5.1653013,4.78715,4.5029206,4.2706122,3.8974855,3.6014593,3.3554127,3.144686,2.9606564,2.5189576,0.0138275949868157,0.0122816990730119,0.0112554670132863,0.0081048593062459,0.0075411391668954,0.0096413997147789,0.0091421402416598,0.0102213608238879,0.0104072158910791,0.0113415519824917,0.0117344980486635,0.008136759876811728,4.5029206,0.00849727841502292,0.007935366866471755,0.0076577122858508435,0.007352801635329028,0.006973977746415606,0.006992907555007161,0.008451937329024384,0.009042852709310045
8,1.5916494,1.5916494,1.1124688,1.0349892,0.9766213,0.92869925,0.85154325,0.7898749,0.7382067,0.69369084,0.6546241,0.56015074,0.0158572149873983,0.0140936051256541,0.0102248225307702,0.009546470656639,0.011371749528623,0.0078415915850369,0.0084715616329414,0.0088497255612299,0.0097687309325103,0.0100993960116339,0.0120423164931538,0.008255447279688521,0.9766213,0.00842974746735388,0.008158501731667014,0.007818683257176731,0.007457911915466003,0.007072142465261916,0.007422232121523986,0.0069020420617444955,0.009394674672847825
9,0.36750177,0.36750177,0.30942062,0.2847848,0.26591116,0.2503462,0.2253353,0.20554195,0.1891937,0.17530406,0.163285,0.1349868,0.0173524379304908,0.018094255541426,0.0139444846765953,0.0134729392841798,0.0158188739498836,0.0103136383410221,0.0118449993289634,0.0087808694324631,0.0078947195979085,0.0083296434982517,0.0102189985300586,0.008677659601700846,0.1891937,0.008221518988666791,0.008106651926690899,0.00795731627806339,0.007753181039960668,0.007457191383077504,0.0072560833401900116,0.007912362188791766,0.007774190820483973
