layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,1161.158,203.21243,2107.7688,-0.92697287,-1.8515594,1.7312441,9.0
3,2425.2432,1053.0071,4055.459,0.15566158,-1.2656608,2.378735,36.0
4,357.15024,229.49063,500.4771,1.1864228,-0.029989451,2.729288,144.0
5,82.622246,61.36151,108.28538,5.0562716,2.0130997,8.04574,576.0
6,14.347752,12.436601,16.414955,4.6947765,3.1438935,6.38095,2304.0
7,2.5390391,2.3532925,2.7322125,5.6801004,4.8504624,6.6297326,9216.0
8,0.5358418,0.49361238,0.57989323,7.7283144,6.4164033,9.39235,36864.0
9,0.09061773,0.082436316,0.0992116,10.918249,8.666598,14.344773,147456.0
10,0.010906958,0.009937312,0.0120212715,11.590162,7.4925766,26.131092,589824.0
