layer,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,kstest_stat_best,n_pval_0.05
2,552.0,0.47,5.0,0.0379954936910033,0.47,5.0,0.0379954936910033,1242
3,2208.0,0.36,0.4,0.0365676225400254,0.37,0.36,0.036365681024739305,1396
4,8832.0,0.37,-0.3,0.020497925414433,0.377,-0.31,0.019708820706125008,4968
5,35328.0,0.44,-0.6,0.0124244355175819,0.446,-0.62,0.011767854499521613,13248
6,141312.0,0.6,-0.88,0.0068942590016048,0.61,-0.889,0.006442194648659028,44712
7,565248.0,0.6,-0.96,0.0037875640359004,0.59,-0.95,0.0032034384901192675,178848
8,2260992.0,0.46,-0.9,0.0043956053973246,0.459,-0.9,0.004279484563625591,105984
9,9043968.0,0.3,-0.69,0.0063565011719594,0.3,-0.69,0.0063565011733228705,44712
10,36175872.0,0.11,0.7,0.0128999999999921,0.11,0.69,0.012899999999992029,11178
