,group,dataset,subset,transform,orientation,channel,dataset_type,obs_var,var_lower,var_upper,total_samples,initial_r,initial_eta,best_r,best_eta,best_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_best,n_pval_0.05,obs_kurt,kurt_lower,kurt_upper,intersect_roi,hull_area,hull_r_lower,hull_r_upper,hull_beta_lower,hull_beta_upper,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,github_plot,total_samples,beat_all_priors,best_prior,failure_category,failure_type
812,2,bedmap3,single,fourier,,red,geoscience,2229190.8,2046463.1,2424414.5,12760.0,0.4,-0.4,0.4,-0.39,99960.6462345828,0.0120780515281044,0.0120096670124734,0.0114574924428016,14355.0,8.789761,6.3062572,11.665107,0.0,5.8719675916953767e-05,0.36,0.4,2.775,3.3333333333333335,978.819,0.0421649,3.7738800000000007e-20,836.024,0.01793,0.000540214,679.645,0.0229461,2.87238e-06,0.069621016,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_2.jpg,12760.0,1,GenGamma,,
813,5,bedmap3,single,fourier,,red,geoscience,867467.25,789218.06,957119.7,25080.0,0.4,-0.5,0.4,-0.5,48048.302118653686,0.0055966693632492,0.0085689850163101,0.0055966693632492,56430.0,11.875949,7.2071147,22.1771,1.0,0.03458294866032413,0.1,0.5,2.0454545454545454,42.0,584.185,0.0449711,1.6299899999999998e-44,514.675,0.0182743,1.04815e-07,411.509,0.0198088,5.58148e-09,0.41039415,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_5.jpg,25080.0,1,GenGamma,,
814,8,bedmap3,single,fourier,,red,geoscience,297809.22,266661.8,334030.75,51040.0,0.5,-0.7,0.5,-0.69,60546.606263547255,0.0054671216441897,0.0060081293394333,0.0046357498438961,86130.0,17.167128,9.344622,31.05464,1.0,0.06212614984952979,0.1,0.61,1.3,36.0,324.567,0.0462786,1.971909999999999e-95,284.417,0.0201285,2.14757e-18,224.88,0.0222721,2.00048e-22,0.22200937,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_8.jpg,51040.0,1,GenGamma,,
815,11,bedmap3,single,fourier,,red,geoscience,93437.62,81947.35,107489.625,95480.0,0.4,-0.6,0.4,-0.59,5264.946808056179,0.0035328833848938,0.0043934147089092,0.0026248575323002,271893.0,26.179823,13.240024,49.926826,1.0,0.2162263278468366,0.1,1.0,0.6,40.0,172.026,0.0476964,3.3442299999999982e-189,151.277,0.0203797,7.036200000000002e-35,120.461,0.0217837,8.64092e-40,0.52536489,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_11.jpg,95480.0,1,GenGamma,,
816,14,bedmap3,single,fourier,,red,geoscience,28372.748,23879.984,34209.855,183920.0,0.4,-0.6,0.4,-0.62,1460.5856175236856,0.0038129971797942,0.0031658646059812,0.0034730286115862,155182.0,47.28226,20.544512,100.46818,1.0,0.26141123558304347,0.1,1.3,0.3846153846153846,37.0,86.3097,0.0485216,0.0,75.7317,0.0217794,3.2376499999999993e-76,60.0161,0.0232985,3.697719999999998e-87,0.023611197,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_14.jpg,183920.0,1,GenGamma,,
817,17,bedmap3,single,fourier,,red,geoscience,9490.91,7512.134,12136.646,355960.0,0.2,0.0,0.2,-0.08,0.1021206653956329,0.0041599199552229,0.0022758376081093,0.0032339018134654,177980.0,85.988396,36.84343,182.03812,1.0,0.0592121368410603,0.1,0.6,1.0,36.0,40.731,0.0506906,0.0,36.0232,0.0243155,2.935409999999998e-183,28.2246,0.0240817,9.271109999999997e-180,0.0011657777,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_17.jpg,355960.0,1,GenGamma,,
818,20,bedmap3,single,fourier,,red,geoscience,3230.207,2419.3528,4355.716,695640.0,0.1,1.1,0.1,1.0,3.283271282169978e-12,0.0047425611731233,0.0016280775250019,0.00407391824705,110052.0,130.76617,55.898933,292.45355,1.0,0.01639738305645656,0.09,0.4,1.7499999999999998,33.333333333333336,18.2233,0.0539833,0.0,16.183,0.028076,0.0,12.5136,0.0263459,0.0,1.8689835e-10,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_20.jpg,695640.0,1,GenGamma,,
819,23,bedmap3,single,fourier,,red,geoscience,1231.518,861.39404,1754.0226,1337600.0,0.1,0.7,0.09,1.0,5.395299426855671e-15,0.0088451815803634,0.0011741459132291,0.0070868086935794,35268.0,197.11214,85.63243,395.4123,0.0,0.00012758118332075732,0.09,0.12,15.0,27.77777777777778,8.05024,0.0583657,0.0,7.19784,0.0334083,0.0,5.57639,0.0292144,0.0,8.888468900000001e-59,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_23.jpg,1337600.0,1,GenGamma,,
820,26,bedmap3,single,fourier,,red,geoscience,552.4955,331.3284,916.7902,2583240.0,0.1,0.5,0.1,0.5,1.3059503978758985e-12,0.0107251991104292,0.0008449203291033,0.0096378888758118,20181.0,415.72763,122.56543,1057.7993,0.0,0.0,,,,,3.81445,0.0638747,0.0,3.41794,0.0391122,0.0,2.65418,0.034215,0.0,7.525912199999999e-209,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_26.jpg,2583240.0,1,GenGamma,,
821,29,bedmap3,single,fourier,,red,geoscience,144.86983,48.71391,433.85837,3731640.0,0.1,0.9,0.09,1.2,1.1841789106946563e-16,0.0124213356822123,0.0007029976015546,0.0114123914581585,14576.0,2696.1328,191.60127,5245.93,0.0,0.0,,,,,1.84775,0.0596434,0.0,1.6507,0.0357153,0.0,1.30475,0.0289483,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/bedmap3/single/fourier/red/plots/compare_cdf_pdf_layer_29.jpg,3731640.0,1,GenGamma,,
1260,2,surface_temp,single_eusa,fourier,,red,geoscience,25.858276,21.538898,31.256315,3066.0,2.5,-0.2,2.5,-0.2,28.2074458243013,0.0149600212171243,0.0244719982351228,0.0149600212171243,8283.0,14.594198,4.382239,24.04522,1.0,102.18042996635039,0.1,20.0,0.045,155.0,3.89893003231684,0.0250506963292276,0.0419246153042928,3.505087699662944,0.0214253167449821,0.118092695472744,2.842516026205094,0.0170421690518469,0.3316158549991053,0.4940773361263895,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_eusa/fourier/red/plots/compare_cdf_pdf_layer_2.jpg,3066.0,1,GenGamma,,
1261,5,surface_temp,single_eusa,fourier,,red,geoscience,10.01428,9.1320505,11.021665,6570.0,0.2,6.9,0.2,6.9,5.0409486358146575e-08,0.0101279164886095,0.0167295746100187,0.0101279164886095,18706.0,6.874814,3.0788999,11.377994,1.0,90.88764559913034,0.1,20.0,0.05,155.0,2.6236162924071427,0.0224672431173508,0.0025925252094051,2.3786269772416886,0.0171613091736655,0.0412421664993951,1.8920865930307944,0.0175563251622992,0.0344318207348904,0.5072605033500627,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_eusa/fourier/red/plots/compare_cdf_pdf_layer_5.jpg,6570.0,1,GenGamma,,
1262,8,surface_temp,single_eusa,fourier,,red,geoscience,4.32902,4.0027204,4.724129,11972.0,0.2,9.8,0.2,9.8,5.523184045384792e-09,0.0089605151881941,0.0123981663456158,0.0089605151881941,22726.0,8.480683,2.491161,16.310236,1.0,50.36142833330733,0.1,20.0,0.06,155.0,1.7737338772128397,0.0177574696030227,0.0010392164281076,1.6154041762867428,0.0202288370627017,0.0001095560287927,1.312345221239137,0.021577498229292,2.836836558176917e-05,0.2898520980202497,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_eusa/fourier/red/plots/compare_cdf_pdf_layer_8.jpg,11972.0,1,GenGamma,,
1263,11,surface_temp,single_eusa,fourier,,red,geoscience,1.9393346,1.7945055,2.1142485,22922.0,0.2,7.4,0.2,7.4,8.093589505921066e-09,0.0044937861354099,0.0089629558459599,0.0044937861354099,87030.0,8.111309,2.7078876,16.043634,1.0,52.74006287946606,0.1,20.0,0.05500000000000001,155.0,1.194111714199109,0.0184960872683446,3.047731491120761e-07,1.068938337436676,0.0174893730064077,1.6056055528864932e-06,0.8535288931161542,0.0187080992378437,2.122508840573735e-07,0.7418414104714164,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_eusa/fourier/red/plots/compare_cdf_pdf_layer_11.jpg,22922.0,1,GenGamma,,
1264,14,surface_temp,single_eusa,fourier,,red,geoscience,0.8768192,0.8113162,0.9542101,42778.0,0.3,3.0,0.32,2.7,0.0002059580263096,0.00291600514133,0.0065623960580264,0.0028652169652694,216562.0,7.9587727,2.9160929,15.171096,1.0,72.71837139116943,0.1,20.0,0.045,155.0,0.7867261098957254,0.0207060326744949,2.307434602109283e-16,0.6955488246745074,0.0135569122704649,2.9367914689384284e-07,0.5569313647415127,0.0147590184498406,1.5946218347173483e-08,0.8728843867238687,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_eusa/fourier/red/plots/compare_cdf_pdf_layer_14.jpg,42778.0,1,GenGamma,,
1265,17,surface_temp,single_eusa,fourier,,red,geoscience,0.3707793,0.34292385,0.40426695,79278.0,0.2,5.8,0.2,5.8,4.0054143168363505e-09,0.002562362169739,0.0048213112444791,0.002562362169739,267562.0,8.165107,2.9518015,15.523291,1.0,53.85486572871387,0.1,20.0,0.05,155.0,0.5137472698538972,0.0183801174535019,1.0743411789512482e-23,0.4531067171603041,0.0143225878383925,1.4810796827737814e-14,0.3655565083341466,0.0150893693077284,4.142316352250124e-16,0.6742697526519064,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_eusa/fourier/red/plots/compare_cdf_pdf_layer_17.jpg,79278.0,1,GenGamma,,
1266,20,surface_temp,single_eusa,fourier,,red,geoscience,0.17213468,0.15792136,0.19045652,150088.0,0.2,9.9,0.2,9.5,2.5429116196506387e-10,0.0026219630843497,0.003504454985949,0.0026087179029089,284931.0,11.482174,2.6870618,25.773785,1.0,73.51332587866786,0.1,20.0,0.05500000000000001,155.0,0.3600177909581338,0.0133691068941034,9.903237291395033e-24,0.3188465912784924,0.0185701997764745,2.1660904526126377e-45,0.2585886707725833,0.0195027648639436,5.081573088889888e-50,0.2583129858507812,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_eusa/fourier/red/plots/compare_cdf_pdf_layer_20.jpg,150088.0,1,GenGamma,,
1267,23,surface_temp,single_eusa,fourier,,red,geoscience,0.10694016,0.097771764,0.12059432,283386.0,0.4,7.5,0.38,7.9,1.9193638605213737e-05,0.0016023100857035,0.0025505970714314,0.0015815083470319,717319.0,15.977695,1.80165,47.070816,1.0,156.5790479718708,0.2,20.0,0.06,107.5,0.2970303861404846,0.0079049522213282,8.266184184494512e-16,0.2601465683734426,0.0222997417069695,7.551855370203569e-123,0.211134248348858,0.0240671982838488,5.019803581573712e-143,0.4772244313664052,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_eusa/fourier/red/plots/compare_cdf_pdf_layer_23.jpg,283386.0,1,GenGamma,,
1268,2,surface_temp,single_nwa,fourier,,red,geoscience,67.16491,59.333786,76.13058,34780.0,0.1,3.8,0.1,3.8,1.3113041606673228e-16,0.0059055333022852,0.0072774557102838,0.0059055333022852,52170.0,21.58937,12.557429,32.31125,1.0,0.09821434397263455,0.09,0.9,0.8888888888888888,64.0,4.94964,0.0395917,8.31466e-48,4.34182,0.0141468,1.78161e-06,3.54945,0.0118916,0.000106059,0.17597675,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_nwa/fourier/red/plots/compare_cdf_pdf_layer_2.jpg,34780.0,1,GenGamma,,
1269,5,surface_temp,single_nwa,fourier,,red,geoscience,17.79649,15.9936695,19.869331,88360.0,0.1,4.3,0.11,3.9,3.1038921511270965e-15,0.0034667059482819,0.0045669231359264,0.0032927178302405,167745.0,15.77504,9.753743,24.544487,1.0,0.5034895393877181,0.09,2.1,0.33333333333333326,83.00000000000001,2.80673,0.0336971,1.3242199999999994e-87,2.44368,0.00893152,1.49956e-06,2.01343,0.00677027,0.000604164,0.29281412,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_nwa/fourier/red/plots/compare_cdf_pdf_layer_5.jpg,88360.0,1,GenGamma,,
1270,8,surface_temp,single_nwa,fourier,,red,geoscience,4.8634105,4.3651767,5.459583,223720.0,0.1,4.5,0.1,4.5,3.466496429456055e-18,0.0023695207037242,0.0028705561479548,0.0023695207037242,335580.0,17.182905,8.919768,32.610714,1.0,0.5448721200234392,0.09,2.2,0.3181818181818181,84.0,1.4963,0.0338065,1.4120899999999998e-222,1.30493,0.00822433,1.42787e-13,1.07479,0.00623473,5.56621e-08,0.16183577,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_nwa/fourier/red/plots/compare_cdf_pdf_layer_8.jpg,223720.0,1,GenGamma,,
1271,11,surface_temp,single_nwa,fourier,,red,geoscience,1.2406572,1.104708,1.4140382,585620.0,0.1,4.7,0.1,4.7,6.299020380535961e-19,0.0031074550198605,0.0017744086616925,0.0031074550198605,185292.0,21.020573,8.948851,53.39664,1.0,0.2783305677661265,0.09,1.4,0.5714285714285715,94.0,0.754337,0.0329005,0.0,0.654823,0.0083988,2.6123800000000005e-36,0.541169,0.00411159,5.02081e-09,2.4452895e-05,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_nwa/fourier/red/plots/compare_cdf_pdf_layer_11.jpg,585620.0,1,GenGamma,,
1272,14,surface_temp,single_nwa,fourier,,red,geoscience,0.34665495,0.30401736,0.40642983,1510580.0,0.1,8.0,0.1,8.2,2.311071403747573e-21,0.0043558668648684,0.0011048824057798,0.0043055763179693,100818.0,30.368248,8.558439,84.83023,1.0,0.6389732918046229,0.09,2.6,0.34615384615384615,155.0,0.428821,0.0239816,0.0,0.372543,0.0119392,1.856829999999999e-187,0.306329,0.00803811,3.342469999999999e-85,9.4752012e-25,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_nwa/fourier/red/plots/compare_cdf_pdf_layer_14.jpg,1510580.0,1,GenGamma,,
1273,17,surface_temp,single_nwa,fourier,,red,geoscience,0.14620654,0.1298583,0.18288599,2753260.0,0.2,8.6,0.19,8.9,7.283823780055354e-11,0.0028216031643481,0.0008184187423702,0.0027240861487389,258117.0,46.799736,3.2223883,221.30309,1.0,77.00873163794996,0.1,20.0,0.05500000000000001,155.0,0.324654,0.0130733,0.0,0.283972,0.0184422,0.0,0.231309,0.0187623,0.0,3.582033900000001e-18,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_nwa/fourier/red/plots/compare_cdf_pdf_layer_17.jpg,2753260.0,1,GenGamma,,
1274,2,surface_temp,single_wusa,fourier,,red,geoscience,61.580887,55.568512,68.051094,3800.0,4.4,-0.3,4.4,-0.3,80.77742094784254,0.0201383983845769,0.0219869108764902,0.0201383983845769,4563.0,3.888369,2.3452559,5.7461166,1.0,52.51041482762592,0.1,20.0,0.05,144.99999999999997,6.16573,0.0296111,0.00250036,6.03689,0.0210632,0.0676861,4.53878,0.0201223,0.0909221,0.090474406,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_wusa/fourier/red/plots/compare_cdf_pdf_layer_2.jpg,3800.0,0,Student-T,,
1275,5,surface_temp,single_wusa,fourier,,red,geoscience,26.014053,24.04903,28.138296,6600.0,2.6,-0.4,2.6,-0.4,40.220112445467166,0.0087580218822335,0.0166915681272553,0.0087580218822335,25059.0,4.000454,2.6588109,5.5711923,1.0,106.70491635558434,0.1,20.0,0.045,155.0,4.17284,0.0236978,0.00118708,3.80966,0.0140262,0.147559,2.97876,0.0142765,0.134377,0.68858565,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_wusa/fourier/red/plots/compare_cdf_pdf_layer_5.jpg,6600.0,1,GenGamma,,
1276,8,surface_temp,single_wusa,fourier,,red,geoscience,12.062745,11.27011,12.916191,12800.0,0.1,9.2,0.1,9.2,4.075109739408509e-20,0.0047241597544346,0.0119909078704059,0.0047241597544346,82012.0,5.020973,3.3976386,6.827848,1.0,78.57206748372249,0.09,20.0,0.045,155.0,2.91772,0.0204662,4.34342e-05,2.54282,0.013078,0.0248689,2.05667,0.0147821,0.00736695,0.93622863,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_wusa/fourier/red/plots/compare_cdf_pdf_layer_8.jpg,12800.0,1,GenGamma,,
1277,11,surface_temp,single_wusa,fourier,,red,geoscience,5.1174536,4.7859216,5.4768972,23600.0,0.2,6.9,0.2,6.9,2.7412734255291753e-08,0.0057134502974341,0.0088333747221772,0.0057134502974341,59737.0,4.890358,3.1657596,6.9600263,1.0,33.8922491444772,0.1,20.0,0.05500000000000001,155.0,1.88845,0.0194284,3.60855e-08,1.72031,0.0171555,1.83117e-06,1.37888,0.0167881,3.29991e-06,0.42265765,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_wusa/fourier/red/plots/compare_cdf_pdf_layer_11.jpg,23600.0,1,GenGamma,,
1278,14,surface_temp,single_wusa,fourier,,red,geoscience,2.5326269,2.3543637,2.723265,42600.0,0.3,2.7,0.28,3.0,8.224990240669469e-05,0.0048680860467529,0.0065760837328246,0.0048471762619152,80872.0,5.964999,4.144544,8.240971,1.0,8.059943736969435,0.1,20.0,0.05,155.0,1.27188,0.0230145,4.937110000000001e-20,1.13832,0.0139918,1.12934e-07,0.922872,0.0126103,2.58925e-06,0.26865892,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_wusa/fourier/red/plots/compare_cdf_pdf_layer_14.jpg,42600.0,1,GenGamma,,
1279,17,surface_temp,single_wusa,fourier,,red,geoscience,1.1106193,1.0298989,1.1986434,76600.0,0.1,9.7,0.1,9.7,2.169801530453197e-21,0.0034574218329414,0.004904828517426,0.0034574218329414,155286.0,6.8311205,4.6231194,9.882161,1.0,26.481117707008465,0.09,20.0,0.045,155.0,0.838648,0.0219368,1.8779400000000004e-32,0.740228,0.012693,3.78071e-11,0.601121,0.0112409,7.7711e-09,0.31836231,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_wusa/fourier/red/plots/compare_cdf_pdf_layer_17.jpg,76600.0,1,GenGamma,,
1280,20,surface_temp,single_wusa,fourier,,red,geoscience,0.51861805,0.4790348,0.56178325,134800.0,0.1,10.0,0.1,9.8,9.015808988462238e-22,0.0043142480600254,0.0036977785815262,0.0042649441860266,101100.0,7.6190224,5.305815,10.442851,1.0,1.46129594374815,0.09,4.9,0.2040816326530612,155.0,0.570367,0.0213121,1.28397e-53,0.497995,0.0139594,3.02087e-23,0.405758,0.0112312,3.37446e-15,0.014792068,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_wusa/fourier/red/plots/compare_cdf_pdf_layer_20.jpg,134800.0,1,GenGamma,,
1281,23,surface_temp,single_wusa,fourier,,red,geoscience,0.26762676,0.24547908,0.2928821,240000.0,0.1,13.0,0.1,13.0,4.061201000249117e-23,0.0038949866166195,0.0027715117984752,0.0038949866166195,120000.0,9.905209,5.223661,16.917023,1.0,34.9910084030097,0.1,20.0,0.05500000000000001,155.0,0.420374,0.0178489,7.5671e-67,0.368335,0.0161127,1.48848e-54,0.3002,0.0146633,2.97109e-45,0.0013719678,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_wusa/fourier/red/plots/compare_cdf_pdf_layer_23.jpg,240000.0,1,GenGamma,,
1282,26,surface_temp,single_wusa,fourier,,red,geoscience,0.1926643,0.17482217,0.21437228,436200.0,0.2,7.7,0.2,7.5,6.847963746527251e-10,0.0041774121007476,0.002055927013051,0.0039441545340003,122680.0,13.902239,5.989383,27.466166,1.0,59.24773227978083,0.1,20.0,0.05500000000000001,155.0,0.360478,0.0150632,2.112739999999999e-86,0.314929,0.0184705,1.0665799999999994e-129,0.257856,0.0179853,5.3809399999999976e-123,2.5462564e-06,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_wusa/fourier/red/plots/compare_cdf_pdf_layer_26.jpg,436200.0,1,GenGamma,,
1283,2,surface_temp,single_SA,fourier,,red,geoscience,66.86941,62.079567,72.00284,11550.0,0.5,0.3,0.58,0.1,8.287457195603588,0.0079185417952454,0.0126223691711441,0.0078507551058038,29235.0,6.2627707,4.413926,8.48233,1.0,8.224090409879922,0.1,20.0,0.04,104.99999999999999,6.28278,0.0311527,3.58043e-10,5.51379,0.0108822,0.128742,4.42516,0.00918595,0.282231,0.47252672,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_SA/fourier/red/plots/compare_cdf_pdf_layer_2.jpg,11550.0,1,GenGamma,,
1284,5,surface_temp,single_SA,fourier,,red,geoscience,18.143387,16.999537,19.358454,36190.0,0.4,0.5,0.33,0.9,0.0303485740702162,0.0055534953593574,0.0071343717685856,0.0054231184383367,61069.0,4.3354855,3.1067142,5.9467564,1.0,1.136598494004666,0.1,4.7,0.1702127659574468,105.99999999999999,3.39977,0.0304463,1.4046500000000002e-29,2.96602,0.00845705,0.0112287,2.42191,0.0102584,0.000977301,0.23672692,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_SA/fourier/red/plots/compare_cdf_pdf_layer_5.jpg,36190.0,1,GenGamma,,
1285,8,surface_temp,single_SA,fourier,,red,geoscience,5.475629,5.122441,5.8527665,116160.0,0.1,6.2,0.1,6.2,4.2614556251284474e-19,0.0039390143698611,0.0039833299767728,0.0039390143698611,116160.0,4.706276,3.4077444,7.4441686,1.0,0.9510095692294205,0.09,3.7,0.21621621621621623,109.0,1.81004,0.030329,2.9179999999999977e-93,1.59166,0.00830195,2.21101e-07,1.28562,0.00770175,2.0603e-06,0.054250508,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_SA/fourier/red/plots/compare_cdf_pdf_layer_8.jpg,116160.0,1,GenGamma,,
1286,11,surface_temp,single_SA,fourier,,red,geoscience,1.4417305,1.3459864,1.5429815,368170.0,0.1,5.9,0.1,5.9,1.5685583040035142e-19,0.0043892532583184,0.0022377891699699,0.0043892532583184,92042.0,5.055871,3.8920777,7.0936003,1.0,0.2817625771765646,0.09,1.6,0.5625,100.0,0.908808,0.031128,,0.789419,0.00873023,8.410440000000001e-25,0.645135,0.00627996,4.86773e-13,1.376699e-06,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_SA/fourier/red/plots/compare_cdf_pdf_layer_11.jpg,368170.0,1,GenGamma,,
1287,14,surface_temp,single_SA,fourier,,red,geoscience,0.39058506,0.36210054,0.42490724,1177000.0,0.1,7.8,0.1,8.0,3.748557093657864e-21,0.0044427774335161,0.0012516817549922,0.0042202114152072,104737.0,7.354391,4.082936,22.179052,1.0,0.7305065319127603,0.09,2.9,0.3103448275862069,144.99999999999997,0.489933,0.0255749,0.0,0.427197,0.0116075,3.590109999999998e-138,0.350163,0.00806202,7.099309999999999e-67,1.2357663000000001e-18,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/surface_temp/single_SA/fourier/red/plots/compare_cdf_pdf_layer_14.jpg,1177000.0,1,GenGamma,,
