sort_column,total_samples,dataset,subset,transform,orientation,channel,group,kstest_stat_best,kstest_stat_cutoff_0.05,pass,beat_all_priors,failure_category,failure_type,github_plot,Notes,Column 1
1163,16384000,pastis,full,gabor,,green,36,0.000300,0.0003355,1,TRUE,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/green/plots/compare_cdf_pdf_layer_36.jpg,,1
1164,16384000,pastis,full,gabor,,green,37,0.000361,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/green/plots/compare_cdf_pdf_layer_37.jpg,,1
1165,16384000,pastis,full,gabor,,green,38,0.000905,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/green/plots/compare_cdf_pdf_layer_38.jpg,,1
1166,16384000,pastis,full,gabor,,green,39,0.001886,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/green/plots/compare_cdf_pdf_layer_39.jpg,,1
1167,16384000,pastis,full,gabor,,green,40,0.003140,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/green/plots/compare_cdf_pdf_layer_40.jpg,,1
1168,16384000,pastis,full,gabor,,green,41,0.003456,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/green/plots/compare_cdf_pdf_layer_41.jpg,,1
1169,16384000,pastis,full,gabor,,red,0,0.000921,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_0.jpg,,
1170,16384000,pastis,full,gabor,,red,1,0.000771,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_1.jpg,,
1171,16384000,pastis,full,gabor,,red,2,0.000246,0.0003355,1,TRUE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_2.jpg,,
1172,16384000,pastis,full,gabor,,red,3,0.000927,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_3.jpg,,
1173,16384000,pastis,full,gabor,,red,4,0.001697,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_4.jpg,,
1174,16384000,pastis,full,gabor,,red,5,0.002121,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_5.jpg,,
1175,16384000,pastis,full,gabor,,red,6,0.002323,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_6.jpg,,
1176,16384000,pastis,full,gabor,,red,7,0.000634,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_7.jpg,,
1177,16384000,pastis,full,gabor,,red,8,0.000560,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_8.jpg,,
1178,16384000,pastis,full,gabor,,red,9,0.000463,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_9.jpg,,
1179,16384000,pastis,full,gabor,,red,10,0.000599,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_10.jpg,,
1180,16384000,pastis,full,gabor,,red,11,0.001297,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_11.jpg,,
1181,16384000,pastis,full,gabor,,red,12,0.002556,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_12.jpg,,
1182,16384000,pastis,full,gabor,,red,13,0.002588,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_13.jpg,,
1183,16384000,pastis,full,gabor,,red,14,0.000813,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_14.jpg,,
1184,16384000,pastis,full,gabor,,red,15,0.000398,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_15.jpg,,
1185,16384000,pastis,full,gabor,,red,16,0.001219,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_16.jpg,,
1186,16384000,pastis,full,gabor,,red,17,0.002143,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_17.jpg,,
1187,16384000,pastis,full,gabor,,red,18,0.003644,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_18.jpg,,
1188,16384000,pastis,full,gabor,,red,19,0.002998,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_19.jpg,,
1189,16384000,pastis,full,gabor,,red,20,0.003680,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_20.jpg,,
1190,16384000,pastis,full,gabor,,red,21,0.000675,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_21.jpg,,
1191,16384000,pastis,full,gabor,,red,22,0.000737,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_22.jpg,,
1192,16384000,pastis,full,gabor,,red,23,0.000352,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_23.jpg,,
1193,16384000,pastis,full,gabor,,red,24,0.001328,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_24.jpg,,
1194,16384000,pastis,full,gabor,,red,25,0.002460,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_25.jpg,,
1195,16384000,pastis,full,gabor,,red,26,0.003576,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_26.jpg,,
1196,16384000,pastis,full,gabor,,red,27,0.004418,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_27.jpg,,
1197,16384000,pastis,full,gabor,,red,28,0.000729,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_28.jpg,,
1198,16384000,pastis,full,gabor,,red,29,0.000761,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_29.jpg,,
1199,16384000,pastis,full,gabor,,red,30,0.000496,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_30.jpg,,
1200,16384000,pastis,full,gabor,,red,31,0.000889,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_31.jpg,,
1201,16384000,pastis,full,gabor,,red,32,0.002393,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_32.jpg,,
1202,16384000,pastis,full,gabor,,red,33,0.003093,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_33.jpg,,
1203,16384000,pastis,full,gabor,,red,34,0.003645,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_34.jpg,,
1204,16384000,pastis,full,gabor,,red,35,0.000547,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_35.jpg,,
1205,16384000,pastis,full,gabor,,red,36,0.000529,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_36.jpg,,
1206,16384000,pastis,full,gabor,,red,37,0.000604,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_37.jpg,,
1207,16384000,pastis,full,gabor,,red,38,0.001452,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_38.jpg,,
1208,16384000,pastis,full,gabor,,red,39,0.002314,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_39.jpg,,
1209,16384000,pastis,full,gabor,,red,40,0.003276,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_40.jpg,,
1210,16384000,pastis,full,gabor,,red,41,0.004289,0.0003355,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/gabor/red/plots/compare_cdf_pdf_layer_41.jpg,,
1211,49152000,pastis,full,learned,dual_color,,2,0.004594,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_2.jpg,,
1212,49152000,pastis,full,learned,dual_color,,4,0.002994,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_4.jpg,,
1213,49152000,pastis,full,learned,dual_color,,5,0.008207,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_5.jpg,,
1214,49152000,pastis,full,learned,dual_color,,17,0.013496,0.0001937,FALSE,1,borderline,large peak,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_17.jpg,,
1215,49152000,pastis,full,learned,dual_color,,20,0.002513,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_20.jpg,,
1216,49152000,pastis,full,learned,dual_color,,38,0.005194,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_38.jpg,,
1217,49152000,pastis,full,learned,dual_color,,42,0.003721,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_42.jpg,,
1218,49152000,pastis,full,learned,dual_color,,44,0.006005,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_44.jpg,,
1219,49152000,pastis,full,learned,dual_color,,47,0.001598,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_47.jpg,,
1220,49152000,pastis,full,learned,dual_color,,56,0.006017,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_56.jpg,,
1221,49152000,pastis,full,learned,dual_color,,59,0.002110,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_59.jpg,,
1222,49152000,pastis,full,learned,misc,,60,0.026673,0.0001937,FALSE,1,trivial_failure,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_60.jpg,,
1223,49152000,pastis,full,learned,misc,,62,0.011270,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_62.jpg,,
1224,49152000,pastis,full,learned,multi_edge,,9,0.003446,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_9.jpg,,
1225,49152000,pastis,full,learned,multi_edge,,16,0.002528,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_16.jpg,,
1226,49152000,pastis,full,learned,multi_edge,,18,0.004112,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_18.jpg,,
1227,49152000,pastis,full,learned,multi_edge,,22,0.003593,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_22.jpg,,
1228,49152000,pastis,full,learned,multi_edge,,25,0.004686,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_25.jpg,,
1229,49152000,pastis,full,learned,multi_edge,,27,0.003018,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_27.jpg,,
1230,49152000,pastis,full,learned,multi_edge,,33,0.002946,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_33.jpg,,
1231,49152000,pastis,full,learned,multi_edge,,41,0.002569,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_41.jpg,,
1232,49152000,pastis,full,learned,multi_edge,,54,0.004428,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_54.jpg,,
1233,49152000,pastis,full,learned,multi_edge,,63,0.002411,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_63.jpg,,
1234,49152000,pastis,full,learned,single_edge,,3,0.004068,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_3.jpg,,
1235,49152000,pastis,full,learned,single_edge,,6,0.005223,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_6.jpg,,
1236,49152000,pastis,full,learned,single_edge,,11,0.003900,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_11.jpg,,
1237,49152000,pastis,full,learned,single_edge,,12,0.003874,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_12.jpg,,
1238,49152000,pastis,full,learned,single_edge,,13,0.004249,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_13.jpg,,
1239,49152000,pastis,full,learned,single_edge,,48,0.005242,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_48.jpg,,
1240,49152000,pastis,full,learned,single_edge,,49,0.002576,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_49.jpg,,
1241,49152000,pastis,full,learned,single_edge,,55,0.004426,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_55.jpg,,
1242,49152000,pastis,full,learned,single_edge,,57,0.003974,0.0001937,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/learned/plots/compare_cdf_pdf_layer_57.jpg,,
1243,159,pastis,full,wavelet,diagonal,blue,2,0.008936,0.0339524,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_2.jpg,,
1244,636,pastis,full,wavelet,diagonal,blue,3,0.008748,0.0170031,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_3.jpg,,
1245,2544,pastis,full,wavelet,diagonal,blue,4,0.002594,0.0085082,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_4.jpg,,
1246,10176,pastis,full,wavelet,diagonal,blue,5,0.001581,0.0042557,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_5.jpg,,
1247,40704,pastis,full,wavelet,diagonal,blue,6,0.003371,0.0021283,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_6.jpg,,
1248,162816,pastis,full,wavelet,diagonal,blue,7,0.004022,0.0010642,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_7.jpg,,
1249,651264,pastis,full,wavelet,diagonal,blue,8,0.003352,0.0005321,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_8.jpg,,
1250,159,pastis,full,wavelet,diagonal,gray,2,0.013772,0.0339524,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_2.jpg,,
1251,636,pastis,full,wavelet,diagonal,gray,3,0.008449,0.0170031,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_3.jpg,,
1252,2544,pastis,full,wavelet,diagonal,gray,4,0.002735,0.0085082,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_4.jpg,,
1253,10176,pastis,full,wavelet,diagonal,gray,5,0.001533,0.0042557,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_5.jpg,,
1254,40704,pastis,full,wavelet,diagonal,gray,6,0.003556,0.0021283,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_6.jpg,,
1255,162816,pastis,full,wavelet,diagonal,gray,7,0.005075,0.0010642,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_7.jpg,,
1256,651264,pastis,full,wavelet,diagonal,gray,8,0.004349,0.0005321,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_8.jpg,,
1257,159,pastis,full,wavelet,diagonal,green,2,0.011869,0.0339524,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_2.jpg,,
1258,636,pastis,full,wavelet,diagonal,green,3,0.007931,0.0170031,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_3.jpg,,
1259,2544,pastis,full,wavelet,diagonal,green,4,0.002828,0.0085082,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_4.jpg,,
1260,10176,pastis,full,wavelet,diagonal,green,5,0.001606,0.0042557,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_5.jpg,,
1261,40704,pastis,full,wavelet,diagonal,green,6,0.003945,0.0021283,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_6.jpg,,
1262,162816,pastis,full,wavelet,diagonal,green,7,0.004735,0.0010642,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_7.jpg,,
1263,651264,pastis,full,wavelet,diagonal,green,8,0.003998,0.0005321,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_8.jpg,,
1264,159,pastis,full,wavelet,diagonal,red,2,0.011116,0.0339524,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_2.jpg,,
1265,636,pastis,full,wavelet,diagonal,red,3,0.009979,0.0170031,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_3.jpg,,
1266,2544,pastis,full,wavelet,diagonal,red,4,0.003818,0.0085082,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_4.jpg,,
1267,10176,pastis,full,wavelet,diagonal,red,5,0.002137,0.0042557,TRUE,1,actually_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_5.jpg,,
1268,40704,pastis,full,wavelet,diagonal,red,6,0.003693,0.0021283,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_6.jpg,,
1269,162816,pastis,full,wavelet,diagonal,red,7,0.005363,0.0010642,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_7.jpg,,
1270,651264,pastis,full,wavelet,diagonal,red,8,0.004424,0.0005321,FALSE,1,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_8.jpg,,
