sort_column,total_samples,dataset,subset,transform,orientation,channel,group,kstest_stat_best,kstest_stat_cutoff_0.05,pass,beat_all_priors,failure_category,failure_type,github_plot,Notes,Column 1
670,2627993,coco,indoor,wavelet,vertical,red,9,0.013976,0.0002649,FALSE,1,borderline,asymmetric,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/wavelet/vertical/red/plots/compare_cdf_pdf_layer_9.jpg,,
671,65536000,coco,outdoor,gabor,,blue,0,0.006080,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_0.jpg,,
672,65536000,coco,outdoor,gabor,,blue,1,0.004115,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_1.jpg,,
673,65536000,coco,outdoor,gabor,,blue,2,0.004882,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_2.jpg,,
674,65536000,coco,outdoor,gabor,,blue,3,0.003122,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_3.jpg,,
675,65536000,coco,outdoor,gabor,,blue,4,0.004257,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_4.jpg,,
676,65536000,coco,outdoor,gabor,,blue,5,0.009466,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_5.jpg,,
677,65536000,coco,outdoor,gabor,,blue,6,0.010303,0.0001678,1,FALSE,borderline,other,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_6.jpg,,
678,65536000,coco,outdoor,gabor,,blue,7,0.002443,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_7.jpg,,
679,65536000,coco,outdoor,gabor,,blue,8,0.002093,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_8.jpg,,
680,65536000,coco,outdoor,gabor,,blue,9,0.002641,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_9.jpg,,
681,65536000,coco,outdoor,gabor,,blue,10,0.002334,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_10.jpg,,
682,65536000,coco,outdoor,gabor,,blue,11,0.002796,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_11.jpg,,
683,65536000,coco,outdoor,gabor,,blue,12,0.006008,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_12.jpg,,
684,65536000,coco,outdoor,gabor,,blue,13,0.010551,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_13.jpg,,
685,65536000,coco,outdoor,gabor,,blue,14,0.003836,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_14.jpg,,
686,65536000,coco,outdoor,gabor,,blue,15,0.004478,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_15.jpg,,
687,65536000,coco,outdoor,gabor,,blue,16,0.003651,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_16.jpg,,
688,65536000,coco,outdoor,gabor,,blue,17,0.003522,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_17.jpg,,
689,65536000,coco,outdoor,gabor,,blue,18,0.003346,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_18.jpg,,
690,65536000,coco,outdoor,gabor,,blue,19,0.004645,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_19.jpg,,
691,65536000,coco,outdoor,gabor,,blue,20,0.007906,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_20.jpg,,
692,65536000,coco,outdoor,gabor,,blue,21,0.003677,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_21.jpg,,
693,65536000,coco,outdoor,gabor,,blue,22,0.002762,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_22.jpg,,
694,65536000,coco,outdoor,gabor,,blue,23,0.004388,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_23.jpg,,
695,65536000,coco,outdoor,gabor,,blue,24,0.002475,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_24.jpg,,
696,65536000,coco,outdoor,gabor,,blue,25,0.002372,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_25.jpg,,
697,65536000,coco,outdoor,gabor,,blue,26,0.003126,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_26.jpg,,
698,65536000,coco,outdoor,gabor,,blue,27,0.007043,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_27.jpg,,
699,65536000,coco,outdoor,gabor,,blue,28,0.003117,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_28.jpg,,
700,65536000,coco,outdoor,gabor,,blue,29,0.003656,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_29.jpg,,
701,65536000,coco,outdoor,gabor,,blue,30,0.003420,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_30.jpg,,
702,65536000,coco,outdoor,gabor,,blue,31,0.004524,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_31.jpg,,
703,65536000,coco,outdoor,gabor,,blue,32,0.003107,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_32.jpg,,
704,65536000,coco,outdoor,gabor,,blue,33,0.003958,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_33.jpg,,
705,65536000,coco,outdoor,gabor,,blue,34,0.010134,0.0001678,1,FALSE,interesting_failure,other,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_34.jpg,,
706,65536000,coco,outdoor,gabor,,blue,35,0.001625,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_35.jpg,,
707,65536000,coco,outdoor,gabor,,blue,36,0.001781,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_36.jpg,,
708,65536000,coco,outdoor,gabor,,blue,37,0.003444,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_37.jpg,,
709,65536000,coco,outdoor,gabor,,blue,38,0.001735,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_38.jpg,,
710,65536000,coco,outdoor,gabor,,blue,39,0.001447,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_39.jpg,,
711,65536000,coco,outdoor,gabor,,blue,40,0.002971,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_40.jpg,,
712,65536000,coco,outdoor,gabor,,blue,41,0.007880,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/blue/plots/compare_cdf_pdf_layer_41.jpg,,
713,65536000,coco,outdoor,gabor,,gray,0,0.005804,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_0.jpg,,
714,65536000,coco,outdoor,gabor,,gray,1,0.003364,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_1.jpg,,
715,65536000,coco,outdoor,gabor,,gray,2,0.003784,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_2.jpg,,
716,65536000,coco,outdoor,gabor,,gray,3,0.003486,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_3.jpg,,
717,65536000,coco,outdoor,gabor,,gray,4,0.004394,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_4.jpg,,
718,65536000,coco,outdoor,gabor,,gray,5,0.007968,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_5.jpg,,
719,65536000,coco,outdoor,gabor,,gray,6,0.009344,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_6.jpg,,
720,65536000,coco,outdoor,gabor,,gray,7,0.003430,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_7.jpg,,
721,65536000,coco,outdoor,gabor,,gray,8,0.002120,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_8.jpg,,
722,65536000,coco,outdoor,gabor,,gray,9,0.002334,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_9.jpg,,
723,65536000,coco,outdoor,gabor,,gray,10,0.001831,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_10.jpg,,
724,65536000,coco,outdoor,gabor,,gray,11,0.003666,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_11.jpg,,
725,65536000,coco,outdoor,gabor,,gray,12,0.005327,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_12.jpg,,
726,65536000,coco,outdoor,gabor,,gray,13,0.009811,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_13.jpg,,
727,65536000,coco,outdoor,gabor,,gray,14,0.003915,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_14.jpg,,
728,65536000,coco,outdoor,gabor,,gray,15,0.004044,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_15.jpg,,
729,65536000,coco,outdoor,gabor,,gray,16,0.003964,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_16.jpg,,
730,65536000,coco,outdoor,gabor,,gray,17,0.004822,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_17.jpg,,
731,65536000,coco,outdoor,gabor,,gray,18,0.003364,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_18.jpg,,
732,65536000,coco,outdoor,gabor,,gray,19,0.004512,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_19.jpg,,
733,65536000,coco,outdoor,gabor,,gray,20,0.007591,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_20.jpg,,
734,65536000,coco,outdoor,gabor,,gray,21,0.002799,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_21.jpg,,
735,65536000,coco,outdoor,gabor,,gray,22,0.002607,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_22.jpg,,
736,65536000,coco,outdoor,gabor,,gray,23,0.002698,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_23.jpg,,
737,65536000,coco,outdoor,gabor,,gray,24,0.002619,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_24.jpg,,
738,65536000,coco,outdoor,gabor,,gray,25,0.002699,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_25.jpg,,
739,65536000,coco,outdoor,gabor,,gray,26,0.002644,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_26.jpg,,
740,65536000,coco,outdoor,gabor,,gray,27,0.006767,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_27.jpg,,
741,65536000,coco,outdoor,gabor,,gray,28,0.002448,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_28.jpg,,
742,65536000,coco,outdoor,gabor,,gray,29,0.003685,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_29.jpg,,
743,65536000,coco,outdoor,gabor,,gray,30,0.004795,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_30.jpg,,
744,65536000,coco,outdoor,gabor,,gray,31,0.004439,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_31.jpg,,
745,65536000,coco,outdoor,gabor,,gray,32,0.002803,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_32.jpg,,
746,65536000,coco,outdoor,gabor,,gray,33,0.004950,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_33.jpg,,
747,65536000,coco,outdoor,gabor,,gray,34,0.010362,0.0001678,1,FALSE,interesting_failure,other,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_34.jpg,,
748,65536000,coco,outdoor,gabor,,gray,35,0.001909,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_35.jpg,,
749,65536000,coco,outdoor,gabor,,gray,36,0.002486,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_36.jpg,,
750,65536000,coco,outdoor,gabor,,gray,37,0.003281,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_37.jpg,,
751,65536000,coco,outdoor,gabor,,gray,38,0.002197,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_38.jpg,,
752,65536000,coco,outdoor,gabor,,gray,39,0.003250,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_39.jpg,,
753,65536000,coco,outdoor,gabor,,gray,40,0.002932,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_40.jpg,,
754,65536000,coco,outdoor,gabor,,gray,41,0.009522,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/gray/plots/compare_cdf_pdf_layer_41.jpg,,
755,65536000,coco,outdoor,gabor,,green,0,0.005743,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_0.jpg,,
756,65536000,coco,outdoor,gabor,,green,1,0.003260,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_1.jpg,,
757,65536000,coco,outdoor,gabor,,green,2,0.003934,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_2.jpg,,
758,65536000,coco,outdoor,gabor,,green,3,0.003536,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_3.jpg,,
759,65536000,coco,outdoor,gabor,,green,4,0.003667,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_4.jpg,,
760,65536000,coco,outdoor,gabor,,green,5,0.009254,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_5.jpg,,
761,65536000,coco,outdoor,gabor,,green,6,0.011952,0.0001678,1,FALSE,borderline,other,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_6.jpg,,
762,65536000,coco,outdoor,gabor,,green,7,0.004090,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_7.jpg,,
763,65536000,coco,outdoor,gabor,,green,8,0.002238,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_8.jpg,,
764,65536000,coco,outdoor,gabor,,green,9,0.002727,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_9.jpg,,
765,65536000,coco,outdoor,gabor,,green,10,0.002797,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_10.jpg,,
766,65536000,coco,outdoor,gabor,,green,11,0.003603,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_11.jpg,,
767,65536000,coco,outdoor,gabor,,green,12,0.007301,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_12.jpg,,
768,65536000,coco,outdoor,gabor,,green,13,0.009809,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_13.jpg,,
769,65536000,coco,outdoor,gabor,,green,14,0.003902,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_14.jpg,,
770,65536000,coco,outdoor,gabor,,green,15,0.003706,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_15.jpg,,
771,65536000,coco,outdoor,gabor,,green,16,0.005418,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_16.jpg,,
772,65536000,coco,outdoor,gabor,,green,17,0.004327,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_17.jpg,,
773,65536000,coco,outdoor,gabor,,green,18,0.003673,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_18.jpg,,
774,65536000,coco,outdoor,gabor,,green,19,0.005423,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_19.jpg,,
775,65536000,coco,outdoor,gabor,,green,20,0.008282,0.0001678,1,FALSE,practically_pass,pass,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/outdoor/gabor/green/plots/compare_cdf_pdf_layer_20.jpg,,
