band,total_samples,initial_r,initial_eta,kstest_stat_initial,best_r,best_eta,best_scale,kstest_stat_best,n_pval_0.05
2,47614.0,0.27,0.5,0.0128313685082646,0.274,0.47,87190.83028855306,0.012796379596323848,11903
5,102030.0,0.27,0.1,0.01317173295688,0.28,0.04,94300.47449554568,0.013075314372351932,10759
8,326496.0,0.3,-0.1,0.0111737562791916,0.302,-0.108,77064.91905306996,0.011088190301872358,15304
11,904666.0,0.35,-0.3,0.0101392103505166,0.349,-0.31,95067.01941673036,0.009938246289265096,17887
14,2727602.0,0.4,-0.5,0.0075514478941911,0.399,-0.506,99192.08104376457,0.007354659058991353,35958
17,8298440.0,0.54,-0.6,0.004528827431295,0.537,-0.6,100000.0,0.0036174907315777993,145870
20,25140192.0,0.06,6.2,0.0023596654878596,0.059,6.29,3.1149916301722756e-32,0.002093250134489022,441916
23,65734528.0,0.07,7.4,0.0020912456736703,0.07,7.41,7.244687970954889e-27,0.0020554462116563754,433306
